10/04/20,16:38:53,595,50,700,50,460,50,513
10/04/20,16:38:54,595,50,700,50,460,48,513
10/04/20,16:38:55,595,50,700,50,460,46,513
10/04/20,16:38:56,595,50,700,50,460,46,512
10/04/20,16:38:57,595,50,700,50,460,52,513
10/04/20,16:38:58,595,50,700,50,460,49,513
10/04/20,16:38:59,595,50,700,50,460,50,513
10/04/20,16:39:01,595,50,700,50,460,47,513
10/04/20,16:39:02,595,50,700,50,460,54,513
10/04/20,16:39:03,595,50,700,50,460,44,513
10/04/20,16:39:04,595,50,700,50,460,54,513
10/04/20,16:39:05,595,50,700,50,460,49,513
10/04/20,16:39:06,595,50,700,50,460,52,513
10/04/20,16:39:07,595,51,700,50,460,56,513
10/04/20,16:39:08,595,50,700,50,460,54,513
10/04/20,16:39:10,595,50,700,50,460,44,513
10/04/20,16:39:11,595,50,700,50,460,47,513
10/04/20,16:39:12,595,50,700,50,460,48,513
10/04/20,16:39:13,595,50,700,50,460,51,513
10/04/20,16:39:14,595,50,700,50,460,50,513
10/04/20,16:39:15,595,50,700,50,460,46,513
10/04/20,16:39:16,595,50,700,50,460,45,513
10/04/20,16:39:18,595,50,700,50,460,49,513
10/04/20,16:39:19,595,50,700,50,460,50,513
10/04/20,16:39:20,595,50,700,50,460,50,513
10/04/20,16:39:21,595,50,700,50,460,45,513
10/04/20,16:39:22,595,50,700,50,460,47,513
10/04/20,16:39:23,595,50,700,50,460,48,513
10/04/20,16:39:24,595,50,700,50,460,55,513
10/04/20,16:39:25,595,50,700,50,460,46,513
10/04/20,16:39:27,595,50,700,50,460,50,513
10/04/20,16:39:28,595,50,700,50,460,54,513
10/04/20,16:39:29,595,50,700,50,460,51,513
10/04/20,16:39:30,595,50,700,50,460,46,513
10/04/20,16:39:31,595,50,700,50,460,47,513
10/04/20,16:39:32,595,50,700,50,460,50,513
10/04/20,16:39:33,595,50,700,50,460,49,513
10/04/20,16:39:34,595,50,700,50,460,49,513
10/04/20,16:39:36,595,50,700,50,460,47,513
10/04/20,16:39:37,595,50,700,50,460,47,513
10/04/20,16:39:38,595,50,700,50,460,47,513
10/04/20,16:39:39,595,50,700,50,460,47,513
10/04/20,16:39:40,595,50,700,50,460,47,513
10/04/20,16:39:41,595,50,700,50,460,49,513
10/04/20,16:39:42,595,50,700,50,460,50,513
10/04/20,16:39:43,595,50,700,50,460,48,513
10/04/20,16:39:45,595,50,700,50,460,49,513
10/04/20,16:39:46,595,50,700,50,460,49,513
10/04/20,16:39:47,595,50,700,50,460,49,513
10/04/20,16:39:48,595,50,700,50,460,50,513
10/04/20,16:39:49,595,50,700,50,460,50,513
10/04/20,16:39:50,595,50,700,50,460,50,513
10/04/20,16:39:51,595,50,700,50,460,51,513
10/04/20,16:39:52,595,50,700,50,460,52,513
10/04/20,16:39:54,595,51,700,50,460,51,513
10/04/20,16:39:55,595,50,700,50,460,50,513
10/04/20,16:39:56,595,50,700,50,460,49,513
