16.400,0.531217,5.641,26.2091
16.400,0.531225,5.641,26.2086
16.400,0.531215,5.641,26.2092
16.397,0.531214,5.644,26.2093
16.398,0.531213,5.643,26.2094
16.406,0.531216,5.636,26.2092
16.401,0.531221,5.641,26.2088
16.401,0.531214,5.641,26.2093
16.401,0.531214,5.640,26.2093
16.401,0.531217,5.641,26.2091
16.400,0.531219,5.642,26.2090
16.396,0.531218,5.645,26.2091
16.396,0.531220,5.645,26.2090
16.400,0.531218,5.641,26.2090
16.401,0.531219,5.640,26.2090
16.399,0.531223,5.642,26.2088
16.401,0.531223,5.641,26.2087
16.397,0.531220,5.644,26.2090
16.398,0.531218,5.643,26.2090
16.396,0.531228,5.645,26.2085
16.401,0.531222,5.641,26.2088
16.396,0.531224,5.645,26.2087
16.399,0.531215,5.643,26.2092
16.398,0.531223,5.643,26.2088
16.397,0.531228,5.644,26.2085
16.401,0.531226,5.641,26.2086
16.395,0.531224,5.645,26.2087
16.395,0.531229,5.645,26.2084
16.399,0.531225,5.642,26.2086
16.396,0.531229,5.645,26.2084
16.403,0.531219,5.639,26.2090
16.393,0.531232,5.647,26.2083
16.392,0.531230,5.648,26.2083
16.400,0.531228,5.641,26.2085
16.399,0.531230,5.642,26.2084
16.399,0.531234,5.642,26.2081
16.399,0.531238,5.642,26.2079
16.397,0.531238,5.644,26.2079
16.392,0.531237,5.648,26.2079
16.396,0.531236,5.645,26.2080
16.398,0.531241,5.643,26.2077
16.396,0.531239,5.645,26.2079
16.396,0.531239,5.645,26.2078
16.396,0.531240,5.644,26.2078
16.393,0.531248,5.648,26.2073
16.399,0.531243,5.643,26.2075
16.398,0.531240,5.643,26.2078
16.397,0.531248,5.644,26.2073
16.396,0.531250,5.645,26.2072
16.394,0.531246,5.647,26.2074
16.396,0.531248,5.645,26.2073
16.394,0.531241,5.647,26.2077
16.391,0.531247,5.649,26.2073
16.394,0.531249,5.646,26.2073
16.396,0.531244,5.645,26.2075
16.395,0.531249,5.646,26.2072
16.399,0.531245,5.643,26.2075
16.392,0.531245,5.648,26.2075
16.396,0.531247,5.645,26.2074
16.398,0.531253,5.644,26.2070
16.397,0.531250,5.644,26.2072
16.394,0.531252,5.647,26.2071
16.397,0.531245,5.644,26.2075
16.397,0.531239,5.644,26.2079
16.395,0.531245,5.646,26.2075
16.399,0.531236,5.642,26.2079
16.397,0.531243,5.644,26.2076
16.395,0.531238,5.646,26.2079
16.399,0.531240,5.642,26.2078
16.392,0.531249,5.649,26.2073
16.401,0.531234,5.641,26.2081
16.396,0.531236,5.645,26.2080
16.397,0.531241,5.644,26.2077
16.399,0.531246,5.643,26.2074
16.397,0.531235,5.644,26.2081
16.401,0.531243,5.641,26.2075
16.398,0.531236,5.643,26.2080
16.395,0.531240,5.646,26.2078
16.399,0.531239,5.642,26.2079
16.401,0.531236,5.640,26.2080
16.395,0.531244,5.646,26.2075
16.396,0.531238,5.645,26.2079
16.398,0.531246,5.643,26.2074
16.403,0.531244,5.639,26.2075
16.397,0.531241,5.644,26.2077
16.394,0.531244,5.646,26.2075
16.394,0.531249,5.647,26.2072
16.396,0.531243,5.645,26.2075
16.396,0.531238,5.645,26.2079
16.397,0.531243,5.644,26.2076
16.395,0.531242,5.645,26.2077
16.395,0.531237,5.645,26.2079
16.396,0.531240,5.645,26.2078
16.397,0.531242,5.644,26.2077
16.399,0.531241,5.643,26.2077
16.396,0.531246,5.645,26.2075
16.401,0.531245,5.640,26.2075
16.396,0.531243,5.645,26.2075
16.392,0.531240,5.648,26.2078
16.394,0.531239,5.646,26.2078
16.396,0.531244,5.645,26.2075
16.396,0.531246,5.645,26.2074
16.397,0.531249,5.644,26.2072
16.398,0.531243,5.643,26.2075
16.396,0.531249,5.645,26.2072
16.398,0.531251,5.644,26.2072
16.397,0.531251,5.644,26.2072
16.398,0.531248,5.643,26.2073
16.403,0.531252,5.639,26.2071
16.397,0.531254,5.644,26.2070
16.398,0.531248,5.643,26.2073
16.398,0.531246,5.643,26.2074
16.397,0.531249,5.644,26.2072
16.392,0.531251,5.648,26.2071
16.398,0.531255,5.644,26.2069
16.393,0.531255,5.648,26.2069
16.397,0.531253,5.644,26.2070
16.397,0.531245,5.644,26.2075
16.397,0.531246,5.644,26.2075
16.392,0.531253,5.648,26.2070
16.397,0.531247,5.644,26.2074
16.392,0.531250,5.648,26.2072
16.399,0.531251,5.643,26.2071
16.399,0.531247,5.643,26.2073
16.400,0.531253,5.642,26.2070
16.397,0.531248,5.644,26.2073
16.393,0.531251,5.647,26.2072
16.400,0.531260,5.642,26.2066
16.396,0.531242,5.645,26.2076
16.395,0.531246,5.646,26.2074
16.400,0.531241,5.642,26.2077
16.397,0.531244,5.644,26.2075
16.395,0.531248,5.646,26.2073
16.392,0.531245,5.648,26.2075
16.398,0.531255,5.643,26.2069
16.397,0.531247,5.644,26.2073
16.398,0.531251,5.643,26.2071
16.399,0.531260,5.642,26.2066
16.398,0.531254,5.643,26.2070
16.401,0.531254,5.641,26.2070
16.396,0.531252,5.645,26.2071
16.402,0.531255,5.640,26.2069
16.393,0.531251,5.648,26.2071
16.393,0.531246,5.648,26.2074
16.395,0.531250,5.646,26.2072
16.397,0.531258,5.644,26.2068
16.397,0.531255,5.644,26.2069
16.402,0.531244,5.640,26.2075
16.396,0.531250,5.645,26.2072
16.399,0.531254,5.642,26.2070
16.390,0.531252,5.650,26.2070
16.399,0.531253,5.642,26.2070
16.394,0.531258,5.647,26.2067
16.398,0.531267,5.644,26.2062
16.397,0.531257,5.644,26.2068
16.398,0.531260,5.644,26.2066
16.402,0.531255,5.640,26.2069
16.397,0.531268,5.645,26.2061
16.394,0.531261,5.647,26.2066
16.393,0.531263,5.647,26.2064
16.398,0.531261,5.644,26.2065
16.395,0.531260,5.646,26.2066
16.397,0.531268,5.644,26.2061
16.396,0.531266,5.645,26.2062
16.398,0.531260,5.644,26.2066
16.400,0.531261,5.642,26.2066
16.397,0.531260,5.644,26.2066
16.399,0.531265,5.643,26.2063
16.398,0.531267,5.644,26.2062
16.400,0.531269,5.642,26.2061
16.398,0.531263,5.644,26.2064
16.394,0.531271,5.647,26.2060
16.394,0.531262,5.646,26.2065
16.396,0.531268,5.645,26.2062
16.398,0.531265,5.643,26.2062
16.395,0.531277,5.646,26.2056
16.399,0.531270,5.643,26.2060
16.400,0.531270,5.642,26.2060
16.401,0.531271,5.641,26.2060
16.397,0.531272,5.645,26.2059
16.396,0.531267,5.645,26.2062
16.393,0.531272,5.648,26.2059
16.397,0.531267,5.644,26.2062
16.398,0.531267,5.643,26.2062
16.394,0.531267,5.647,26.2062
16.398,0.531272,5.643,26.2059
16.396,0.531268,5.645,26.2061
16.394,0.531269,5.647,26.2061
16.399,0.531261,5.643,26.2066
16.397,0.531277,5.645,26.2056
16.396,0.531269,5.645,26.2061
16.400,0.531271,5.642,26.2059
16.401,0.531264,5.641,26.2064
16.400,0.531268,5.642,26.2062
16.402,0.531262,5.640,26.2065
16.396,0.531273,5.645,26.2058
16.399,0.531271,5.643,26.2060
16.395,0.531272,5.646,26.2059
16.399,0.531269,5.642,26.2061
16.402,0.531270,5.640,26.2060
16.400,0.531279,5.642,26.2055
16.397,0.531270,5.644,26.2060
16.397,0.531273,5.644,26.2058
16.398,0.531273,5.643,26.2058
16.403,0.531279,5.640,26.2055
16.398,0.531278,5.644,26.2055
16.402,0.531277,5.640,26.2056
16.400,0.531285,5.642,26.2051
16.391,0.531279,5.649,26.2055
16.397,0.531279,5.644,26.2055
16.395,0.531288,5.646,26.2049
16.395,0.531283,5.646,26.2053
16.403,0.531283,5.640,26.2053
16.397,0.531282,5.645,26.2053
16.396,0.531287,5.645,26.2050
16.396,0.531287,5.645,26.2050
16.397,0.531298,5.644,26.2044
16.395,0.531282,5.646,26.2053
16.394,0.531285,5.647,26.2051
16.397,0.531292,5.644,26.2047
16.395,0.531288,5.646,26.2049
16.392,0.531298,5.649,26.2044
16.393,0.531293,5.648,26.2047
16.392,0.531283,5.649,26.2053
16.399,0.531287,5.643,26.2050
16.396,0.531291,5.645,26.2047
16.395,0.531305,5.647,26.2040
16.399,0.531291,5.643,26.2048
16.393,0.531298,5.648,26.2044
16.395,0.531286,5.646,26.2050
16.396,0.531291,5.645,26.2048
16.395,0.531296,5.646,26.2045
16.399,0.531286,5.643,26.2050
16.399,0.531294,5.643,26.2046
16.396,0.531294,5.645,26.2046
16.394,0.531296,5.647,26.2045
16.398,0.531296,5.644,26.2045
16.395,0.531299,5.646,26.2043
16.395,0.531290,5.646,26.2049
16.396,0.531294,5.646,26.2046
16.393,0.531299,5.648,26.2043
16.401,0.531305,5.642,26.2040
16.393,0.531293,5.648,26.2047
16.392,0.531285,5.649,26.2051
16.396,0.531291,5.646,26.2047
16.392,0.531300,5.649,26.2043
16.390,0.531298,5.650,26.2044
16.397,0.531300,5.644,26.2042
16.397,0.531307,5.645,26.2039
16.398,0.531302,5.643,26.2041
16.395,0.531299,5.646,26.2043
16.395,0.531301,5.646,26.2042
16.397,0.531305,5.645,26.2040
16.396,0.531299,5.645,26.2043
16.395,0.531310,5.647,26.2037
16.398,0.531301,5.644,26.2042
16.399,0.531304,5.643,26.2040
16.395,0.531304,5.646,26.2040
16.394,0.531306,5.648,26.2039
16.395,0.531299,5.646,26.2043
16.397,0.531293,5.644,26.2047
16.398,0.531309,5.644,26.2037
16.394,0.531304,5.647,26.2040
16.399,0.531315,5.643,26.2033
16.399,0.531307,5.643,26.2038
16.396,0.531311,5.645,26.2036
16.400,0.531304,5.643,26.2040
16.395,0.531314,5.647,26.2034
16.393,0.531306,5.648,26.2039
16.395,0.531306,5.646,26.2039
16.395,0.531306,5.646,26.2039
16.399,0.531335,5.643,26.2021
16.396,0.531333,5.645,26.2023
16.402,0.531350,5.641,26.2013
16.398,0.531343,5.644,26.2017
16.403,0.531345,5.641,26.2016
16.394,0.531345,5.648,26.2016
16.397,0.531349,5.645,26.2014
16.399,0.531354,5.644,26.2011
16.393,0.531349,5.648,26.2014
16.396,0.531347,5.646,26.2014
16.397,0.531350,5.645,26.2013
16.399,0.531346,5.643,26.2015
16.395,0.531353,5.647,26.2011
16.397,0.531353,5.645,26.2011
16.398,0.531347,5.644,26.2015
16.397,0.531354,5.646,26.2011
16.395,0.531352,5.647,26.2011
16.397,0.531357,5.645,26.2008
16.393,0.531354,5.648,26.2011
