16.396,0.531301,5.645,26.2042
16.396,0.531300,5.645,26.2042
16.399,0.531305,5.643,26.2040
16.399,0.531304,5.643,26.2040
16.395,0.531299,5.646,26.2043
16.397,0.531301,5.644,26.2042
16.394,0.531297,5.647,26.2044
16.397,0.531302,5.645,26.2042
16.396,0.531301,5.645,26.2042
16.392,0.531301,5.649,26.2042
16.395,0.531296,5.646,26.2045
16.399,0.531296,5.643,26.2045
16.397,0.531299,5.645,26.2043
16.400,0.531297,5.642,26.2044
16.395,0.531300,5.646,26.2042
16.396,0.531299,5.645,26.2043
16.392,0.531294,5.649,26.2046
16.398,0.531298,5.644,26.2044
16.397,0.531295,5.645,26.2045
16.396,0.531301,5.646,26.2042
16.397,0.531292,5.645,26.2047
16.401,0.531286,5.641,26.2050
16.399,0.531275,5.643,26.2057
16.396,0.531295,5.646,26.2045
16.399,0.531275,5.643,26.2057
16.397,0.531282,5.644,26.2053
16.400,0.531283,5.642,26.2053
16.398,0.531294,5.644,26.2046
16.395,0.531269,5.646,26.2061
16.393,0.531277,5.648,26.2056
16.394,0.531283,5.647,26.2053
16.393,0.531280,5.648,26.2054
16.398,0.531279,5.643,26.2055
16.398,0.531286,5.644,26.2051
16.399,0.531284,5.643,26.2052
16.401,0.531277,5.641,26.2056
16.403,0.531277,5.639,26.2056
16.398,0.531282,5.644,26.2053
16.395,0.531279,5.646,26.2055
16.393,0.531281,5.648,26.2053
16.397,0.531280,5.645,26.2054
16.397,0.531282,5.644,26.2053
16.397,0.531276,5.645,26.2057
16.399,0.531275,5.643,26.2057
16.395,0.531279,5.646,26.2055
16.393,0.531284,5.648,26.2052
16.396,0.531273,5.645,26.2058
16.397,0.531282,5.645,26.2053
16.396,0.531275,5.645,26.2057
16.396,0.531275,5.645,26.2057
16.394,0.531272,5.647,26.2059
16.400,0.531263,5.642,26.2064
16.397,0.531270,5.644,26.2060
16.395,0.531275,5.646,26.2057
16.402,0.531267,5.641,26.2062
16.398,0.531260,5.643,26.2066
16.397,0.531267,5.645,26.2062
16.398,0.531267,5.643,26.2062
16.402,0.531264,5.641,26.2063
16.400,0.531264,5.642,26.2064
16.397,0.531258,5.644,26.2068
16.396,0.531258,5.645,26.2067
16.398,0.531255,5.644,26.2069
16.399,0.531256,5.643,26.2068
16.395,0.531260,5.646,26.2066
16.396,0.531261,5.645,26.2065
16.395,0.531261,5.646,26.2065
16.396,0.531258,5.645,26.2067
16.397,0.531264,5.645,26.2064
16.395,0.531254,5.646,26.2069
16.398,0.531259,5.643,26.2067
16.399,0.531259,5.642,26.2066
16.396,0.531267,5.645,26.2062
16.395,0.531257,5.646,26.2068
16.394,0.531256,5.647,26.2068
16.394,0.531259,5.647,26.2066
16.392,0.531260,5.648,26.2066
16.394,0.531261,5.647,26.2066
16.398,0.531256,5.643,26.2068
16.396,0.531265,5.645,26.2063
16.397,0.531265,5.644,26.2063
16.396,0.531264,5.646,26.2064
16.392,0.531266,5.649,26.2062
16.389,0.531265,5.651,26.2063
16.394,0.531269,5.647,26.2061
16.397,0.531281,5.644,26.2054
16.397,0.531273,5.645,26.2058
16.396,0.531261,5.645,26.2066
16.396,0.531270,5.645,26.2060
16.395,0.531280,5.646,26.2054
16.392,0.531267,5.648,26.2062
16.397,0.531274,5.645,26.2058
16.397,0.531266,5.644,26.2062
16.394,0.531259,5.646,26.2066
16.394,0.531272,5.647,26.2059
16.397,0.531267,5.645,26.2062
16.393,0.531273,5.647,26.2058
16.393,0.531273,5.647,26.2058
16.392,0.531271,5.648,26.2059
16.394,0.531275,5.647,26.2057
16.390,0.531270,5.650,26.2060
16.394,0.531278,5.647,26.2055
16.395,0.531280,5.646,26.2054
16.391,0.531289,5.650,26.2049
16.396,0.531281,5.645,26.2053
16.395,0.531279,5.646,26.2054
16.392,0.531277,5.648,26.2056
16.393,0.531283,5.648,26.2053
16.396,0.531277,5.645,26.2056
16.394,0.531275,5.647,26.2057
16.389,0.531280,5.651,26.2054
16.390,0.531271,5.650,26.2060
16.396,0.531270,5.645,26.2060
16.394,0.531273,5.647,26.2058
16.394,0.531270,5.647,26.2060
16.389,0.531264,5.651,26.2064
16.397,0.531270,5.645,26.2060
16.395,0.531271,5.646,26.2059
16.391,0.531266,5.650,26.2062
16.393,0.531270,5.648,26.2060
16.396,0.531271,5.645,26.2060
16.393,0.531256,5.648,26.2068
16.393,0.531261,5.648,26.2065
16.392,0.531266,5.648,26.2062
16.398,0.531264,5.643,26.2063
16.396,0.531263,5.645,26.2064
16.393,0.531255,5.648,26.2069
16.394,0.531256,5.646,26.2068
16.392,0.531248,5.648,26.2073
16.394,0.531261,5.647,26.2066
16.395,0.531259,5.646,26.2066
16.394,0.531256,5.647,26.2068
16.396,0.531259,5.645,26.2066
16.391,0.531260,5.649,26.2066
16.392,0.531256,5.649,26.2068
16.393,0.531262,5.648,26.2065
16.395,0.531252,5.646,26.2070
16.395,0.531254,5.646,26.2070
16.393,0.531259,5.647,26.2066
16.398,0.531248,5.644,26.2073
16.394,0.531256,5.647,26.2068
16.395,0.531259,5.646,26.2067
16.394,0.531249,5.647,26.2072
16.395,0.531252,5.646,26.2070
16.392,0.531265,5.649,26.2063
16.390,0.531249,5.650,26.2073
16.403,0.531246,5.639,26.2075
16.394,0.531250,5.647,26.2072
16.395,0.531259,5.646,26.2066
16.392,0.531251,5.649,26.2072
16.395,0.531249,5.646,26.2072
16.391,0.531247,5.649,26.2073
16.395,0.531249,5.646,26.2072
16.395,0.531246,5.646,26.2074
16.392,0.531238,5.648,26.2079
16.395,0.531240,5.645,26.2078
16.397,0.531250,5.644,26.2072
16.395,0.531241,5.646,26.2077
16.394,0.531231,5.647,26.2083
16.396,0.531243,5.645,26.2076
16.400,0.531240,5.642,26.2078
16.396,0.531233,5.645,26.2082
16.395,0.531240,5.646,26.2078
16.394,0.531242,5.647,26.2077
16.392,0.531228,5.648,26.2085
16.398,0.531238,5.643,26.2079
16.395,0.531236,5.646,26.2080
16.393,0.531231,5.647,26.2083
16.394,0.531243,5.647,26.2075
16.396,0.531231,5.645,26.2083
16.400,0.531233,5.641,26.2082
16.399,0.531222,5.642,26.2088
16.396,0.531230,5.645,26.2083
16.395,0.531228,5.645,26.2085
16.400,0.531233,5.642,26.2082
16.400,0.531227,5.641,26.2086
16.397,0.531227,5.644,26.2086
16.399,0.531224,5.642,26.2087
16.396,0.531229,5.645,26.2084
16.396,0.531227,5.645,26.2085
16.398,0.531226,5.643,26.2086
16.399,0.531217,5.642,26.2091
16.397,0.531230,5.644,26.2084
16.399,0.531224,5.642,26.2087
16.395,0.531219,5.646,26.2090
16.394,0.531223,5.646,26.2088
16.392,0.531229,5.648,26.2084
16.398,0.531228,5.643,26.2085
16.397,0.531220,5.643,26.2090
16.395,0.531229,5.646,26.2084
16.397,0.531221,5.643,26.2089
16.394,0.531226,5.646,26.2086
16.401,0.531224,5.641,26.2087
16.396,0.531216,5.644,26.2092
16.395,0.531215,5.646,26.2092
16.397,0.531221,5.644,26.2089
16.399,0.531229,5.642,26.2084
16.398,0.531231,5.643,26.2083
16.398,0.531220,5.643,26.2090
16.397,0.531227,5.644,26.2086
16.396,0.531229,5.644,26.2084
16.401,0.531220,5.641,26.2090
16.399,0.531232,5.642,26.2082
16.397,0.531211,5.644,26.2095
16.397,0.531228,5.644,26.2085
16.399,0.531222,5.643,26.2088
16.397,0.531223,5.644,26.2088
16.400,0.531225,5.641,26.2087
16.395,0.531220,5.646,26.2090
16.398,0.531222,5.643,26.2088
16.395,0.531220,5.646,26.2090
16.399,0.531221,5.642,26.2089
16.401,0.531220,5.640,26.2090
16.398,0.531219,5.643,26.2090
16.398,0.531224,5.643,26.2087
16.397,0.531220,5.644,26.2090
16.401,0.531213,5.640,26.2094
16.400,0.531219,5.642,26.2090
