raw_phase_delay,raw_thermistor_voltage,oxygen_ml_l,temperature,datetime
16.822,0.761849,7.793,14.8275,10/22/2020 18:43:03.395532
16.822,0.762607,7.802,14.7956,10/22/2020 18:43:04.563409
16.828,0.763207,7.802,14.7704,10/22/2020 18:43:05.769183
16.836,0.763716,7.800,14.7491,10/22/2020 18:43:06.933070
16.815,0.761578,7.798,14.8388,10/22/2020 18:43:08.124881
16.827,0.762688,7.797,14.7923,10/22/2020 18:43:09.322681
16.811,0.761720,7.804,14.8329,10/22/2020 18:43:10.509503
16.820,0.763117,7.811,14.7743,10/22/2020 18:43:11.693341
16.817,0.763511,7.819,14.7577,10/22/2020 18:43:12.862211
16.817,0.763589,7.819,14.7545,10/22/2020 18:43:14.078957
16.816,0.763372,7.818,14.7635,10/22/2020 18:43:15.253817
16.815,0.763554,7.821,14.7560,10/22/2020 18:43:16.442635
16.832,0.764277,7.811,14.7256,10/22/2020 18:43:17.635447
16.832,0.765152,7.822,14.6891,10/22/2020 18:43:18.798334
16.822,0.763984,7.819,14.7379,10/22/2020 18:43:19.997127
16.815,0.762355,7.807,14.8062,10/22/2020 18:43:21.325576
16.813,0.762897,7.816,14.7835,10/22/2020 18:43:22.382747
16.828,0.764399,7.817,14.7206,10/22/2020 18:43:23.560601
16.817,0.763104,7.814,14.7748,10/22/2020 18:43:24.734457
16.823,0.764162,7.820,14.7304,10/22/2020 18:43:25.941232
16.819,0.764116,7.824,14.7324,10/22/2020 18:43:27.137032
16.813,0.762509,7.812,14.7997,10/22/2020 18:43:28.308897
16.825,0.763518,7.810,14.7574,10/22/2020 18:43:29.492729
16.820,0.764134,7.823,14.7316,10/22/2020 18:43:30.691524
16.815,0.763525,7.821,14.7571,10/22/2020 18:43:31.878351
16.829,0.764315,7.815,14.7241,10/22/2020 18:43:33.176877
16.816,0.763122,7.815,14.7740,10/22/2020 18:43:34.238039
16.821,0.765713,7.841,14.6656,10/22/2020 18:43:35.533575
16.824,0.765950,7.840,14.6556,10/22/2020 18:43:36.611688
16.815,0.763490,7.820,14.7586,10/22/2020 18:43:37.801508
16.819,0.764133,7.824,14.7317,10/22/2020 18:43:39.120980
16.811,0.762770,7.817,14.7888,10/22/2020 18:43:40.191116
16.810,0.763479,7.826,14.7591,10/22/2020 18:43:41.368965
16.823,0.766022,7.842,14.6526,10/22/2020 18:43:42.525871
16.824,0.765165,7.831,14.6884,10/22/2020 18:43:43.850329
16.820,0.763028,7.810,14.7780,10/22/2020 18:43:44.928448
16.812,0.762694,7.815,14.7920,10/22/2020 18:43:46.109288
16.818,0.764365,7.828,14.7219,10/22/2020 18:43:47.291125
16.809,0.763892,7.832,14.7418,10/22/2020 18:43:48.472968
16.823,0.764336,7.821,14.7232,10/22/2020 18:43:49.657796
16.809,0.763013,7.822,14.7786,10/22/2020 18:43:50.866567
16.813,0.763343,7.821,14.7648,10/22/2020 18:43:52.034438
16.817,0.762764,7.809,14.7890,10/22/2020 18:43:53.220267
16.805,0.761388,7.807,14.8468,10/22/2020 18:43:54.727235
16.807,0.762939,7.823,14.7817,10/22/2020 18:43:55.578961
16.803,0.762438,7.821,14.8027,10/22/2020 18:43:56.793714
16.813,0.763452,7.822,14.7602,10/22/2020 18:43:57.971562
16.807,0.762236,7.814,14.8112,10/22/2020 18:43:59.166364
16.812,0.762497,7.813,14.8002,10/22/2020 18:44:00.334240
16.808,0.762283,7.813,14.8092,10/22/2020 18:44:01.645734
16.805,0.763206,7.828,14.7705,10/22/2020 18:44:02.716870
16.809,0.763355,7.825,14.7643,10/22/2020 18:44:03.907682
16.805,0.762555,7.820,14.7978,10/22/2020 18:44:05.100496
16.815,0.765021,7.838,14.6945,10/22/2020 18:44:06.284326
16.813,0.762232,7.808,14.8114,10/22/2020 18:44:07.463174
16.804,0.761756,7.812,14.8314,10/22/2020 18:44:08.769677
16.812,0.763328,7.822,14.7654,10/22/2020 18:44:09.838822
16.813,0.762263,7.809,14.8101,10/22/2020 18:44:11.037613
16.805,0.761352,7.807,14.8483,10/22/2020 18:44:12.222445
16.806,0.762993,7.825,14.7794,10/22/2020 18:44:13.400296
16.815,0.763113,7.817,14.7744,10/22/2020 18:44:14.597093
16.815,0.762454,7.808,14.8021,10/22/2020 18:44:15.789903
16.806,0.760998,7.801,14.8632,10/22/2020 18:44:16.983710
16.800,0.761861,7.818,14.8269,10/22/2020 18:44:18.173528
16.814,0.762641,7.812,14.7942,10/22/2020 18:44:19.341405
16.800,0.760667,7.804,14.8771,10/22/2020 18:44:20.526235
16.804,0.761427,7.808,14.8451,10/22/2020 18:44:21.716053
16.806,0.761278,7.804,14.8514,10/22/2020 18:44:22.901883
16.809,0.761929,7.809,14.8241,10/22/2020 18:44:24.085715
16.816,0.762317,7.806,14.8078,10/22/2020 18:44:25.247607
16.815,0.761879,7.801,14.8262,10/22/2020 18:44:26.561093
16.814,0.762775,7.813,14.7886,10/22/2020 18:44:27.649182
16.816,0.763542,7.820,14.7564,10/22/2020 18:44:28.842993
16.814,0.762690,7.813,14.7921,10/22/2020 18:44:30.025828
16.812,0.762320,7.810,14.8076,10/22/2020 18:44:31.198690
16.827,0.764717,7.822,14.7073,10/22/2020 18:44:32.407456
16.824,0.764032,7.817,14.7359,10/22/2020 18:44:33.581318
16.814,0.762530,7.810,14.7988,10/22/2020 18:44:34.766148
16.818,0.763030,7.812,14.7779,10/22/2020 18:44:35.966936
16.816,0.763304,7.818,14.7664,10/22/2020 18:44:37.150771
16.814,0.763809,7.826,14.7453,10/22/2020 18:44:38.308674
16.815,0.763886,7.825,14.7420,10/22/2020 18:44:39.511456
16.821,0.764077,7.821,14.7340,10/22/2020 18:44:40.712244
16.816,0.762788,7.811,14.7880,10/22/2020 18:44:41.870145
16.814,0.762133,7.806,14.8155,10/22/2020 18:44:43.043010
16.816,0.762527,7.808,14.7990,10/22/2020 18:44:44.244797
16.822,0.763269,7.810,14.7679,10/22/2020 18:44:45.590201
16.821,0.762429,7.802,14.8031,10/22/2020 18:44:46.640391
16.814,0.762373,7.808,14.8055,10/22/2020 18:44:47.807268
16.817,0.762084,7.801,14.8175,10/22/2020 18:44:48.993098
16.827,0.765047,7.825,14.6934,10/22/2020 18:44:50.164963
16.828,0.762785,7.798,14.7881,10/22/2020 18:44:51.357769
16.816,0.762357,7.806,14.8061,10/22/2020 18:44:52.534622
16.825,0.764975,7.827,14.6964,10/22/2020 18:44:53.759348
16.817,0.762930,7.812,14.7821,10/22/2020 18:44:54.922239
16.821,0.763047,7.809,14.7771,10/22/2020 18:44:56.113055
16.820,0.762915,7.808,14.7827,10/22/2020 18:44:57.335782
16.816,0.762069,7.803,14.8182,10/22/2020 18:44:58.494684
16.822,0.763069,7.808,14.7763,10/22/2020 18:44:59.672529
16.825,0.763109,7.805,14.7746,10/22/2020 18:45:00.878307
16.814,0.761728,7.800,14.8325,10/22/2020 18:45:02.478028
16.818,0.762753,7.809,14.7895,10/22/2020 18:45:03.242983
16.820,0.764453,7.826,14.7183,10/22/2020 18:45:04.464716
16.816,0.763464,7.820,14.7597,10/22/2020 18:45:05.628605
16.808,0.761730,7.807,14.8324,10/22/2020 18:45:06.824407
16.830,0.763571,7.805,14.7552,10/22/2020 18:45:07.973329
16.834,0.763702,7.802,14.7497,10/22/2020 18:45:09.148188
16.815,0.762241,7.806,14.8110,10/22/2020 18:45:10.342991
16.815,0.762508,7.809,14.7998,10/22/2020 18:45:11.552757
16.817,0.763214,7.815,14.7701,10/22/2020 18:45:12.745570
16.818,0.763604,7.819,14.7538,10/22/2020 18:45:13.919426
16.813,0.762013,7.805,14.8205,10/22/2020 18:45:15.097278
16.817,0.761827,7.798,14.8283,10/22/2020 18:45:16.433701
16.817,0.762568,7.807,14.7973,10/22/2020 18:45:17.489878
16.816,0.763089,7.815,14.7754,10/22/2020 18:45:18.680693
16.819,0.762851,7.808,14.7854,10/22/2020 18:45:19.835601
16.817,0.763255,7.816,14.7685,10/22/2020 18:45:21.031404
16.823,0.763679,7.814,14.7507,10/22/2020 18:45:22.222218
16.814,0.763555,7.823,14.7559,10/22/2020 18:45:23.411038
16.813,0.763092,7.819,14.7752,10/22/2020 18:45:24.615818
16.821,0.763759,7.817,14.7473,10/22/2020 18:45:25.790679
16.818,0.763051,7.812,14.7770,10/22/2020 18:45:26.960548
16.816,0.762171,7.803,14.8140,10/22/2020 18:45:28.160337
16.813,0.762086,7.806,14.8175,10/22/2020 18:45:29.469834
16.820,0.762989,7.810,14.7796,10/22/2020 18:45:30.541971
16.820,0.763258,7.813,14.7683,10/22/2020 18:45:31.725802
16.826,0.764478,7.820,14.7172,10/22/2020 18:45:32.905643
16.827,0.762966,7.801,14.7805,10/22/2020 18:45:34.107434
16.818,0.761824,7.798,14.8285,10/22/2020 18:45:35.287275
16.811,0.761516,7.802,14.8414,10/22/2020 18:45:36.473104
16.815,0.761868,7.801,14.8266,10/22/2020 18:45:37.653947
16.816,0.761652,7.797,14.8357,10/22/2020 18:45:38.842766
16.814,0.762132,7.806,14.8156,10/22/2020 18:45:40.022610
16.825,0.763442,7.808,14.7606,10/22/2020 18:45:41.220409
16.824,0.762363,7.797,14.8058,10/22/2020 18:45:42.416207
16.811,0.761960,7.807,14.8228,10/22/2020 18:45:43.597052
16.815,0.762180,7.805,14.8135,10/22/2020 18:45:44.779888
16.818,0.762555,7.806,14.7978,10/22/2020 18:45:46.074426
16.819,0.762576,7.806,14.7969,10/22/2020 18:45:47.154537
16.819,0.763871,7.820,14.7426,10/22/2020 18:45:48.338370
16.823,0.763664,7.813,14.7513,10/22/2020 18:45:49.522202
16.811,0.762581,7.814,14.7967,10/22/2020 18:45:50.706038
16.820,0.763421,7.814,14.7615,10/22/2020 18:45:51.894857
16.837,0.764460,7.807,14.7180,10/22/2020 18:45:53.096642
16.845,0.765199,7.808,14.6870,10/22/2020 18:45:54.276485
16.834,0.764950,7.817,14.6975,10/22/2020 18:45:55.465309
16.822,0.764922,7.829,14.6987,10/22/2020 18:45:56.646150
16.822,0.763120,7.808,14.7741,10/22/2020 18:45:57.810042
16.830,0.764401,7.815,14.7205,10/22/2020 18:45:59.033765
16.833,0.764079,7.807,14.7339,10/22/2020 18:46:00.204630
16.812,0.762732,7.815,14.7904,10/22/2020 18:46:01.384475
16.823,0.764502,7.823,14.7162,10/22/2020 18:46:02.575290
16.832,0.765464,7.825,14.6760,10/22/2020 18:46:03.761117
16.823,0.764431,7.823,14.7192,10/22/2020 18:46:04.954928
16.819,0.764319,7.827,14.7239,10/22/2020 18:46:06.145740
16.825,0.764552,7.822,14.7141,10/22/2020 18:46:07.336557
16.826,0.764543,7.821,14.7145,10/22/2020 18:46:08.510416
16.820,0.764743,7.830,14.7061,10/22/2020 18:46:09.699238
16.810,0.764361,7.837,14.7221,10/22/2020 18:46:10.897034
16.824,0.765401,7.833,14.6786,10/22/2020 18:46:12.086851
16.830,0.765480,7.828,14.6753,10/22/2020 18:46:13.265697
16.821,0.764127,7.822,14.7319,10/22/2020 18:46:14.443546
16.819,0.764770,7.832,14.7050,10/22/2020 18:46:15.627381
16.818,0.765312,7.839,14.6823,10/22/2020 18:46:16.825176
16.817,0.764974,7.836,14.6965,10/22/2020 18:46:18.002029
16.818,0.764671,7.832,14.7092,10/22/2020 18:46:19.194837
16.822,0.765458,7.836,14.6762,10/22/2020 18:46:20.515306
16.816,0.764085,7.827,14.7337,10/22/2020 18:46:21.677198
16.825,0.764456,7.821,14.7181,10/22/2020 18:46:22.764293
16.821,0.763914,7.819,14.7408,10/22/2020 18:46:23.939150
16.826,0.765719,7.835,14.6653,10/22/2020 18:46:25.137944
16.827,0.765811,7.835,14.6615,10/22/2020 18:46:26.317789
16.822,0.764541,7.825,14.7146,10/22/2020 18:46:27.495639
16.811,0.762946,7.819,14.7814,10/22/2020 18:46:28.673486
16.814,0.764039,7.828,14.7356,10/22/2020 18:46:29.870285
16.815,0.764024,7.827,14.7362,10/22/2020 18:46:31.057111
16.813,0.764159,7.831,14.7306,10/22/2020 18:46:32.245930
16.827,0.765054,7.825,14.6931,10/22/2020 18:46:33.429767
16.828,0.765321,7.828,14.6820,10/22/2020 18:46:34.625570
16.824,0.763889,7.816,14.7419,10/22/2020 18:46:35.842313
16.820,0.763300,7.813,14.7666,10/22/2020 18:46:37.006199
16.809,0.763470,7.827,14.7594,10/22/2020 18:46:38.187041
16.805,0.763992,7.838,14.7376,10/22/2020 18:46:39.365888
16.815,0.764283,7.830,14.7254,10/22/2020 18:46:40.672393
16.818,0.764553,7.830,14.7141,10/22/2020 18:46:41.749513
16.802,0.762139,7.819,14.8153,10/22/2020 18:46:43.054025
16.820,0.763803,7.819,14.7455,10/22/2020 18:46:44.114188
16.815,0.765053,7.839,14.6931,10/22/2020 18:46:45.296027
16.830,0.765055,7.823,14.6931,10/22/2020 18:46:46.474876
16.811,0.763717,7.828,14.7491,10/22/2020 18:46:47.805315
16.813,0.764614,7.836,14.7115,10/22/2020 18:46:48.880439
16.812,0.764284,7.833,14.7254,10/22/2020 18:46:50.052307
16.815,0.764600,7.834,14.7121,10/22/2020 18:46:51.241127
16.819,0.765914,7.845,14.6572,10/22/2020 18:46:52.416983
16.819,0.764819,7.832,14.7029,10/22/2020 18:46:53.613781
16.808,0.764385,7.839,14.7211,10/22/2020 18:46:54.830526
16.813,0.764916,7.840,14.6989,10/22/2020 18:46:55.979452
16.814,0.764179,7.829,14.7297,10/22/2020 18:46:57.288950
16.826,0.763619,7.810,14.7532,10/22/2020 18:46:58.347119
16.817,0.763248,7.816,14.7687,10/22/2020 18:46:59.541926
16.812,0.763487,7.824,14.7587,10/22/2020 18:47:00.846435
16.825,0.765207,7.830,14.6867,10/22/2020 18:47:02.301543
16.824,0.763165,7.806,14.7722,10/22/2020 18:47:03.229063
16.817,0.764368,7.829,14.7218,10/22/2020 18:47:04.287235
16.807,0.763200,7.826,14.7707,10/22/2020 18:47:05.479045
16.810,0.764527,7.838,14.7152,10/22/2020 18:47:06.667864
16.814,0.763440,7.821,14.7607,10/22/2020 18:47:07.856687
16.814,0.764260,7.831,14.7263,10/22/2020 18:47:09.035533
16.807,0.763180,7.825,14.7716,10/22/2020 18:47:10.229340
16.818,0.763005,7.811,14.7789,10/22/2020 18:47:11.418159
16.806,0.762496,7.818,14.8003,10/22/2020 18:47:12.593017
16.817,0.762410,7.806,14.8039,10/22/2020 18:47:13.788820
16.819,0.762673,7.806,14.7928,10/22/2020 18:47:14.976641
16.810,0.762935,7.819,14.7819,10/22/2020 18:47:16.146512
16.819,0.763419,7.815,14.7616,10/22/2020 18:47:17.335334
16.809,0.763658,7.829,14.7516,10/22/2020 18:47:18.550084
16.814,0.763269,7.819,14.7679,10/22/2020 18:47:19.837642
16.810,0.762267,7.811,14.8099,10/22/2020 18:47:20.893816
16.817,0.763387,7.817,14.7629,10/22/2020 18:47:22.088618
16.820,0.764007,7.821,14.7369,10/22/2020 18:47:23.263476
16.820,0.763920,7.821,14.7406,10/22/2020 18:47:24.468257
16.820,0.764011,7.822,14.7368,10/22/2020 18:47:25.638127
16.820,0.763353,7.814,14.7643,10/22/2020 18:47:26.828940
16.814,0.763621,7.823,14.7531,10/22/2020 18:47:28.013772
16.818,0.764215,7.826,14.7282,10/22/2020 18:47:29.198602
16.822,0.764337,7.823,14.7232,10/22/2020 18:47:30.392414
16.819,0.763161,7.812,14.7724,10/22/2020 18:47:31.586217
16.821,0.764279,7.824,14.7256,10/22/2020 18:47:32.766063
16.818,0.764095,7.824,14.7333,10/22/2020 18:47:33.951893
16.821,0.763597,7.815,14.7541,10/22/2020 18:47:35.143701
16.821,0.762762,7.805,14.7892,10/22/2020 18:47:36.464169
16.823,0.763099,7.807,14.7750,10/22/2020 18:47:37.513366
16.807,0.762133,7.814,14.8155,10/22/2020 18:47:38.700192
16.818,0.762649,7.807,14.7938,10/22/2020 18:47:39.878040
16.817,0.761852,7.799,14.8273,10/22/2020 18:47:41.070850
16.821,0.762293,7.799,14.8088,10/22/2020 18:47:42.261663
16.819,0.762446,7.803,14.8024,10/22/2020 18:47:43.447492
16.823,0.762651,7.801,14.7938,10/22/2020 18:47:44.628336
16.821,0.762650,7.804,14.7938,10/22/2020 18:47:45.831116
16.823,0.763051,7.807,14.7770,10/22/2020 18:47:46.999990
16.824,0.763602,7.812,14.7539,10/22/2020 18:47:48.185820
16.819,0.762959,7.810,14.7808,10/22/2020 18:47:49.373641
16.817,0.761930,7.800,14.8240,10/22/2020 18:47:50.687131
16.819,0.762236,7.801,14.8112,10/22/2020 18:47:51.876948
16.832,0.763567,7.803,14.7553,10/22/2020 18:47:52.929131
16.824,0.762633,7.800,14.7945,10/22/2020 18:47:54.128922
16.827,0.764042,7.813,14.7355,10/22/2020 18:47:55.323725
16.838,0.764463,7.806,14.7179,10/22/2020 18:47:56.505569
16.827,0.763095,7.803,14.7751,10/22/2020 18:47:57.687405
16.832,0.763475,7.802,14.7592,10/22/2020 18:47:58.863262
16.826,0.763266,7.806,14.7680,10/22/2020 18:48:00.066043
16.832,0.763692,7.804,14.7502,10/22/2020 18:48:01.247882
16.825,0.762844,7.802,14.7857,10/22/2020 18:48:02.427726
16.824,0.762468,7.798,14.8015,10/22/2020 18:48:03.613557
16.826,0.763270,7.806,14.7678,10/22/2020 18:48:04.809355
16.830,0.762481,7.792,14.8009,10/22/2020 18:48:05.982219
16.820,0.762946,7.809,14.7814,10/22/2020 18:48:07.183007
16.822,0.763111,7.808,14.7745,10/22/2020 18:48:08.395767
16.830,0.762574,7.794,14.7970,10/22/2020 18:48:09.540701
16.836,0.762449,7.785,14.8022,10/22/2020 18:48:10.725532
16.831,0.763158,7.799,14.7725,10/22/2020 18:48:11.915349
16.834,0.762838,7.791,14.7860,10/22/2020 18:48:13.106165
16.834,0.762177,7.784,14.8137,10/22/2020 18:48:14.297980
16.831,0.762885,7.796,14.7839,10/22/2020 18:48:15.487796
16.846,0.764599,7.799,14.7122,10/22/2020 18:48:16.669637
16.834,0.762597,7.789,14.7961,10/22/2020 18:48:17.860448
16.834,0.762902,7.792,14.7832,10/22/2020 18:48:19.048275
16.842,0.762977,7.785,14.7801,10/22/2020 18:48:20.232109
16.839,0.763197,7.790,14.7709,10/22/2020 18:48:21.414942
16.843,0.764111,7.797,14.7326,10/22/2020 18:48:22.599773
16.841,0.763582,7.793,14.7548,10/22/2020 18:48:23.784604
16.842,0.762875,7.784,14.7844,10/22/2020 18:48:24.992376
16.851,0.763319,7.779,14.7657,10/22/2020 18:48:26.174215
16.852,0.763774,7.783,14.7467,10/22/2020 18:48:27.347077
16.848,0.763436,7.783,14.7609,10/22/2020 18:48:28.532906
16.848,0.763484,7.784,14.7588,10/22/2020 18:48:29.843399
16.843,0.762899,7.783,14.7834,10/22/2020 18:48:30.917527
16.860,0.765234,7.791,14.6856,10/22/2020 18:48:32.093382
16.862,0.763781,7.773,14.7464,10/22/2020 18:48:33.277215
16.847,0.763023,7.779,14.7782,10/22/2020 18:48:34.462047
16.852,0.763186,7.777,14.7714,10/22/2020 18:48:35.650869
16.845,0.763154,7.784,14.7727,10/22/2020 18:48:36.854647
16.854,0.763819,7.782,14.7448,10/22/2020 18:48:38.031499
16.851,0.762718,7.771,14.7910,10/22/2020 18:48:39.225306
16.851,0.762698,7.771,14.7918,10/22/2020 18:48:40.397172
16.849,0.762514,7.771,14.7995,10/22/2020 18:48:41.583000
16.850,0.762594,7.771,14.7962,10/22/2020 18:48:42.781793
16.853,0.763214,7.775,14.7701,10/22/2020 18:48:43.967625
16.860,0.763491,7.770,14.7585,10/22/2020 18:48:45.154447
16.858,0.764484,7.785,14.7169,10/22/2020 18:48:46.335289
16.855,0.762844,7.768,14.7857,10/22/2020 18:48:47.510150
16.865,0.763614,7.767,14.7534,10/22/2020 18:48:48.707946
16.863,0.763620,7.769,14.7531,10/22/2020 18:48:49.900755
16.874,0.764676,7.770,14.7090,10/22/2020 18:48:51.086581
16.865,0.763087,7.760,14.7755,10/22/2020 18:48:52.268420
16.861,0.763488,7.770,14.7587,10/22/2020 18:48:53.448265
16.857,0.763055,7.769,14.7768,10/22/2020 18:48:54.630104
16.862,0.763380,7.767,14.7632,10/22/2020 18:48:55.831889
16.864,0.763807,7.771,14.7454,10/22/2020 18:48:57.132410
16.863,0.762626,7.757,14.7949,10/22/2020 18:48:58.211523
16.864,0.763240,7.763,14.7691,10/22/2020 18:48:59.659651
16.857,0.762509,7.763,14.7997,10/22/2020 18:49:00.566227
16.859,0.764133,7.780,14.7317,10/22/2020 18:49:02.281640
16.865,0.764500,7.778,14.7163,10/22/2020 18:49:02.942872
16.875,0.766199,7.786,14.6453,10/22/2020 18:49:04.247381
16.867,0.764805,7.779,14.7035,10/22/2020 18:49:05.316523
16.873,0.765018,7.775,14.6946,10/22/2020 18:49:06.499361
16.875,0.764622,7.768,14.7112,10/22/2020 18:49:07.708128
16.862,0.763210,7.765,14.7703,10/22/2020 18:49:08.892958
16.876,0.764115,7.761,14.7324,10/22/2020 18:49:10.075793
16.872,0.763357,7.756,14.7642,10/22/2020 18:49:11.249654
16.867,0.765390,7.786,14.6790,10/22/2020 18:49:12.428502
16.872,0.765637,7.783,14.6687,10/22/2020 18:49:13.634274
16.867,0.763240,7.760,14.7690,10/22/2020 18:49:14.816112
16.874,0.763196,7.752,14.7709,10/22/2020 18:49:16.002938
16.879,0.764888,7.767,14.7000,10/22/2020 18:49:17.183782
16.869,0.763869,7.765,14.7427,10/22/2020 18:49:18.367615
16.868,0.763612,7.764,14.7535,10/22/2020 18:49:19.567405
16.874,0.763970,7.761,14.7385,10/22/2020 18:49:20.742263
16.879,0.765187,7.770,14.6876,10/22/2020 18:49:21.934076
16.877,0.763649,7.754,14.7519,10/22/2020 18:49:23.118907
16.875,0.763756,7.758,14.7475,10/22/2020 18:49:24.297753
16.876,0.763607,7.755,14.7537,10/22/2020 18:49:25.625202
16.879,0.763767,7.754,14.7470,10/22/2020 18:49:26.685367
16.876,0.763428,7.753,14.7612,10/22/2020 18:49:27.870201
16.871,0.763166,7.755,14.7722,10/22/2020 18:49:29.065999
16.876,0.764410,7.764,14.7201,10/22/2020 18:49:30.234876
16.868,0.763033,7.756,14.7778,10/22/2020 18:49:31.419705
16.869,0.763542,7.762,14.7564,10/22/2020 18:49:32.617500
16.871,0.763208,7.756,14.7704,10/22/2020 18:49:33.807318
16.875,0.764079,7.762,14.7339,10/22/2020 18:49:34.988162
16.875,0.763931,7.760,14.7401,10/22/2020 18:49:36.169998
16.881,0.764045,7.754,14.7354,10/22/2020 18:49:37.351839
16.889,0.765213,7.759,14.6865,10/22/2020 18:49:38.549634
16.878,0.764282,7.761,14.7254,10/22/2020 18:49:39.733469
16.875,0.763286,7.752,14.7672,10/22/2020 18:49:40.929270
16.875,0.763235,7.752,14.7693,10/22/2020 18:49:42.220817
16.875,0.763217,7.752,14.7701,10/22/2020 18:49:43.284970
16.873,0.763527,7.757,14.7570,10/22/2020 18:49:44.489748
16.875,0.763096,7.750,14.7751,10/22/2020 18:49:45.668596
16.880,0.763306,7.747,14.7663,10/22/2020 18:49:46.853424
16.877,0.763833,7.756,14.7442,10/22/2020 18:49:48.043243
16.865,0.762974,7.760,14.7802,10/22/2020 18:49:49.257998
16.873,0.762952,7.751,14.7812,10/22/2020 18:49:50.419889
16.868,0.762650,7.753,14.7938,10/22/2020 18:49:51.603722
16.871,0.762258,7.744,14.8103,10/22/2020 18:49:52.787556
16.874,0.762442,7.743,14.8025,10/22/2020 18:49:53.980364
16.873,0.762478,7.745,14.8010,10/22/2020 18:49:55.299834
16.865,0.762432,7.753,14.8030,10/22/2020 18:49:56.348031
16.871,0.762360,7.745,14.8060,10/22/2020 18:49:57.538848
16.878,0.764088,7.759,14.7336,10/22/2020 18:49:58.718692
16.880,0.764254,7.758,14.7266,10/22/2020 18:49:59.899532
16.888,0.764319,7.750,14.7239,10/22/2020 18:50:01.096331
16.886,0.764416,7.753,14.7198,10/22/2020 18:50:02.297119
16.896,0.764542,7.744,14.7145,10/22/2020 18:50:03.472976
16.890,0.763673,7.741,14.7509,10/22/2020 18:50:04.672765
16.886,0.764729,7.757,14.7067,10/22/2020 18:50:05.846627
16.875,0.762264,7.740,14.8100,10/22/2020 18:50:07.071350
16.889,0.765529,7.763,14.6732,10/22/2020 18:50:08.218281
16.890,0.764937,7.756,14.6980,10/22/2020 18:50:09.413087
16.889,0.764493,7.751,14.7166,10/22/2020 18:50:10.596919
16.899,0.763771,7.731,14.7468,10/22/2020 18:50:11.774771
16.883,0.763686,7.749,14.7504,10/22/2020 18:50:12.968579
16.894,0.764806,7.750,14.7035,10/22/2020 18:50:14.143435
16.894,0.765204,7.754,14.6868,10/22/2020 18:50:15.342228
16.896,0.764426,7.742,14.7194,10/22/2020 18:50:16.521074
16.922,0.768237,7.759,14.5602,10/22/2020 18:50:17.705907
16.894,0.765098,7.753,14.6913,10/22/2020 18:50:18.891733
16.910,0.769229,7.784,14.5189,10/22/2020 18:50:20.073572
16.895,0.765772,7.759,14.6631,10/22/2020 18:50:21.397036
16.897,0.765801,7.758,14.6619,10/22/2020 18:50:22.458194
16.901,0.767088,7.769,14.6082,10/22/2020 18:50:23.774676
16.899,0.765994,7.758,14.6538,10/22/2020 18:50:24.834840
16.897,0.765984,7.760,14.6542,10/22/2020 18:50:26.009695
16.899,0.766938,7.768,14.6144,10/22/2020 18:50:27.208490
16.913,0.767335,7.758,14.5978,10/22/2020 18:50:28.512004
16.900,0.765742,7.753,14.6643,10/22/2020 18:50:29.597101
16.901,0.765556,7.750,14.6721,10/22/2020 18:50:30.761996
16.896,0.765549,7.756,14.6725,10/22/2020 18:50:31.940835
16.899,0.765981,7.757,14.6544,10/22/2020 18:50:33.136633
16.899,0.764789,7.744,14.7042,10/22/2020 18:50:34.319472
16.896,0.765546,7.756,14.6725,10/22/2020 18:50:35.504300
16.893,0.765126,7.755,14.6901,10/22/2020 18:50:36.689135
16.902,0.765490,7.748,14.6749,10/22/2020 18:50:37.890919
16.897,0.764604,7.744,14.7120,10/22/2020 18:50:39.081733
16.903,0.765208,7.744,14.6867,10/22/2020 18:50:40.254595
16.902,0.764593,7.738,14.7124,10/22/2020 18:50:41.453388
16.893,0.763738,7.737,14.7482,10/22/2020 18:50:42.636225
16.908,0.764093,7.726,14.7334,10/22/2020 18:50:43.804104
16.898,0.764322,7.739,14.7238,10/22/2020 18:50:45.015860
16.905,0.764377,7.732,14.7214,10/22/2020 18:50:46.187728
16.901,0.763878,7.731,14.7423,10/22/2020 18:50:47.375550
16.916,0.765065,7.728,14.6927,10/22/2020 18:50:48.557388
16.912,0.766791,7.753,14.6205,10/22/2020 18:50:49.738231
16.912,0.766100,7.745,14.6494,10/22/2020 18:50:50.941013
16.911,0.765172,7.735,14.6882,10/22/2020 18:50:52.132832
16.906,0.763935,7.725,14.7400,10/22/2020 18:50:53.318653
16.908,0.763950,7.724,14.7393,10/22/2020 18:50:54.492516
16.906,0.763640,7.723,14.7523,10/22/2020 18:50:55.668372
16.910,0.764460,7.728,14.7180,10/22/2020 18:50:56.855197
16.908,0.764594,7.731,14.7124,10/22/2020 18:50:58.059973
16.909,0.764093,7.724,14.7333,10/22/2020 18:50:59.256770
16.907,0.763804,7.723,14.7454,10/22/2020 18:51:00.426642
16.911,0.764545,7.727,14.7144,10/22/2020 18:51:02.014398
16.910,0.764526,7.728,14.7152,10/22/2020 18:51:02.788325
16.914,0.764151,7.720,14.7309,10/22/2020 18:51:03.992109
16.904,0.764494,7.735,14.7166,10/22/2020 18:51:05.173947
16.912,0.764575,7.727,14.7132,10/22/2020 18:51:06.519347
16.915,0.764576,7.723,14.7131,10/22/2020 18:51:07.675257
16.911,0.763699,7.718,14.7498,10/22/2020 18:51:08.733426
