raw_phase_delay,raw_thermistor_voltage,oxygen_ml_l,temperature,datetime
16.815,0.737708,7.517,15.8556,10/22/2020 17:48:16.782432
16.809,0.737427,7.520,15.8677,10/22/2020 17:48:18.027102
16.812,0.737296,7.515,15.8734,10/22/2020 17:48:19.177026
16.810,0.737426,7.519,15.8678,10/22/2020 17:48:20.339917
16.812,0.737655,7.520,15.8579,10/22/2020 17:48:21.630469
16.818,0.736937,7.505,15.8889,10/22/2020 17:48:22.730526
16.804,0.735581,7.504,15.9476,10/22/2020 17:48:23.903395
16.815,0.736818,7.507,15.8941,10/22/2020 17:48:25.187955
16.810,0.736543,7.509,15.9060,10/22/2020 17:48:26.310950
16.813,0.736839,7.509,15.8932,10/22/2020 17:48:27.483815
16.804,0.736851,7.518,15.8926,10/22/2020 17:48:28.686600
16.808,0.737027,7.517,15.8850,10/22/2020 17:48:29.862455
16.815,0.737617,7.516,15.8595,10/22/2020 17:48:31.017364
16.818,0.737292,7.509,15.8736,10/22/2020 17:48:32.163300
16.812,0.736839,7.511,15.8931,10/22/2020 17:48:33.412961
16.826,0.737439,7.502,15.8672,10/22/2020 17:48:34.574853
16.805,0.735920,7.507,15.9329,10/22/2020 17:48:35.873381
16.815,0.737788,7.518,15.8521,10/22/2020 17:48:37.056219
16.813,0.738850,7.532,15.8063,10/22/2020 17:48:38.133337
16.814,0.738653,7.529,15.8147,10/22/2020 17:48:39.427875
16.826,0.738178,7.511,15.8353,10/22/2020 17:48:40.527936
16.814,0.737911,7.521,15.8468,10/22/2020 17:48:41.840426
16.829,0.736853,7.492,15.8925,10/22/2020 17:48:42.887626
16.812,0.735452,7.494,15.9532,10/22/2020 17:48:44.085423
16.817,0.736281,7.499,15.9173,10/22/2020 17:48:45.281225
16.825,0.736534,7.492,15.9063,10/22/2020 17:48:46.440128
16.810,0.733307,7.471,16.0462,10/22/2020 17:48:47.665848
16.814,0.733646,7.471,16.0315,10/22/2020 17:48:48.813778
16.836,0.736772,7.484,15.8961,10/22/2020 17:48:50.003597
16.826,0.737085,7.498,15.8825,10/22/2020 17:48:51.301129
16.827,0.737611,7.503,15.8598,10/22/2020 17:48:52.380243
16.814,0.739260,7.536,15.7886,10/22/2020 17:48:53.548120
16.816,0.739884,7.541,15.7617,10/22/2020 17:48:54.783815
16.821,0.740136,7.539,15.7508,10/22/2020 17:48:56.021505
16.816,0.739867,7.541,15.7624,10/22/2020 17:48:57.226285
16.817,0.739582,7.536,15.7747,10/22/2020 17:48:58.431061
16.824,0.738736,7.519,15.8112,10/22/2020 17:48:59.603926
16.838,0.738704,7.504,15.8126,10/22/2020 17:49:00.779781
16.814,0.736666,7.506,15.9006,10/22/2020 17:49:01.971595
16.819,0.739476,7.534,15.7792,10/22/2020 17:49:03.053700
16.824,0.741055,7.546,15.7112,10/22/2020 17:49:04.273441
16.817,0.739421,7.534,15.7816,10/22/2020 17:49:05.575959
16.823,0.739019,7.524,15.7990,10/22/2020 17:49:06.734858
16.821,0.739067,7.526,15.7970,10/22/2020 17:49:07.828934
16.831,0.738436,7.508,15.8241,10/22/2020 17:49:08.982848
16.815,0.734711,7.482,15.9854,10/22/2020 17:49:10.192614
16.821,0.738993,7.525,15.8001,10/22/2020 17:49:11.469209
16.823,0.739156,7.525,15.7931,10/22/2020 17:49:12.584217
16.821,0.738527,7.520,15.8202,10/22/2020 17:49:13.736137
16.820,0.738485,7.521,15.8220,10/22/2020 17:49:14.903015
16.815,0.738294,7.524,15.8303,10/22/2020 17:49:16.126744
16.821,0.739057,7.526,15.7973,10/22/2020 17:49:17.302599
16.821,0.739133,7.528,15.7941,10/22/2020 17:49:18.584177
16.819,0.737744,7.513,15.8540,10/22/2020 17:49:19.680242
16.818,0.737580,7.513,15.8611,10/22/2020 17:49:20.854104
16.817,0.737862,7.517,15.8489,10/22/2020 17:49:22.161607
16.818,0.737692,7.514,15.8563,10/22/2020 17:49:23.225762
16.819,0.737734,7.513,15.8545,10/22/2020 17:49:24.415579
16.818,0.737764,7.515,15.8532,10/22/2020 17:49:25.606397
16.821,0.738489,7.520,15.8219,10/22/2020 17:49:26.914896
16.817,0.738303,7.522,15.8299,10/22/2020 17:49:27.997001
16.819,0.738749,7.525,15.8106,10/22/2020 17:49:29.245664
16.814,0.737887,7.520,15.8479,10/22/2020 17:49:30.344725
16.817,0.738390,7.523,15.8261,10/22/2020 17:49:31.526564
16.819,0.738856,7.526,15.8060,10/22/2020 17:49:32.848032
16.816,0.738444,7.525,15.8238,10/22/2020 17:49:33.963050
16.823,0.738948,7.523,15.8021,10/22/2020 17:49:35.183784
16.818,0.738564,7.524,15.8186,10/22/2020 17:49:36.281848
16.816,0.738527,7.526,15.8202,10/22/2020 17:49:37.466682
16.817,0.738267,7.522,15.8315,10/22/2020 17:49:38.635558
16.817,0.737891,7.517,15.8477,10/22/2020 17:49:39.965998
16.818,0.737913,7.516,15.8467,10/22/2020 17:49:41.470973
16.815,0.737408,7.513,15.8686,10/22/2020 17:49:42.340649
16.821,0.737703,7.510,15.8558,10/22/2020 17:49:43.385853
16.817,0.737997,7.519,15.8431,10/22/2020 17:49:44.672412
16.817,0.737562,7.513,15.8619,10/22/2020 17:49:45.779452
16.813,0.737368,7.515,15.8703,10/22/2020 17:49:47.057037
16.811,0.737470,7.519,15.8658,10/22/2020 17:49:48.165090
16.823,0.738325,7.516,15.8289,10/22/2020 17:49:49.311009
16.818,0.737463,7.511,15.8661,10/22/2020 17:49:50.525760
16.813,0.737443,7.516,15.8671,10/22/2020 17:49:51.718570
16.816,0.737475,7.513,15.8657,10/22/2020 17:49:52.896423
16.815,0.737593,7.516,15.8606,10/22/2020 17:49:54.089233
16.819,0.738272,7.519,15.8312,10/22/2020 17:49:55.262097
16.816,0.737688,7.516,15.8564,10/22/2020 17:49:56.472861
16.812,0.738013,7.524,15.8424,10/22/2020 17:49:57.680629
16.817,0.737354,7.510,15.8709,10/22/2020 17:49:58.842522
16.815,0.738066,7.521,15.8401,10/22/2020 17:50:00.004417
16.814,0.738068,7.522,15.8400,10/22/2020 17:50:01.288981
16.813,0.737958,7.523,15.8448,10/22/2020 17:50:02.482791
16.816,0.738071,7.521,15.8399,10/22/2020 17:50:03.602793
16.807,0.736700,7.514,15.8992,10/22/2020 17:50:04.791617
16.816,0.737866,7.518,15.8487,10/22/2020 17:50:05.965478
16.820,0.738165,7.517,15.8358,10/22/2020 17:50:07.137344
16.807,0.737498,7.523,15.8647,10/22/2020 17:50:08.308211
16.816,0.738256,7.522,15.8319,10/22/2020 17:50:09.508003
16.813,0.737545,7.517,15.8626,10/22/2020 17:50:10.698818
16.807,0.737475,7.523,15.8657,10/22/2020 17:50:11.974408
16.817,0.738074,7.519,15.8398,10/22/2020 17:50:13.049534
16.824,0.737682,7.508,15.8568,10/22/2020 17:50:14.261292
16.812,0.736595,7.507,15.9037,10/22/2020 17:50:15.438148
16.823,0.737287,7.503,15.8738,10/22/2020 17:50:16.629960
16.812,0.736928,7.511,15.8893,10/22/2020 17:50:17.814790
16.815,0.737604,7.516,15.8601,10/22/2020 17:50:18.998628
16.822,0.737146,7.503,15.8799,10/22/2020 17:50:20.269227
16.814,0.736371,7.503,15.9134,10/22/2020 17:50:21.462038
16.817,0.736601,7.502,15.9034,10/22/2020 17:50:22.649863
16.813,0.736391,7.503,15.9125,10/22/2020 17:50:23.844667
16.809,0.736382,7.508,15.9129,10/22/2020 17:50:25.031493
16.805,0.736248,7.511,15.9187,10/22/2020 17:50:26.112602
16.811,0.736871,7.512,15.8918,10/22/2020 17:50:27.382211
16.813,0.736728,7.507,15.8980,10/22/2020 17:50:28.521162
16.817,0.736598,7.502,15.9036,10/22/2020 17:50:29.702007
16.812,0.736550,7.507,15.9057,10/22/2020 17:50:30.973605
16.812,0.736794,7.510,15.8951,10/22/2020 17:50:32.082638
16.808,0.736541,7.511,15.9060,10/22/2020 17:50:33.211619
16.816,0.737062,7.509,15.8835,10/22/2020 17:50:34.427367
16.816,0.737153,7.509,15.8796,10/22/2020 17:50:35.706946
16.811,0.736420,7.506,15.9113,10/22/2020 17:50:36.815981
16.809,0.736932,7.514,15.8892,10/22/2020 17:50:37.994829
16.815,0.737392,7.514,15.8692,10/22/2020 17:50:39.168691
16.809,0.736921,7.514,15.8896,10/22/2020 17:50:40.397404
16.811,0.737051,7.513,15.8840,10/22/2020 17:50:41.550322
16.816,0.737736,7.516,15.8544,10/22/2020 17:50:42.745126
16.811,0.737562,7.520,15.8619,10/22/2020 17:50:43.916993
16.809,0.737435,7.520,15.8674,10/22/2020 17:50:45.112796
16.814,0.737536,7.516,15.8630,10/22/2020 17:50:46.301619
16.810,0.737308,7.518,15.8729,10/22/2020 17:50:47.488444
16.811,0.737261,7.517,15.8749,10/22/2020 17:50:48.770017
16.805,0.736797,7.517,15.8950,10/22/2020 17:50:49.848135
16.811,0.737132,7.515,15.8805,10/22/2020 17:50:51.020996
16.816,0.737286,7.511,15.8738,10/22/2020 17:50:52.230763
16.811,0.736900,7.512,15.8905,10/22/2020 17:50:53.415595
16.810,0.736866,7.513,15.8920,10/22/2020 17:50:54.642315
16.808,0.736650,7.512,15.9013,10/22/2020 17:50:55.795232
16.809,0.736915,7.514,15.8899,10/22/2020 17:50:56.972087
16.803,0.736628,7.517,15.9023,10/22/2020 17:50:58.185841
16.808,0.736850,7.514,15.8927,10/22/2020 17:50:59.472399
16.807,0.736667,7.513,15.9006,10/22/2020 17:51:00.530569
16.807,0.736577,7.512,15.9045,10/22/2020 17:51:01.737342
16.808,0.736535,7.511,15.9063,10/22/2020 17:51:03.019912
16.805,0.736209,7.510,15.9204,10/22/2020 17:51:04.106010
16.808,0.736373,7.509,15.9133,10/22/2020 17:51:05.283859
16.815,0.736719,7.506,15.8983,10/22/2020 17:51:06.481655
16.813,0.736010,7.500,15.9290,10/22/2020 17:51:07.651529
16.810,0.736181,7.505,15.9216,10/22/2020 17:51:08.855309
16.816,0.736248,7.499,15.9187,10/22/2020 17:51:10.029170
16.808,0.736211,7.507,15.9204,10/22/2020 17:51:11.223984
16.806,0.736061,7.508,15.9268,10/22/2020 17:51:12.395843
16.808,0.736012,7.504,15.9290,10/22/2020 17:51:13.606605
16.804,0.735961,7.509,15.9312,10/22/2020 17:51:14.785452
16.806,0.736029,7.507,15.9282,10/22/2020 17:51:15.948342
16.812,0.736308,7.504,15.9161,10/22/2020 17:51:17.234901
16.809,0.735843,7.502,15.9363,10/22/2020 17:51:18.410756
16.813,0.736088,7.501,15.9256,10/22/2020 17:51:19.512811
16.805,0.735980,7.507,15.9303,10/22/2020 17:51:20.807348
16.809,0.735604,7.499,15.9466,10/22/2020 17:51:21.988191
16.813,0.736463,7.505,15.9094,10/22/2020 17:51:23.082266
16.816,0.736433,7.501,15.9107,10/22/2020 17:51:24.293030
16.813,0.736386,7.504,15.9127,10/22/2020 17:51:25.476864
16.806,0.736159,7.508,15.9226,10/22/2020 17:51:26.680645
16.807,0.736404,7.510,15.9120,10/22/2020 17:51:27.831566
16.813,0.736571,7.506,15.9048,10/22/2020 17:51:29.125106
16.815,0.736326,7.501,15.9153,10/22/2020 17:51:30.217188
16.814,0.736207,7.500,15.9205,10/22/2020 17:51:31.386071
16.810,0.735554,7.498,15.9487,10/22/2020 17:51:32.579868
16.804,0.735500,7.503,15.9511,10/22/2020 17:51:33.775671
16.808,0.736091,7.505,15.9255,10/22/2020 17:51:35.024334
16.819,0.736709,7.501,15.8988,10/22/2020 17:51:36.141345
16.825,0.736460,7.492,15.9096,10/22/2020 17:51:37.321190
16.814,0.734668,7.483,15.9872,10/22/2020 17:51:38.493058
16.823,0.736178,7.490,15.9218,10/22/2020 17:51:39.711799
16.822,0.735893,7.489,15.9341,10/22/2020 17:51:41.300551
16.818,0.736091,7.495,15.9255,10/22/2020 17:51:42.171222
16.815,0.736041,7.498,15.9277,10/22/2020 17:51:43.316161
16.808,0.735987,7.504,15.9300,10/22/2020 17:51:44.520937
16.817,0.736790,7.504,15.8953,10/22/2020 17:51:45.616010
16.824,0.737082,7.500,15.8826,10/22/2020 17:51:46.809818
16.816,0.736678,7.504,15.9001,10/22/2020 17:51:48.033546
16.819,0.736678,7.501,15.9001,10/22/2020 17:51:49.263259
16.815,0.736436,7.502,15.9106,10/22/2020 17:51:50.471028
16.815,0.736626,7.505,15.9024,10/22/2020 17:51:51.548151
16.822,0.736337,7.494,15.9149,10/22/2020 17:51:52.774869
16.816,0.736062,7.497,15.9268,10/22/2020 17:51:53.936762
16.816,0.735813,7.494,15.9376,10/22/2020 17:51:55.123588
16.815,0.735883,7.495,15.9345,10/22/2020 17:51:56.311413
16.815,0.736613,7.504,15.9030,10/22/2020 17:51:57.520179
16.816,0.736232,7.499,15.9194,10/22/2020 17:51:58.685062
16.812,0.736238,7.503,15.9192,10/22/2020 17:51:59.874884
16.818,0.736438,7.499,15.9105,10/22/2020 17:52:01.072681
16.823,0.736737,7.497,15.8976,10/22/2020 17:52:02.233575
16.830,0.736889,7.492,15.8910,10/22/2020 17:52:03.516146
16.821,0.735258,7.482,15.9616,10/22/2020 17:52:04.638147
16.828,0.736166,7.485,15.9223,10/22/2020 17:52:05.805027
16.817,0.735637,7.491,15.9452,10/22/2020 17:52:07.007809
16.809,0.735790,7.501,15.9386,10/22/2020 17:52:08.175687
16.827,0.736679,7.492,15.9001,10/22/2020 17:52:09.347554
16.821,0.736455,7.496,15.9098,10/22/2020 17:52:10.551335
16.814,0.733760,7.472,16.0266,10/22/2020 17:52:11.818946
16.814,0.732537,7.458,16.0797,10/22/2020 17:52:12.929974
16.813,0.732164,7.454,16.0960,10/22/2020 17:52:14.101839
16.839,0.734667,7.457,15.9872,10/22/2020 17:52:15.300634
16.826,0.731320,7.432,16.1327,10/22/2020 17:52:16.480479
16.817,0.731045,7.438,16.1447,10/22/2020 17:52:17.677279
16.814,0.732595,7.458,16.0772,10/22/2020 17:52:18.848149
16.828,0.735484,7.478,15.9518,10/22/2020 17:52:20.043950
16.830,0.737380,7.497,15.8698,10/22/2020 17:52:21.228783
16.829,0.737721,7.502,15.8550,10/22/2020 17:52:22.404639
16.841,0.739112,7.506,15.7950,10/22/2020 17:52:23.608418
16.825,0.736771,7.495,15.8961,10/22/2020 17:52:24.893981
16.821,0.734489,7.474,15.9950,10/22/2020 17:52:25.952152
16.828,0.736736,7.492,15.8976,10/22/2020 17:52:27.180870
16.836,0.736700,7.483,15.8992,10/22/2020 17:52:28.343758
16.832,0.737086,7.492,15.8825,10/22/2020 17:52:29.645276
16.836,0.737589,7.494,15.8607,10/22/2020 17:52:30.727384
16.824,0.736175,7.490,15.9219,10/22/2020 17:52:31.883293
16.823,0.735443,7.482,15.9536,10/22/2020 17:52:33.092060
16.831,0.737155,7.493,15.8795,10/22/2020 17:52:34.266920
16.841,0.737103,7.482,15.8817,10/22/2020 17:52:35.570433
16.831,0.736491,7.486,15.9082,10/22/2020 17:52:36.748284
16.826,0.735887,7.484,15.9344,10/22/2020 17:52:37.841362
16.827,0.736472,7.490,15.9091,10/22/2020 17:52:39.019213
16.823,0.735907,7.488,15.9335,10/22/2020 17:52:40.221994
16.828,0.736607,7.491,15.9032,10/22/2020 17:52:41.534485
16.836,0.737483,7.492,15.8653,10/22/2020 17:52:42.619584
16.835,0.737106,7.489,15.8816,10/22/2020 17:52:43.776490
16.831,0.736663,7.488,15.9007,10/22/2020 17:52:45.051082
16.825,0.736319,7.490,15.9156,10/22/2020 17:52:46.149146
16.835,0.736278,7.479,15.9174,10/22/2020 17:52:47.350932
16.836,0.736155,7.477,15.9228,10/22/2020 17:52:48.624527
16.825,0.734712,7.471,15.9853,10/22/2020 17:52:49.800383
16.824,0.735637,7.483,15.9452,10/22/2020 17:52:50.974243
16.831,0.736633,7.488,15.9021,10/22/2020 17:52:52.080285
16.821,0.735390,7.484,15.9559,10/22/2020 17:52:53.251154
16.834,0.737747,7.497,15.8539,10/22/2020 17:52:54.497821
16.823,0.736683,7.497,15.8999,10/22/2020 17:52:55.718558
16.832,0.737318,7.495,15.8725,10/22/2020 17:52:56.847539
16.834,0.737478,7.494,15.8655,10/22/2020 17:52:58.043341
16.834,0.737230,7.491,15.8762,10/22/2020 17:52:59.203239
16.826,0.736484,7.491,15.9085,10/22/2020 17:53:00.400041
16.829,0.736466,7.488,15.9093,10/22/2020 17:53:01.591852
16.827,0.736341,7.488,15.9147,10/22/2020 17:53:02.738784
16.837,0.736379,7.478,15.9131,10/22/2020 17:53:03.914640
16.828,0.735795,7.481,15.9384,10/22/2020 17:53:05.114432
16.825,0.736130,7.488,15.9239,10/22/2020 17:53:06.408970
16.831,0.736547,7.486,15.9058,10/22/2020 17:53:07.507035
16.825,0.735601,7.481,15.9467,10/22/2020 17:53:08.792596
16.830,0.736325,7.485,15.9154,10/22/2020 17:53:09.878693
16.826,0.736163,7.488,15.9224,10/22/2020 17:53:11.085465
16.830,0.736461,7.487,15.9095,10/22/2020 17:53:12.352079
16.839,0.736192,7.474,15.9212,10/22/2020 17:53:13.426208
16.838,0.735541,7.467,15.9493,10/22/2020 17:53:14.625001
16.828,0.735339,7.476,15.9581,10/22/2020 17:53:15.827783
16.838,0.736120,7.474,15.9243,10/22/2020 17:53:17.019598
16.826,0.735461,7.479,15.9528,10/22/2020 17:53:18.189470
16.830,0.736462,7.486,15.9095,10/22/2020 17:53:19.419183
16.832,0.736805,7.488,15.8946,10/22/2020 17:53:20.632936
16.830,0.735979,7.481,15.9303,10/22/2020 17:53:21.760920
16.827,0.736211,7.487,15.9204,10/22/2020 17:53:22.963703
16.830,0.736823,7.491,15.8939,10/22/2020 17:53:24.102655
16.838,0.737195,7.487,15.8777,10/22/2020 17:53:25.319404
16.830,0.736977,7.493,15.8872,10/22/2020 17:53:26.548120
16.828,0.737209,7.498,15.8771,10/22/2020 17:53:27.673111
16.836,0.736552,7.481,15.9055,10/22/2020 17:53:28.910802
16.820,0.734781,7.477,15.9823,10/22/2020 17:53:30.054744
16.830,0.735213,7.472,15.9636,10/22/2020 17:53:31.277473
16.830,0.735278,7.472,15.9608,10/22/2020 17:53:32.425405
16.821,0.734754,7.476,15.9835,10/22/2020 17:53:33.629183
16.826,0.735129,7.475,15.9672,10/22/2020 17:53:34.891808
16.829,0.735727,7.479,15.9413,10/22/2020 17:53:36.008820
16.824,0.736340,7.492,15.9147,10/22/2020 17:53:37.193653
16.824,0.736060,7.488,15.9268,10/22/2020 17:53:38.448298
16.823,0.736322,7.493,15.9155,10/22/2020 17:53:39.559328
16.818,0.735298,7.486,15.9599,10/22/2020 17:53:41.057322
16.829,0.735759,7.480,15.9399,10/22/2020 17:53:41.926996
16.836,0.735770,7.472,15.9395,10/22/2020 17:53:43.106841
16.825,0.735337,7.479,15.9582,10/22/2020 17:53:44.395397
16.829,0.735367,7.475,15.9569,10/22/2020 17:53:45.464538
16.829,0.735250,7.473,15.9620,10/22/2020 17:53:46.654354
16.836,0.735490,7.469,15.9515,10/22/2020 17:53:47.987788
16.836,0.736284,7.478,15.9172,10/22/2020 17:53:49.059931
16.824,0.735507,7.482,15.9508,10/22/2020 17:53:50.328531
16.828,0.736133,7.485,15.9237,10/22/2020 17:53:51.402658
16.825,0.735645,7.483,15.9449,10/22/2020 17:53:52.594472
16.843,0.737281,7.483,15.8741,10/22/2020 17:53:53.801247
16.835,0.735597,7.471,15.9469,10/22/2020 17:53:54.974108
16.829,0.735600,7.478,15.9467,10/22/2020 17:53:56.212795
16.827,0.735496,7.478,15.9513,10/22/2020 17:53:57.370701
16.830,0.735410,7.474,15.9550,10/22/2020 17:53:58.539576
16.828,0.735109,7.473,15.9680,10/22/2020 17:53:59.723410
16.831,0.735193,7.471,15.9644,10/22/2020 17:54:00.916219
16.838,0.735643,7.469,15.9450,10/22/2020 17:54:02.093072
16.835,0.735708,7.472,15.9421,10/22/2020 17:54:03.369660
16.827,0.735059,7.474,15.9702,10/22/2020 17:54:04.449770
16.829,0.735090,7.471,15.9689,10/22/2020 17:54:05.654550
16.829,0.734497,7.465,15.9946,10/22/2020 17:54:06.829406
16.825,0.734380,7.467,15.9997,10/22/2020 17:54:08.036183
16.826,0.734022,7.463,16.0152,10/22/2020 17:54:09.202064
16.830,0.734628,7.465,15.9889,10/22/2020 17:54:10.473663
16.820,0.734106,7.470,16.0116,10/22/2020 17:54:11.592671
16.834,0.736028,7.477,15.9283,10/22/2020 17:54:12.774512
16.845,0.737209,7.479,15.8771,10/22/2020 17:54:13.944383
16.838,0.738109,7.497,15.8383,10/22/2020 17:54:15.145172
16.835,0.738201,7.501,15.8343,10/22/2020 17:54:16.445693
16.828,0.738164,7.509,15.8359,10/22/2020 17:54:17.627532
16.835,0.738831,7.508,15.8071,10/22/2020 17:54:18.736568
16.830,0.737958,7.503,15.8448,10/22/2020 17:54:19.988221
16.834,0.738282,7.504,15.8308,10/22/2020 17:54:21.076311
16.834,0.738600,7.507,15.8171,10/22/2020 17:54:22.273113
16.833,0.738731,7.510,15.8114,10/22/2020 17:54:23.454951
16.830,0.738404,7.509,15.8255,10/22/2020 17:54:24.664715
16.847,0.737005,7.475,15.8860,10/22/2020 17:54:25.855531
16.832,0.734767,7.465,15.9829,10/22/2020 17:54:27.026401
16.825,0.735043,7.476,15.9710,10/22/2020 17:54:28.190287
16.836,0.736231,7.477,15.9194,10/22/2020 17:54:29.393073
16.829,0.735856,7.480,15.9357,10/22/2020 17:54:30.597850
16.826,0.735816,7.483,15.9374,10/22/2020 17:54:31.758744
16.828,0.736259,7.486,15.9182,10/22/2020 17:54:32.948565
16.844,0.736780,7.475,15.8957,10/22/2020 17:54:34.124422
16.820,0.734207,7.471,16.0072,10/22/2020 17:54:35.311246
16.823,0.734609,7.473,15.9897,10/22/2020 17:54:36.516025
16.826,0.734693,7.470,15.9861,10/22/2020 17:54:37.746734
16.831,0.736733,7.488,15.8977,10/22/2020 17:54:38.875716
16.830,0.736632,7.489,15.9021,10/22/2020 17:54:40.066534
16.841,0.736500,7.475,15.9078,10/22/2020 17:54:41.240392
16.828,0.735268,7.474,15.9612,10/22/2020 17:54:42.456143
16.826,0.735404,7.478,15.9553,10/22/2020 17:54:43.619034
16.825,0.736450,7.491,15.9100,10/22/2020 17:54:44.919554
16.824,0.734974,7.475,15.9739,10/22/2020 17:54:45.982714
16.825,0.735581,7.481,15.9476,10/22/2020 17:54:47.285231
16.822,0.735824,7.488,15.9371,10/22/2020 17:54:48.377308
16.825,0.736335,7.490,15.9150,10/22/2020 17:54:49.582088
16.822,0.735150,7.480,15.9662,10/22/2020 17:54:50.860671
16.820,0.735551,7.486,15.9489,10/22/2020 17:54:52.014581
16.827,0.735711,7.481,15.9420,10/22/2020 17:54:53.110664
16.841,0.736073,7.471,15.9263,10/22/2020 17:54:54.369286
16.825,0.734703,7.472,15.9857,10/22/2020 17:54:55.511232
16.824,0.735526,7.482,15.9500,10/22/2020 17:54:56.687089
16.825,0.736006,7.487,15.9292,10/22/2020 17:54:57.889872
16.827,0.735276,7.476,15.9608,10/22/2020 17:54:59.049769
16.827,0.736245,7.487,15.9189,10/22/2020 17:55:00.347301
16.822,0.734840,7.476,15.9797,10/22/2020 17:55:01.446362
16.825,0.736047,7.487,15.9275,10/22/2020 17:55:02.635183
16.823,0.735296,7.480,15.9600,10/22/2020 17:55:03.832980
16.832,0.736395,7.483,15.9124,10/22/2020 17:55:04.972933
16.826,0.734891,7.472,15.9775,10/22/2020 17:55:06.184696
16.827,0.735085,7.473,15.9691,10/22/2020 17:55:07.464269
16.824,0.733447,7.458,16.0402,10/22/2020 17:55:08.547374
16.839,0.735232,7.463,15.9627,10/22/2020 17:55:09.748166
16.824,0.733615,7.459,16.0329,10/22/2020 17:55:10.924020
16.828,0.734344,7.464,16.0013,10/22/2020 17:55:12.110845
16.831,0.734527,7.463,15.9933,10/22/2020 17:55:13.283708
16.820,0.734177,7.471,16.0085,10/22/2020 17:55:14.520402
16.818,0.734281,7.474,16.0040,10/22/2020 17:55:15.770064
16.834,0.736073,7.477,15.9263,10/22/2020 17:55:16.849175
16.832,0.736668,7.486,15.9005,10/22/2020 17:55:18.097837
16.826,0.734041,7.462,16.0144,10/22/2020 17:55:19.218837
16.833,0.734183,7.457,16.0082,10/22/2020 17:55:20.534321
16.822,0.733880,7.465,16.0214,10/22/2020 17:55:21.698209
16.821,0.733803,7.465,16.0247,10/22/2020 17:55:22.781312
16.818,0.734080,7.472,16.0127,10/22/2020 17:55:23.996066
16.825,0.734874,7.474,15.9783,10/22/2020 17:55:25.165936
16.826,0.734514,7.468,15.9939,10/22/2020 17:55:26.347775
16.831,0.734915,7.468,15.9765,10/22/2020 17:55:27.542581
16.821,0.734492,7.473,15.9948,10/22/2020 17:55:28.815179
16.821,0.734165,7.469,16.0090,10/22/2020 17:55:29.993028
16.824,0.734252,7.468,16.0052,10/22/2020 17:55:31.096079
16.819,0.733809,7.467,16.0244,10/22/2020 17:55:32.300857
16.819,0.733329,7.462,16.0453,10/22/2020 17:55:33.465744
16.821,0.733065,7.456,16.0567,10/22/2020 17:55:34.635615
16.825,0.733100,7.453,16.0553,10/22/2020 17:55:35.858345
16.813,0.731045,7.441,16.1447,10/22/2020 17:55:37.135928
16.838,0.732331,7.431,16.0887,10/22/2020 17:55:38.220030
16.825,0.731766,7.438,16.1133,10/22/2020 17:55:39.393890
16.830,0.732561,7.442,16.0787,10/22/2020 17:55:40.939757
16.818,0.732447,7.453,16.0836,10/22/2020 17:55:41.847332
16.824,0.732548,7.447,16.0793,10/22/2020 17:55:43.056098
16.826,0.733296,7.454,16.0468,10/22/2020 17:55:44.128230
16.829,0.733596,7.454,16.0337,10/22/2020 17:55:45.431747
16.827,0.732912,7.449,16.0635,10/22/2020 17:55:46.535792
16.834,0.734321,7.457,16.0023,10/22/2020 17:55:47.794428
16.827,0.733637,7.457,16.0319,10/22/2020 17:55:49.004192
16.831,0.734079,7.457,16.0127,10/22/2020 17:55:50.083307
16.830,0.734144,7.460,16.0099,10/22/2020 17:55:51.261158
16.831,0.734026,7.457,16.0151,10/22/2020 17:55:52.488875
16.821,0.733494,7.462,16.0381,10/22/2020 17:55:53.650767
16.829,0.731161,7.426,16.1396,10/22/2020 17:55:54.931343
16.831,0.731437,7.427,16.1276,10/22/2020 17:55:56.004473
16.830,0.731196,7.426,16.1381,10/22/2020 17:55:57.190303
16.833,0.732201,7.434,16.0943,10/22/2020 17:55:58.375134
16.829,0.731768,7.433,16.1132,10/22/2020 17:55:59.645736
16.837,0.733041,7.439,16.0579,10/22/2020 17:56:00.774721
16.837,0.732921,7.438,16.0630,10/22/2020 17:56:01.950575
16.829,0.732674,7.443,16.0738,10/22/2020 17:56:03.225168
16.843,0.733656,7.441,16.0311,10/22/2020 17:56:04.416979
16.837,0.733708,7.447,16.0288,10/22/2020 17:56:05.616771
16.843,0.734149,7.446,16.0097,10/22/2020 17:56:06.785646
16.831,0.734233,7.459,16.0060,10/22/2020 17:56:07.879720
16.834,0.734122,7.455,16.0109,10/22/2020 17:56:09.162299
16.837,0.734267,7.453,16.0045,10/22/2020 17:56:10.240407
16.832,0.733494,7.450,16.0381,10/22/2020 17:56:11.440198
16.837,0.734036,7.451,16.0146,10/22/2020 17:56:12.612066
16.833,0.733873,7.453,16.0217,10/22/2020 17:56:13.807868
16.837,0.734002,7.451,16.0161,10/22/2020 17:56:15.011650
16.836,0.734001,7.452,16.0162,10/22/2020 17:56:16.167557
16.838,0.733586,7.445,16.0341,10/22/2020 17:56:17.459106
16.842,0.733662,7.441,16.0309,10/22/2020 17:56:18.592076
16.833,0.733605,7.451,16.0333,10/22/2020 17:56:19.833754
16.839,0.733947,7.448,16.0185,10/22/2020 17:56:21.039536
16.842,0.733152,7.435,16.0530,10/22/2020 17:56:22.091716
