start,year,month,day,hour,minute,second,zero_ad,current_ad,measured_co2,avarage_irga_temperature,humidity,humidity_sensor_temperature,gas_stream_pressure,igr_detector_temperature,datetime
W M,2020,10,22,14,10,00,55061,51856,411.19,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:35.937979
W M,2020,10,22,14,10,01,55061,51858,410.85,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:36.949274
W M,2020,10,22,14,10,02,55061,51860,410.64,45.00,14.60,21.50,1027,11.6,10/22/2020 18:09:37.926660
W M,2020,10,22,14,10,03,55061,51861,410.49,45.00,14.60,21.50,1027,11.6,10/22/2020 18:09:39.033701
W M,2020,10,22,14,10,04,55061,51861,410.62,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:39.996128
W M,2020,10,22,14,10,05,55061,51860,410.67,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:41.006427
W M,2020,10,22,14,10,06,55061,51861,410.54,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:41.977852
W M,2020,10,22,14,10,07,55061,51861,410.66,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:43.011065
W M,2020,10,22,14,10,08,55061,51859,410.85,45.00,14.60,21.50,1027,11.7,10/22/2020 18:09:44.026349
W M,2020,10,22,14,10,09,55061,51859,410.88,45.00,14.60,21.50,1027,11.6,10/22/2020 18:09:45.011716
W M,2020,10,22,14,10,10,55061,51859,410.89,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:46.011043
W M,2020,10,22,14,10,11,55061,51860,410.65,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:47.038294
W M,2020,10,22,14,10,12,55061,51861,410.67,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:48.030644
W M,2020,10,22,14,10,13,55061,51859,410.97,45.00,14.60,21.40,1027,11.7,10/22/2020 18:09:49.152642
W M,2020,10,22,14,10,14,55061,51857,411.36,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:50.139005
W M,2020,10,22,14,10,15,55061,51854,411.73,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:51.102427
W M,2020,10,22,14,10,16,55061,51853,411.85,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:52.075825
W M,2020,10,22,14,10,17,55061,51853,411.84,45.00,14.60,21.40,1027,11.7,10/22/2020 18:09:53.099091
W M,2020,10,22,14,10,18,55061,51853,411.84,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:54.096423
W M,2020,10,22,14,10,19,55061,51853,411.81,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:55.117693
W M,2020,10,22,14,10,20,55061,51854,411.68,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:56.111036
W M,2020,10,22,14,10,21,55061,51854,411.63,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:57.429510
W M,2020,10,22,14,10,22,55061,51855,411.51,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:58.151580
W M,2020,10,22,14,10,23,55061,51855,411.51,45.00,14.60,21.40,1027,11.6,10/22/2020 18:09:59.240667
W M,2020,10,22,14,10,24,55061,51855,411.52,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:00.151235
W M,2020,10,22,14,10,25,55061,51855,411.52,45.00,14.60,21.40,1027,11.7,10/22/2020 18:10:01.150559
W M,2020,10,22,14,10,26,55061,51854,411.79,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:02.166845
W M,2020,10,22,14,10,27,55061,51852,412.14,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:03.191104
W M,2020,10,22,14,10,28,55061,51849,412.50,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:04.338037
W M,2020,10,22,14,10,29,55061,51848,412.61,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:05.316423
W M,2020,10,22,14,10,30,55061,51847,412.75,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:06.191081
W M,2020,10,22,14,10,32,55061,51847,412.69,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:07.308094
W M,2020,10,22,14,10,33,55061,51849,412.48,45.00,14.60,21.40,1027,11.7,10/22/2020 18:10:08.221652
W M,2020,10,22,14,10,34,55061,51850,412.30,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:09.222975
W M,2020,10,22,14,10,35,55061,51850,412.27,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:10.237265
W M,2020,10,22,14,10,36,55061,51850,412.27,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:11.264515
W M,2020,10,22,14,10,37,55061,51850,412.30,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:12.292768
W M,2020,10,22,14,10,38,55061,51851,412.01,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:13.275139
W M,2020,10,22,14,10,39,55061,51853,411.79,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:14.457977
W M,2020,10,22,14,10,40,55061,51853,411.81,45.00,14.60,21.40,1027,11.7,10/22/2020 18:10:15.375522
W M,2020,10,22,14,10,41,55061,51852,411.94,45.00,14.60,21.40,1027,11.7,10/22/2020 18:10:16.301048
W M,2020,10,22,14,10,42,55061,51850,412.28,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:17.423047
W M,2020,10,22,14,10,43,55061,51848,412.58,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:18.342589
W M,2020,10,22,14,10,44,55061,51848,412.61,45.00,14.60,21.40,1027,11.7,10/22/2020 18:10:19.361863
W M,2020,10,22,14,10,45,55061,51849,412.41,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:20.503809
W M,2020,10,22,14,10,46,55061,51850,412.31,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:21.494162
W M,2020,10,22,14,10,47,55061,51850,412.44,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:22.381791
W M,2020,10,22,14,10,48,55061,51849,412.48,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:23.365160
W M,2020,10,22,14,10,49,55061,51849,412.57,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:24.397399
W M,2020,10,22,14,10,50,55061,51848,412.62,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:25.430637
W M,2020,10,22,14,10,51,55061,51848,412.63,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:26.471850
W M,2020,10,22,14,10,52,55061,51848,412.62,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:27.763399
W M,2020,10,22,14,10,53,55061,51848,412.71,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:28.427620
W M,2020,10,22,14,10,54,55061,51847,412.63,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:29.426948
W M,2020,10,22,14,10,55,55061,51850,412.25,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:30.468168
W M,2020,10,22,14,10,56,55061,51851,412.15,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:31.437573
W M,2020,10,22,14,10,57,55061,51850,412.34,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:32.439908
W M,2020,10,22,14,10,58,55061,51848,412.71,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:33.493076
W M,2020,10,22,14,10,59,55061,51846,412.91,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:34.571195
W M,2020,10,22,14,11,00,55061,51845,413.20,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:35.472782
W M,2020,10,22,14,11,01,55061,51844,413.27,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:36.511007
W M,2020,10,22,14,11,02,55061,51844,413.34,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:37.487396
W M,2020,10,22,14,11,03,55061,51843,413.43,45.00,14.60,21.40,1027,11.7,10/22/2020 18:10:38.547560
W M,2020,10,22,14,11,04,55061,51842,413.59,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:39.587778
W M,2020,10,22,14,11,05,55061,51842,413.52,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:40.512308
W M,2020,10,22,14,11,06,55061,51843,413.35,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:41.587432
W M,2020,10,22,14,11,07,55061,51844,413.24,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:42.535895
W M,2020,10,22,14,11,08,55061,51845,413.03,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:43.566143
W M,2020,10,22,14,11,09,55061,51847,412.85,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:44.581426
W M,2020,10,22,14,11,10,55061,51848,412.71,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:45.587736
W M,2020,10,22,14,11,11,55061,51848,412.70,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:46.573102
W M,2020,10,22,14,11,12,55061,51848,412.78,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:47.589382
W M,2020,10,22,14,11,13,55061,51847,412.88,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:48.592701
W M,2020,10,22,14,11,14,55061,51847,412.89,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:49.620949
W M,2020,10,22,14,11,15,55061,51847,412.90,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:50.643217
W M,2020,10,22,14,11,16,55061,51847,412.97,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:51.629578
W M,2020,10,22,14,11,17,55061,51845,413.40,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:52.648854
W M,2020,10,22,14,11,18,55061,51842,413.79,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:53.649178
W M,2020,10,22,14,11,19,55061,51841,414.02,45.00,14.60,21.40,1027,11.5,10/22/2020 18:10:54.731285
W M,2020,10,22,14,11,20,55061,51839,414.20,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:55.774498
W M,2020,10,22,14,11,21,55061,51839,414.22,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:56.762852
W M,2020,10,22,14,11,22,55061,51838,414.37,45.00,14.60,21.40,1027,11.5,10/22/2020 18:10:57.725278
W M,2020,10,22,14,11,23,55061,51838,414.36,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:58.683717
W M,2020,10,22,14,11,24,55061,51837,414.47,45.00,14.60,21.40,1027,11.6,10/22/2020 18:10:59.744880
W M,2020,10,22,14,11,25,55061,51836,414.62,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:00.914757
W M,2020,10,22,14,11,26,55061,51835,414.79,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:01.734560
W M,2020,10,22,14,11,27,55061,51834,414.93,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:02.753834
W M,2020,10,22,14,11,28,55061,51834,415.06,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:03.843920
W M,2020,10,22,14,11,29,55061,51832,415.35,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:04.734536
W M,2020,10,22,14,11,30,55061,51830,415.71,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:05.761791
W M,2020,10,22,14,11,31,55061,51828,415.94,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:06.832927
W M,2020,10,22,14,11,32,55061,51828,415.97,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:07.868158
W M,2020,10,22,14,11,33,55061,51828,415.97,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:08.779719
W M,2020,10,22,14,11,34,55061,51827,416.12,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:09.937623
W M,2020,10,22,14,11,35,55061,51827,416.16,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:10.810290
W M,2020,10,22,14,11,36,55061,51827,416.16,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:11.845521
W M,2020,10,22,14,11,37,55061,51826,416.29,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:12.832882
W M,2020,10,22,14,11,38,55061,51825,416.43,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:13.910004
W M,2020,10,22,14,11,39,55061,51824,416.60,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:14.837521
W M,2020,10,22,14,11,40,55061,51824,416.61,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:15.938576
W M,2020,10,22,14,11,41,55061,51824,416.59,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:16.861109
W M,2020,10,22,14,11,42,55061,51823,416.71,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:17.880383
W M,2020,10,22,14,11,43,55061,51823,416.73,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:18.936561
W M,2020,10,22,14,11,44,55061,51823,416.60,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:19.886022
W M,2020,10,22,14,11,45,55061,51825,416.42,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:20.907290
W M,2020,10,22,14,11,46,55061,51825,416.37,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:21.908614
W M,2020,10,22,14,11,47,55061,51824,416.49,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:22.943847
W M,2020,10,22,14,11,48,55061,51823,416.78,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:23.949156
W M,2020,10,22,14,11,49,55061,51823,416.71,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:24.927539
W M,2020,10,22,14,11,50,55061,51824,416.42,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:25.968757
W M,2020,10,22,14,11,51,55061,51825,416.37,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:26.942153
W M,2020,10,22,14,11,52,55061,51825,416.37,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:27.940484
W M,2020,10,22,14,11,53,55061,51826,416.24,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:29.043536
W M,2020,10,22,14,11,54,55061,51827,416.08,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:29.958089
W M,2020,10,22,14,11,55,55061,51827,416.07,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:31.076100
W M,2020,10,22,14,11,56,55061,51827,416.18,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:32.014592
W M,2020,10,22,14,11,57,55061,51826,416.33,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:33.204414
W M,2020,10,22,14,11,58,55061,51825,416.39,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:34.013247
W M,2020,10,22,14,11,59,55061,51825,416.23,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:35.047480
W M,2020,10,22,14,12,00,55061,51828,415.80,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:36.045811
W M,2020,10,22,14,12,01,55061,51830,415.54,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:37.163822
W M,2020,10,22,14,12,02,55061,51831,415.41,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:38.100317
W M,2020,10,22,14,12,03,55061,51830,415.55,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:39.102638
W M,2020,10,22,14,12,04,55061,51830,415.66,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:40.143854
W M,2020,10,22,14,12,05,55061,51829,415.72,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:41.180084
W M,2020,10,22,14,12,06,55061,51829,415.66,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:42.112590
W M,2020,10,22,14,12,07,55061,51830,415.54,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:43.112913
W M,2020,10,22,14,12,08,55061,51831,415.43,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:44.128197
W M,2020,10,22,14,12,09,55061,51831,415.43,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:45.219283
W M,2020,10,22,14,12,10,55061,51831,415.56,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:46.214619
W M,2020,10,22,14,12,11,55061,51831,415.43,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:47.237884
W M,2020,10,22,14,12,12,55061,51832,415.49,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:48.149448
W M,2020,10,22,14,12,13,55061,51829,415.92,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:49.160741
W M,2020,10,22,14,12,14,55061,51826,416.28,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:50.206942
W M,2020,10,22,14,12,15,55061,51824,416.58,45.00,14.60,21.30,1027,11.6,10/22/2020 18:11:51.176352
W M,2020,10,22,14,12,16,55061,51825,416.38,45.00,14.60,21.30,1027,11.6,10/22/2020 18:11:52.185653
W M,2020,10,22,14,12,17,55061,51827,416.04,45.00,14.60,21.30,1027,11.6,10/22/2020 18:11:53.218891
W M,2020,10,22,14,12,18,55061,51829,415.79,45.00,14.60,21.30,1027,11.6,10/22/2020 18:11:54.215226
W M,2020,10,22,14,12,19,55061,51830,415.67,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:55.196603
W M,2020,10,22,14,12,21,55061,51830,415.76,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:56.309628
W M,2020,10,22,14,12,22,55061,51829,415.95,45.00,14.60,21.40,1027,11.6,10/22/2020 18:11:57.204236
W M,2020,10,22,14,12,23,55061,51827,416.14,45.00,14.60,21.40,1027,11.5,10/22/2020 18:11:58.230492
W M,2020,10,22,14,12,24,55061,51827,416.18,45.00,14.60,21.30,1027,11.6,10/22/2020 18:11:59.265721
W M,2020,10,22,14,12,25,55061,51827,416.17,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:00.277017
W M,2020,10,22,14,12,26,55061,51827,416.20,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:01.371090
W M,2020,10,22,14,12,27,55061,51827,416.21,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:02.308584
W M,2020,10,22,14,12,28,55061,51827,416.22,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:03.272009
W M,2020,10,22,14,12,29,55061,51827,416.23,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:04.325194
W M,2020,10,22,14,12,30,55061,51827,416.21,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:05.284627
W M,2020,10,22,14,12,31,55061,51826,416.36,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:06.309885
W M,2020,10,22,14,12,32,55061,51825,416.51,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:07.335143
W M,2020,10,22,14,12,33,55061,51825,416.51,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:08.344446
W M,2020,10,22,14,12,34,55061,51825,416.50,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:09.657932
W M,2020,10,22,14,12,35,55061,51825,416.41,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:10.354071
W M,2020,10,22,14,12,36,55061,51826,416.33,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:11.358384
W M,2020,10,22,14,12,37,55061,51827,416.20,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:12.381649
W M,2020,10,22,14,12,38,55061,51827,416.10,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:13.382972
W M,2020,10,22,14,12,39,55061,51828,416.00,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:14.488015
W M,2020,10,22,14,12,40,55061,51829,415.93,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:15.416534
W M,2020,10,22,14,12,41,55061,51828,416.09,45.00,14.60,21.30,1027,11.5,10/22/2020 18:12:16.417856
W M,2020,10,22,14,12,42,55061,51826,416.48,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:17.456080
W M,2020,10,22,14,12,43,55061,51823,416.87,45.00,14.60,21.30,1027,11.5,10/22/2020 18:12:18.526218
W M,2020,10,22,14,12,44,55061,51822,416.90,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:19.437782
W M,2020,10,22,14,12,45,55061,51824,416.61,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:20.439104
W M,2020,10,22,14,12,46,55061,51825,416.43,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:21.482314
W M,2020,10,22,14,12,47,55061,51826,416.30,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:22.455712
W M,2020,10,22,14,12,48,55061,51826,416.29,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:23.472992
W M,2020,10,22,14,12,49,55061,51826,416.29,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:24.511216
W M,2020,10,22,14,12,50,55061,51826,416.20,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:25.503562
W M,2020,10,22,14,12,51,55061,51826,416.28,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:26.518845
W M,2020,10,22,14,12,52,55061,51826,416.28,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:27.546099
W M,2020,10,22,14,12,53,55061,51826,416.29,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:28.535455
W M,2020,10,22,14,12,54,55061,51827,416.15,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:29.522814
W M,2020,10,22,14,12,55,55061,51828,415.99,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:30.537102
W M,2020,10,22,14,12,56,55061,51828,416.06,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:31.578316
W M,2020,10,22,14,12,57,55061,51827,416.13,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:32.545732
W M,2020,10,22,14,12,58,55061,51826,416.26,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:33.613874
W M,2020,10,22,14,12,59,55061,51824,416.65,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:34.597246
W M,2020,10,22,14,13,00,55061,51821,417.10,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:35.577624
W M,2020,10,22,14,13,01,55061,51819,417.39,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:36.722562
W M,2020,10,22,14,13,02,55061,51818,417.61,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:37.631133
W M,2020,10,22,14,13,03,55061,51817,417.77,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:38.623478
W M,2020,10,22,14,13,04,55061,51816,417.78,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:39.591888
W M,2020,10,22,14,13,05,55061,51817,417.61,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:40.621139
W M,2020,10,22,14,13,06,55061,51817,417.62,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:41.639416
W M,2020,10,22,14,13,07,55061,51816,417.89,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:42.664673
W M,2020,10,22,14,13,08,55061,51813,418.29,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:43.672979
W M,2020,10,22,14,13,09,55061,51812,418.37,45.00,14.60,21.30,1027,11.7,10/22/2020 18:12:44.690256
W M,2020,10,22,14,13,10,55061,51812,418.39,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:45.675622
W M,2020,10,22,14,13,11,55061,51813,418.13,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:46.803607
W M,2020,10,22,14,13,12,55061,51815,417.82,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:47.705194
W M,2020,10,22,14,13,13,55061,51816,417.70,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:48.818218
W M,2020,10,22,14,13,14,55061,51816,417.76,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:49.710833
W M,2020,10,22,14,13,15,55061,51816,417.90,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:50.733097
W M,2020,10,22,14,13,16,55061,51815,418.01,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:51.781294
W M,2020,10,22,14,13,17,55061,51814,418.22,45.00,14.60,21.30,1027,11.7,10/22/2020 18:12:52.742724
W M,2020,10,22,14,13,18,55061,51812,418.54,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:53.740056
W M,2020,10,22,14,13,19,55061,51810,418.90,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:54.758335
W M,2020,10,22,14,13,20,55061,51809,418.95,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:55.775613
W M,2020,10,22,14,13,21,55061,51809,418.96,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:56.783920
W M,2020,10,22,14,13,22,55061,51809,418.95,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:57.799203
W M,2020,10,22,14,13,23,55061,51809,418.95,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:58.922201
W M,2020,10,22,14,13,24,55061,51810,418.80,45.00,14.60,21.30,1027,11.6,10/22/2020 18:12:59.800849
W M,2020,10,22,14,13,25,55061,51809,418.93,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:00.927837
W M,2020,10,22,14,13,26,55061,51808,419.09,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:01.836408
W M,2020,10,22,14,13,27,55061,51808,419.07,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:02.834737
W M,2020,10,22,14,13,28,55061,51810,418.73,45.00,14.60,21.30,1027,11.7,10/22/2020 18:13:03.859000
W M,2020,10,22,14,13,29,55061,51812,418.42,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:04.972023
W M,2020,10,22,14,13,30,55061,51814,418.12,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:05.861644
W M,2020,10,22,14,13,31,55061,51816,417.79,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:06.856981
W M,2020,10,22,14,13,32,55061,51817,417.66,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:07.892214
W M,2020,10,22,14,13,33,55061,51818,417.57,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:08.999254
W M,2020,10,22,14,13,34,55061,51818,417.57,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:09.908821
W M,2020,10,22,14,13,35,55061,51817,417.73,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:10.906155
W M,2020,10,22,14,13,36,55061,51816,418.00,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:12.047106
W M,2020,10,22,14,13,37,55061,51815,418.05,45.00,14.60,21.30,1027,11.7,10/22/2020 18:13:12.931739
W M,2020,10,22,14,13,38,55061,51815,418.05,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:13.940044
W M,2020,10,22,14,13,39,55061,51815,418.04,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:14.944357
W M,2020,10,22,14,13,40,55061,51815,418.04,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:15.943685
W M,2020,10,22,14,13,41,55061,51816,417.77,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:16.952987
W M,2020,10,22,14,13,42,55061,51818,417.46,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:17.970267
W M,2020,10,22,14,13,43,55061,51820,417.26,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:18.996521
W M,2020,10,22,14,13,44,55061,51818,417.60,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:20.006821
W M,2020,10,22,14,13,45,55061,51816,417.98,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:20.996174
W M,2020,10,22,14,13,46,55061,51815,418.20,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:22.020434
W M,2020,10,22,14,13,47,55061,51814,418.25,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:23.065640
W M,2020,10,22,14,13,48,55061,51814,418.21,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:24.046020
W M,2020,10,22,14,13,49,55061,51815,418.13,45.00,14.60,21.30,1027,11.6,10/22/2020 18:13:25.152060
