start,year,month,day,hour,minute,second,zero_ad,current_ad,measured_co2,avarage_irga_temperature,humidity,humidity_sensor_temperature,gas_stream_pressure,igr_detector_temperature,datetime
W M,2020,10,22,13,14,05,55061,51758,428.28,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:41.149656
W M,2020,10,22,13,14,06,55061,51758,428.32,45.30,17.50,28.80,1024,11.6,10/22/2020 17:13:43.889330
W M,2020,10,22,13,14,07,55061,51759,428.11,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:43.998038
W M,2020,10,22,13,14,08,55061,51760,427.94,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:44.101760
W M,2020,10,22,13,14,09,55061,51761,427.97,45.30,17.50,28.80,1024,11.6,10/22/2020 17:13:45.112060
W M,2020,10,22,13,14,10,55061,51760,428.02,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:46.120364
W M,2020,10,22,13,14,11,55061,51760,428.02,45.30,17.50,28.80,1024,11.6,10/22/2020 17:13:47.144627
W M,2020,10,22,13,14,12,55061,51761,427.89,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:48.146947
W M,2020,10,22,13,14,13,55061,51761,427.87,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:49.185169
W M,2020,10,22,13,14,14,55061,51760,428.00,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:50.179510
W M,2020,10,22,13,14,15,55061,51760,428.02,45.30,17.50,28.80,1024,11.6,10/22/2020 17:13:51.163879
W M,2020,10,22,13,14,16,55061,51760,428.03,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:52.193125
W M,2020,10,22,13,14,17,55061,51760,428.03,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:53.279221
W M,2020,10,22,13,14,18,55061,51761,427.90,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:54.189786
W M,2020,10,22,13,14,20,55061,51761,427.88,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:55.200086
W M,2020,10,22,13,14,21,55061,51762,427.74,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:56.231327
W M,2020,10,22,13,14,22,55061,51763,427.50,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:57.222676
W M,2020,10,22,13,14,23,55061,51765,427.28,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:58.546138
W M,2020,10,22,13,14,24,55061,51766,427.11,45.30,17.50,28.80,1024,11.5,10/22/2020 17:13:59.574388
W M,2020,10,22,13,14,25,55061,51765,427.27,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:00.249582
W M,2020,10,22,13,14,26,55061,51763,427.53,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:01.271851
W M,2020,10,22,13,14,27,55061,51762,427.76,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:02.374900
W M,2020,10,22,13,14,28,55061,51761,427.89,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:03.289453
W M,2020,10,22,13,14,29,55061,51761,427.90,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:04.372558
W M,2020,10,22,13,14,30,55061,51761,427.82,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:05.288110
W M,2020,10,22,13,14,31,55061,51762,427.64,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:06.328330
W M,2020,10,22,13,14,32,55061,51763,427.56,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:07.319677
W M,2020,10,22,13,14,33,55061,51763,427.55,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:08.335961
W M,2020,10,22,13,14,34,55061,51763,427.64,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:09.333294
W M,2020,10,22,13,14,35,55061,51762,427.79,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:10.351571
W M,2020,10,22,13,14,36,55061,51760,427.99,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:11.348903
W M,2020,10,22,13,14,37,55061,51760,428.03,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:12.358204
W M,2020,10,22,13,14,38,55061,51760,428.03,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:13.392439
W M,2020,10,22,13,14,39,55061,51761,427.79,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:14.379799
W M,2020,10,22,13,14,40,55061,51762,427.59,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:15.391095
W M,2020,10,22,13,14,41,55061,51763,427.43,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:16.403387
W M,2020,10,22,13,14,42,55061,51764,427.36,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:17.400721
W M,2020,10,22,13,14,43,55061,51764,427.47,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:18.408027
W M,2020,10,22,13,14,44,55061,51763,427.51,45.30,17.40,28.80,1024,11.5,10/22/2020 17:14:19.429296
W M,2020,10,22,13,14,45,55061,51763,427.40,45.30,17.40,28.80,1024,11.6,10/22/2020 17:14:20.452561
W M,2020,10,22,13,14,46,55061,51764,427.23,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:21.447898
W M,2020,10,22,13,14,47,55061,51765,427.06,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:22.456203
W M,2020,10,22,13,14,48,55061,51766,426.93,45.30,17.40,28.80,1024,11.6,10/22/2020 17:14:23.468496
W M,2020,10,22,13,14,49,55061,51767,426.87,45.30,17.40,28.80,1024,11.5,10/22/2020 17:14:24.490762
W M,2020,10,22,13,14,50,55061,51767,426.87,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:25.491089
W M,2020,10,22,13,14,51,55061,51767,426.87,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:26.489418
W M,2020,10,22,13,14,52,55061,51767,426.78,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:27.495727
W M,2020,10,22,13,14,53,55061,51768,426.72,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:28.519988
W M,2020,10,22,13,14,54,55061,51768,426.79,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:29.508344
W M,2020,10,22,13,14,55,55061,51766,427.12,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:30.537594
W M,2020,10,22,13,14,56,55061,51764,427.35,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:31.542904
W M,2020,10,22,13,14,57,55061,51763,427.52,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:32.549215
W M,2020,10,22,13,14,58,55061,51763,427.47,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:33.566493
W M,2020,10,22,13,14,59,55061,51764,427.47,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:34.569811
W M,2020,10,22,13,15,00,55061,51762,427.81,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:35.589087
W M,2020,10,22,13,15,01,55061,51759,428.26,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:36.592402
W M,2020,10,22,13,15,02,55061,51757,428.60,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:37.599708
W M,2020,10,22,13,15,03,55061,51755,428.98,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:38.592056
W M,2020,10,22,13,15,04,55061,51753,429.35,45.30,17.40,28.80,1024,11.5,10/22/2020 17:14:39.607340
W M,2020,10,22,13,15,05,55061,51751,429.75,45.30,17.40,28.80,1024,11.5,10/22/2020 17:14:40.627615
W M,2020,10,22,13,15,06,55061,51746,430.69,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:41.622950
W M,2020,10,22,13,15,07,55061,51737,432.21,45.20,17.50,28.80,1024,11.5,10/22/2020 17:14:42.648209
W M,2020,10,22,13,15,08,55061,51727,433.98,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:43.662498
W M,2020,10,22,13,15,09,55061,51714,436.20,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:44.664816
W M,2020,10,22,13,15,10,55061,51700,438.69,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:45.672124
W M,2020,10,22,13,15,11,55061,51685,440.91,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:46.683421
W M,2020,10,22,13,15,12,55061,51673,442.78,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:47.690726
W M,2020,10,22,13,15,13,55061,51664,444.18,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:48.693047
W M,2020,10,22,13,15,14,55061,51658,445.02,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:49.712321
W M,2020,10,22,13,15,15,55061,51654,445.64,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:50.717632
W M,2020,10,22,13,15,16,55061,51651,446.17,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:51.742890
W M,2020,10,22,13,15,17,55061,51649,446.40,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:52.734245
W M,2020,10,22,13,15,18,55061,51649,446.32,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:53.733566
W M,2020,10,22,13,15,19,55061,51649,446.43,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:54.765809
W M,2020,10,22,13,15,20,55061,51647,446.68,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:55.760147
W M,2020,10,22,13,15,21,55061,51647,446.71,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:56.773441
W M,2020,10,22,13,15,22,55061,51647,446.59,45.20,17.50,28.80,1024,11.6,10/22/2020 17:14:57.798697
W M,2020,10,22,13,15,23,55061,51649,446.26,45.30,17.50,28.80,1024,11.5,10/22/2020 17:14:58.788051
W M,2020,10,22,13,15,24,55061,51651,446.06,45.30,17.50,28.80,1024,11.6,10/22/2020 17:14:59.797353
W M,2020,10,22,13,15,25,55061,51651,446.21,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:00.807653
W M,2020,10,22,13,15,26,55061,51648,446.61,45.30,17.50,28.80,1024,11.5,10/22/2020 17:15:01.907710
W M,2020,10,22,13,15,27,55061,51645,447.10,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:02.823269
W M,2020,10,22,13,15,28,55061,51643,447.46,45.30,17.50,28.80,1024,11.5,10/22/2020 17:15:03.842537
W M,2020,10,22,13,15,29,55061,51641,447.78,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:04.940600
W M,2020,10,22,13,15,30,55061,51639,447.99,45.20,17.50,28.80,1024,11.5,10/22/2020 17:15:05.864133
W M,2020,10,22,13,15,31,55061,51639,447.99,45.20,17.50,28.80,1024,11.5,10/22/2020 17:15:06.876425
W M,2020,10,22,13,15,32,55061,51639,447.94,45.20,17.50,28.80,1024,11.5,10/22/2020 17:15:07.883730
W M,2020,10,22,13,15,33,55061,51640,447.82,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:08.883058
W M,2020,10,22,13,15,34,55061,51640,447.68,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:09.893356
W M,2020,10,22,13,15,35,55061,51641,447.64,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:10.925596
W M,2020,10,22,13,15,36,55061,51642,447.39,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:11.920934
W M,2020,10,22,13,15,37,55061,51644,447.15,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:12.907298
W M,2020,10,22,13,15,38,55061,51642,447.59,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:13.931559
W M,2020,10,22,13,15,39,55061,51640,447.59,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:14.947839
W M,2020,10,22,13,15,40,55061,51644,446.88,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:15.948166
W M,2020,10,22,13,15,41,55061,51648,446.27,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:16.967440
W M,2020,10,22,13,15,42,55061,51651,445.95,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:17.966768
W M,2020,10,22,13,15,43,55061,51652,445.76,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:18.978063
W M,2020,10,22,13,15,44,55061,51653,445.60,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:19.988363
W M,2020,10,22,13,15,45,55061,51654,445.38,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:20.997662
W M,2020,10,22,13,15,46,55061,51656,445.05,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:22.007961
W M,2020,10,22,13,15,47,55061,51657,444.79,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:23.012276
W M,2020,10,22,13,15,48,55061,51658,444.60,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:24.022574
W M,2020,10,22,13,15,49,55061,51660,444.32,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:25.041849
W M,2020,10,22,13,15,50,55061,51661,444.21,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:26.035192
W M,2020,10,22,13,15,51,55061,51661,444.20,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:27.146222
W M,2020,10,22,13,15,52,55061,51662,443.93,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:28.074739
W M,2020,10,22,13,15,53,55061,51664,443.62,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:29.078056
W M,2020,10,22,13,15,54,55061,51666,443.36,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:30.177121
W M,2020,10,22,13,15,55,55061,51667,443.08,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:31.101647
W M,2020,10,22,13,15,56,55061,51668,443.03,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:32.097980
W M,2020,10,22,13,15,57,55061,51668,443.03,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:33.190060
W M,2020,10,22,13,15,58,55061,51668,443.03,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:34.112594
W M,2020,10,22,13,15,59,55061,51669,442.87,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:35.129873
W M,2020,10,22,13,16,00,55061,51670,442.71,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:36.227938
W M,2020,10,22,13,16,01,55061,51670,442.70,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:37.137504
W M,2020,10,22,13,16,02,55061,51670,442.57,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:38.149799
W M,2020,10,22,13,16,03,55061,51670,442.69,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:39.158105
W M,2020,10,22,13,16,04,55061,51670,442.58,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:40.279105
W M,2020,10,22,13,16,05,55061,51672,442.29,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:41.484879
W M,2020,10,22,13,16,06,55061,51674,442.06,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:42.199970
W M,2020,10,22,13,16,08,55061,51674,441.90,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:43.298031
W M,2020,10,22,13,16,09,55061,51675,441.79,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:44.207600
W M,2020,10,22,13,16,10,55061,51676,441.59,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:45.220890
W M,2020,10,22,13,16,11,55061,51677,441.39,45.20,17.50,28.80,1024,11.6,10/22/2020 17:15:46.227199
W M,2020,10,22,13,16,12,55061,51678,441.31,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:47.248469
W M,2020,10,22,13,16,13,55061,51679,441.29,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:48.342543
W M,2020,10,22,13,16,14,55061,51678,441.47,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:49.271060
W M,2020,10,22,13,16,15,55061,51676,441.77,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:50.271385
W M,2020,10,22,13,16,16,55061,51675,441.83,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:51.283679
W M,2020,10,22,13,16,17,55061,51674,441.98,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:52.299961
W M,2020,10,22,13,16,18,55061,51674,442.00,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:53.295300
W M,2020,10,22,13,16,19,55061,51675,441.86,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:54.307593
W M,2020,10,22,13,16,20,55061,51676,441.69,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:55.310909
W M,2020,10,22,13,16,21,55061,51676,441.56,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:56.323203
W M,2020,10,22,13,16,22,55061,51677,441.50,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:57.333502
W M,2020,10,22,13,16,23,55061,51679,441.13,45.30,17.50,28.80,1024,11.5,10/22/2020 17:15:58.343801
W M,2020,10,22,13,16,24,55061,51680,440.89,45.30,17.50,28.80,1024,11.6,10/22/2020 17:15:59.350109
W M,2020,10,22,13,16,25,55061,51681,440.84,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:00.350434
W M,2020,10,22,13,16,26,55061,51681,440.83,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:01.386664
W M,2020,10,22,13,16,27,55061,51681,440.83,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:02.374034
W M,2020,10,22,13,16,28,55061,51680,440.97,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:03.396292
W M,2020,10,22,13,16,29,55061,51679,441.17,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:04.393623
W M,2020,10,22,13,16,30,55061,51678,441.31,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:05.414891
W M,2020,10,22,13,16,31,55061,51678,441.21,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:06.416213
W M,2020,10,22,13,16,32,55061,51680,441.01,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:07.420529
W M,2020,10,22,13,16,33,55061,51681,440.84,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:08.446784
W M,2020,10,22,13,16,34,55061,51682,440.69,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:09.440128
W M,2020,10,22,13,16,35,55061,51682,440.54,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:10.445439
W M,2020,10,22,13,16,36,55061,51684,440.35,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:11.470701
W M,2020,10,22,13,16,37,55061,51685,440.08,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:12.483988
W M,2020,10,22,13,16,38,55061,51686,440.02,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:13.480326
W M,2020,10,22,13,16,39,55061,51686,440.14,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:14.482643
W M,2020,10,22,13,16,40,55061,51684,440.33,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:15.511893
W M,2020,10,22,13,16,41,55061,51684,440.35,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:16.605973
W M,2020,10,22,13,16,42,55061,51685,440.20,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:17.516533
W M,2020,10,22,13,16,43,55061,51686,440.06,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:18.531818
W M,2020,10,22,13,16,44,55061,51686,440.15,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:19.530147
W M,2020,10,22,13,16,45,55061,51685,440.29,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:20.543438
W M,2020,10,22,13,16,46,55061,51683,440.52,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:21.551742
W M,2020,10,22,13,16,47,55061,51683,440.55,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:22.577998
W M,2020,10,22,13,16,48,55061,51684,440.27,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:23.569347
W M,2020,10,22,13,16,49,55061,51686,439.99,45.30,17.50,28.70,1024,11.6,10/22/2020 17:16:24.583636
W M,2020,10,22,13,16,50,55061,51687,439.89,45.20,17.50,28.70,1024,11.6,10/22/2020 17:16:25.589944
W M,2020,10,22,13,16,51,55061,51687,439.89,45.20,17.50,28.70,1024,11.6,10/22/2020 17:16:26.682024
W M,2020,10,22,13,16,52,55061,51689,439.51,45.20,17.50,28.70,1024,11.6,10/22/2020 17:16:27.616527
W M,2020,10,22,13,16,53,55061,51692,438.95,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:28.627820
W M,2020,10,22,13,16,54,55061,51695,438.50,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:29.632147
W M,2020,10,22,13,16,55,55061,51697,438.26,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:30.635452
W M,2020,10,22,13,16,56,55061,51697,438.23,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:31.647745
W M,2020,10,22,13,16,57,55061,51697,438.33,45.20,17.50,28.70,1024,11.6,10/22/2020 17:16:32.675997
W M,2020,10,22,13,16,58,55061,51696,438.38,45.20,17.50,28.70,1024,11.6,10/22/2020 17:16:33.687294
W M,2020,10,22,13,16,59,55061,51697,438.12,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:34.792336
W M,2020,10,22,13,17,00,55061,51699,437.90,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:35.693927
W M,2020,10,22,13,17,01,55061,51699,437.89,45.20,17.50,28.80,1024,11.6,10/22/2020 17:16:36.697244
W M,2020,10,22,13,17,02,55061,51699,437.85,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:37.704550
W M,2020,10,22,13,17,03,55061,51700,437.73,45.30,17.50,28.70,1024,11.6,10/22/2020 17:16:38.722827
W M,2020,10,22,13,17,04,55061,51701,437.57,45.30,17.50,28.70,1024,11.6,10/22/2020 17:16:39.817900
W M,2020,10,22,13,17,05,55061,51701,437.62,45.30,17.50,28.80,1024,11.6,10/22/2020 17:16:40.732453
W M,2020,10,22,13,17,06,55061,51699,437.95,45.20,17.50,28.80,1024,11.5,10/22/2020 17:16:41.739758
W M,2020,10,22,13,17,07,55061,51697,438.19,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:42.751057
W M,2020,10,22,13,17,08,55061,51698,438.07,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:43.764347
W M,2020,10,22,13,17,09,55061,51699,437.79,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:44.779633
W M,2020,10,22,13,17,10,55061,51701,437.59,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:45.780954
W M,2020,10,22,13,17,11,55061,51702,437.43,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:46.776292
W M,2020,10,22,13,17,12,55061,51702,437.28,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:47.803546
W M,2020,10,22,13,17,13,55061,51703,437.24,45.30,17.50,28.80,1024,11.5,10/22/2020 17:16:48.799882
W M,2020,10,22,13,17,14,55061,51702,437.45,45.30,17.50,28.80,1024,11.5,10/22/2020 17:16:49.814169
W M,2020,10,22,13,17,15,55061,51700,437.71,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:50.837433
W M,2020,10,22,13,17,16,55061,51700,437.73,45.30,17.50,28.70,1024,11.6,10/22/2020 17:16:51.850720
W M,2020,10,22,13,17,17,55061,51700,437.70,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:52.926843
W M,2020,10,22,13,17,18,55061,51701,437.58,45.30,17.50,28.70,1024,11.5,10/22/2020 17:16:53.842394
W M,2020,10,22,13,17,19,55061,51701,437.57,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:54.879625
W M,2020,10,22,13,17,20,55061,51701,437.58,45.20,17.50,28.70,1024,11.6,10/22/2020 17:16:55.888927
W M,2020,10,22,13,17,21,55061,51701,437.58,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:56.880274
W M,2020,10,22,13,17,22,55061,51701,437.48,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:57.884588
W M,2020,10,22,13,17,23,55061,51702,437.42,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:58.911840
W M,2020,10,22,13,17,24,55061,51702,437.49,45.20,17.50,28.70,1024,11.5,10/22/2020 17:16:59.914165
W M,2020,10,22,13,17,25,55061,51701,437.64,45.20,17.50,28.70,1024,11.5,10/22/2020 17:17:00.925456
W M,2020,10,22,13,17,26,55061,51700,437.85,45.20,17.50,28.70,1024,11.5,10/22/2020 17:17:01.931765
W M,2020,10,22,13,17,27,55061,51699,437.89,45.20,17.50,28.70,1024,11.6,10/22/2020 17:17:02.934085
W M,2020,10,22,13,17,28,55061,51699,437.85,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:03.956351
W M,2020,10,22,13,17,29,55061,51700,437.69,45.30,17.50,28.70,1024,11.6,10/22/2020 17:17:04.963660
W M,2020,10,22,13,17,30,55061,51701,437.56,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:06.085659
W M,2020,10,22,13,17,31,55061,51702,437.41,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:06.976277
W M,2020,10,22,13,17,32,55061,51703,437.17,45.30,17.50,28.70,1024,11.6,10/22/2020 17:17:08.083317
W M,2020,10,22,13,17,33,55061,51704,436.99,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:08.989893
W M,2020,10,22,13,17,34,55061,51705,436.90,45.20,17.50,28.70,1024,11.6,10/22/2020 17:17:10.025124
W M,2020,10,22,13,17,35,55061,51705,436.89,45.20,17.50,28.70,1024,11.5,10/22/2020 17:17:11.019465
W M,2020,10,22,13,17,36,55061,51705,436.88,45.20,17.50,28.70,1024,11.5,10/22/2020 17:17:12.030761
W M,2020,10,22,13,17,37,55061,51705,436.88,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:13.028094
W M,2020,10,22,13,17,38,55061,51705,436.88,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:14.045373
W M,2020,10,22,13,17,39,55061,51704,437.03,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:15.047696
W M,2020,10,22,13,17,40,55061,51705,436.77,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:16.157728
W M,2020,10,22,13,17,41,55061,51707,436.45,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:17.085246
W M,2020,10,22,13,17,42,55061,51708,436.26,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:18.100532
W M,2020,10,22,13,17,43,55061,51707,436.46,45.30,17.50,28.70,1024,11.5,10/22/2020 17:17:19.094872
W M,2020,10,22,13,17,44,55061,51703,436.69,45.30,17.50,28.70,1025,11.6,10/22/2020 17:17:20.108164
W M,2020,10,22,13,17,45,55061,51699,436.81,45.30,17.50,28.70,1026,11.5,10/22/2020 17:17:21.107489
W M,2020,10,22,13,17,46,55061,51694,437.15,45.30,17.50,28.70,1027,11.5,10/22/2020 17:17:22.125768
W M,2020,10,22,13,17,47,55061,51689,437.48,45.30,17.50,28.70,1028,11.5,10/22/2020 17:17:23.443245
W M,2020,10,22,13,17,48,55061,51686,437.58,45.30,17.50,28.70,1028,11.5,10/22/2020 17:17:24.150354
W M,2020,10,22,13,17,49,55061,51683,437.53,45.30,17.50,28.70,1029,11.6,10/22/2020 17:17:25.148683
W M,2020,10,22,13,17,50,55061,51681,437.48,45.30,17.50,28.70,1030,11.6,10/22/2020 17:17:26.166962
W M,2020,10,22,13,17,51,55061,51679,437.49,45.30,17.50,28.70,1030,11.6,10/22/2020 17:17:27.185237
W M,2020,10,22,13,17,52,55061,51677,437.42,45.30,17.50,28.70,1031,11.6,10/22/2020 17:17:28.174594
W M,2020,10,22,13,17,53,55061,51677,437.22,45.20,17.60,28.70,1031,11.5,10/22/2020 17:17:29.182897
W M,2020,10,22,13,17,54,55061,51678,436.85,45.30,17.60,28.70,1032,11.6,10/22/2020 17:17:30.189207
