10/19/20,07:52:46,470,4130,532,4130,650,4130,541,10/19/2020 14:54:32.468267
10/19/20,07:52:47,470,4130,532,4130,650,4130,541,10/19/2020 14:54:33.944323
10/19/20,07:52:48,470,4130,532,4130,650,4130,541,10/19/2020 14:54:34.207617
10/19/20,07:52:49,470,4130,532,4130,650,4130,540,10/19/2020 14:54:35.464256
10/19/20,07:52:50,470,4130,532,4130,650,4130,540,10/19/2020 14:54:36.607199
10/19/20,07:52:51,470,4130,532,4130,650,4130,540,10/19/2020 14:54:37.743162
10/19/20,07:52:52,470,4130,532,4130,650,4130,540,10/19/2020 14:54:38.799336
10/19/20,07:52:54,470,4130,532,4130,650,4130,540,10/19/2020 14:54:39.981177
10/19/20,07:52:55,470,4130,532,4130,650,4130,540,10/19/2020 14:54:41.141076
10/19/20,07:52:56,470,4130,532,4130,650,4130,540,10/19/2020 14:54:42.281030
10/19/20,07:52:57,470,4130,532,4130,650,4130,540,10/19/2020 14:54:43.390061
10/19/20,07:52:58,470,4130,532,4130,650,4130,540,10/19/2020 14:54:44.848164
10/19/20,07:52:59,470,4130,532,4130,650,4130,540,10/19/2020 14:54:45.647022
10/19/20,07:53:00,470,4130,532,4130,650,4130,540,10/19/2020 14:54:46.670289
10/19/20,07:53:02,470,4009,532,4130,650,4130,540,10/19/2020 14:54:47.937898
10/19/20,07:53:03,470,3977,532,4130,650,4130,540,10/19/2020 14:54:49.057905
10/19/20,07:53:04,470,4130,532,4130,650,4130,540,10/19/2020 14:54:50.222791
10/19/20,07:53:05,470,4130,532,4130,650,4130,539,10/19/2020 14:54:51.260016
10/19/20,07:53:06,470,4130,532,4130,650,4130,539,10/19/2020 14:54:52.460800
10/19/20,07:53:07,470,4130,532,4130,650,4130,539,10/19/2020 14:54:53.583799
10/19/20,07:53:08,470,4130,532,4130,650,4130,540,10/19/2020 14:54:54.722755
10/19/20,07:53:09,470,4130,532,4130,650,4130,539,10/19/2020 14:54:55.860710
10/19/20,07:53:11,470,4130,532,4130,650,4130,539,10/19/2020 14:54:56.889961
10/19/20,07:53:12,470,4130,532,4130,650,4130,539,10/19/2020 14:54:58.150585
10/19/20,07:53:13,470,4130,532,4130,650,4130,539,10/19/2020 14:54:59.272587
10/19/20,07:53:14,470,4130,532,4130,650,4130,539,10/19/2020 14:55:00.397580
10/19/20,07:53:15,470,4130,532,4130,650,4130,539,10/19/2020 14:55:01.918510
10/19/20,07:53:16,470,4130,532,4130,650,4130,539,10/19/2020 14:55:02.685460
10/19/20,07:53:17,470,4130,532,4130,650,4130,539,10/19/2020 14:55:03.698750
10/19/20,07:53:19,470,4130,532,4130,650,4130,539,10/19/2020 14:55:04.926467
10/19/20,07:53:20,470,4130,532,4130,650,4130,539,10/19/2020 14:55:06.065418
10/19/20,07:53:21,470,4130,532,4130,650,4130,539,10/19/2020 14:55:07.419797
10/19/20,07:53:22,470,4130,532,4130,650,4130,539,10/19/2020 14:55:08.349311
10/19/20,07:53:23,470,4130,532,4130,650,4130,539,10/19/2020 14:55:09.462334
10/19/20,07:53:24,470,4130,532,4130,650,4130,539,10/19/2020 14:55:10.679081
10/19/20,07:53:25,470,4130,532,4130,650,4130,539,10/19/2020 14:55:11.626547
10/19/20,07:53:26,470,4130,532,4130,650,4130,539,10/19/2020 14:55:12.774477
10/19/20,07:53:28,470,4130,532,4130,650,4130,539,10/19/2020 14:55:13.903457
10/19/20,07:53:29,470,3955,532,4130,650,4130,539,10/19/2020 14:55:15.155109
10/19/20,07:53:30,470,3878,532,4130,650,4130,539,10/19/2020 14:55:16.274119
10/19/20,07:53:31,470,4130,532,4130,650,4130,539,10/19/2020 14:55:17.414069
10/19/20,07:53:32,470,4130,532,4130,650,4130,539,10/19/2020 14:55:18.572970
10/19/20,07:53:33,470,4130,532,4130,650,4130,539,10/19/2020 14:55:19.591248
10/19/20,07:53:34,470,4130,532,4130,650,4130,539,10/19/2020 14:55:20.808990
10/19/20,07:53:36,470,4130,532,4130,650,4130,538,10/19/2020 14:55:21.834247
10/19/20,07:53:37,470,4130,532,4130,650,4130,538,10/19/2020 14:55:22.996141
10/19/20,07:53:38,470,4130,532,4130,650,4130,538,10/19/2020 14:55:24.110162
10/19/20,07:53:39,470,4130,532,4130,650,4130,538,10/19/2020 14:55:25.261083
