W M,2020,10,19,11,03,52,54999,52068,370.90,45.20,11.40,21.70,1025,11.5,10/19/2020 15:03:31.308236
W M,2020,10,19,11,03,53,54999,52053,373.21,45.20,11.50,21.70,1025,11.5,10/19/2020 15:03:33.697847
W M,2020,10,19,11,03,54,54999,52039,375.49,45.20,11.50,21.70,1025,11.6,10/19/2020 15:03:33.954161
W M,2020,10,19,11,03,55,54999,52024,377.70,45.20,11.50,21.70,1025,11.6,10/19/2020 15:03:34.843782
W M,2020,10,19,11,03,56,54999,52010,379.98,45.20,11.50,21.70,1025,11.5,10/19/2020 15:03:35.840117
W M,2020,10,19,11,03,57,54999,51995,382.17,45.20,11.60,21.70,1025,11.5,10/19/2020 15:03:36.871360
W M,2020,10,19,11,03,58,54999,51982,384.11,45.20,11.60,21.70,1025,11.5,10/19/2020 15:03:37.857721
W M,2020,10,19,11,03,59,54999,51970,385.97,45.20,11.60,21.80,1025,11.5,10/19/2020 15:03:38.867021
W M,2020,10,19,11,04,00,54999,51958,387.83,45.20,11.60,21.80,1025,11.5,10/19/2020 15:03:39.879316
W M,2020,10,19,11,04,01,54999,51946,389.87,45.20,11.70,21.80,1025,11.5,10/19/2020 15:03:40.911552
W M,2020,10,19,11,04,02,54999,51933,391.80,45.20,11.70,21.80,1025,11.5,10/19/2020 15:03:41.914871
W M,2020,10,19,11,04,03,54999,51920,393.83,45.20,11.70,21.80,1025,11.6,10/19/2020 15:03:43.130620
W M,2020,10,19,11,04,04,54999,51907,395.85,45.20,11.70,21.80,1025,11.5,10/19/2020 15:03:43.942447
W M,2020,10,19,11,04,05,54999,51895,397.73,45.20,11.80,21.80,1026,11.6,10/19/2020 15:03:44.938784
W M,2020,10,19,11,04,06,54999,51884,399.48,45.20,11.80,21.80,1026,11.6,10/19/2020 15:03:45.936118
W M,2020,10,19,11,04,07,54999,51873,401.14,45.20,11.80,21.80,1026,11.6,10/19/2020 15:03:46.945419
W M,2020,10,19,11,04,08,54999,51863,402.73,45.20,11.80,21.80,1026,11.5,10/19/2020 15:03:47.958708
W M,2020,10,19,11,04,09,54999,51853,404.31,45.20,11.90,21.80,1026,11.6,10/19/2020 15:03:48.960028
