17.092,0.638992,6.170,20.4073,10/19/2020 14:55:09.018524
17.092,0.638983,6.170,20.4077,10/19/2020 14:55:10.120577
17.093,0.638990,6.169,20.4074,10/19/2020 14:55:11.305406
17.091,0.638991,6.171,20.4074,10/19/2020 14:55:12.578002
17.094,0.638990,6.168,20.4074,10/19/2020 14:55:13.778791
17.094,0.638977,6.168,20.4081,10/19/2020 14:55:14.949659
17.096,0.638984,6.167,20.4077,10/19/2020 14:55:16.135489
17.094,0.638975,6.168,20.4081,10/19/2020 14:55:17.330293
17.092,0.638972,6.169,20.4083,10/19/2020 14:55:18.526094
17.091,0.638973,6.171,20.4082,10/19/2020 14:55:19.707936
17.093,0.638976,6.169,20.4081,10/19/2020 14:55:20.904734
17.090,0.638975,6.171,20.4081,10/19/2020 14:55:21.973873
17.097,0.638971,6.165,20.4083,10/19/2020 14:55:23.261436
17.098,0.638970,6.165,20.4084,10/19/2020 14:55:24.458233
17.094,0.638974,6.168,20.4082,10/19/2020 14:55:25.631096
17.093,0.638961,6.169,20.4088,10/19/2020 14:55:26.839865
17.091,0.638962,6.171,20.4088,10/19/2020 14:55:28.181273
17.098,0.638968,6.165,20.4085,10/19/2020 14:55:29.187582
17.091,0.638969,6.171,20.4084,10/19/2020 14:55:30.393358
17.095,0.638949,6.167,20.4094,10/19/2020 14:55:31.564227
17.095,0.638958,6.167,20.4090,10/19/2020 14:55:32.758034
17.097,0.638958,6.166,20.4090,10/19/2020 14:55:33.937883
17.092,0.638957,6.170,20.4090,10/19/2020 14:55:35.117723
17.093,0.638957,6.168,20.4090,10/19/2020 14:55:36.315520
17.096,0.638949,6.166,20.4094,10/19/2020 14:55:37.497360
17.094,0.638945,6.168,20.4096,10/19/2020 14:55:38.690170
17.095,0.638947,6.167,20.4095,10/19/2020 14:55:39.880985
17.096,0.638954,6.166,20.4092,10/19/2020 14:55:41.066814
17.093,0.638939,6.169,20.4099,10/19/2020 14:55:42.260621
17.097,0.638942,6.165,20.4098,10/19/2020 14:55:43.442461
17.094,0.638939,6.168,20.4099,10/19/2020 14:55:44.514594
17.097,0.638933,6.165,20.4102,10/19/2020 14:55:45.800156
17.095,0.638932,6.167,20.4102,10/19/2020 14:55:47.007927
17.095,0.638926,6.167,20.4106,10/19/2020 14:55:48.184780
17.094,0.638927,6.168,20.4105,10/19/2020 14:55:49.365621
17.094,0.638926,6.168,20.4105,10/19/2020 14:55:50.570398
17.092,0.638923,6.169,20.4107,10/19/2020 14:55:51.762211
17.093,0.638924,6.169,20.4106,10/19/2020 14:55:52.934078
17.094,0.638922,6.167,20.4108,10/19/2020 14:55:54.108936
17.098,0.638920,6.164,20.4109,10/19/2020 14:55:55.314711
17.095,0.638914,6.167,20.4111,10/19/2020 14:55:56.516497
17.089,0.638912,6.171,20.4113,10/19/2020 14:55:57.684374
17.091,0.638876,6.169,20.4130,10/19/2020 14:56:15.556576
17.097,0.638871,6.164,20.4133,10/19/2020 14:56:17.603105
17.093,0.638858,6.168,20.4139,10/19/2020 14:56:17.861412
17.096,0.638866,6.165,20.4135,10/19/2020 14:56:19.043254
17.096,0.638860,6.165,20.4138,10/19/2020 14:56:20.220105
17.095,0.638861,6.166,20.4138,10/19/2020 14:56:21.421892
17.095,0.638862,6.166,20.4137,10/19/2020 14:56:22.609714
17.097,0.638854,6.164,20.4141,10/19/2020 14:56:23.795545
17.100,0.638862,6.162,20.4137,10/19/2020 14:56:24.869671
17.094,0.638845,6.167,20.4145,10/19/2020 14:56:26.085419
17.097,0.638847,6.164,20.4145,10/19/2020 14:56:27.342059
17.093,0.638847,6.168,20.4145,10/19/2020 14:56:28.437130
17.094,0.638835,6.166,20.4150,10/19/2020 14:56:29.734661
17.097,0.638835,6.164,20.4150,10/19/2020 14:56:30.799811
17.094,0.638833,6.167,20.4152,10/19/2020 14:56:32.097341
17.090,0.638822,6.170,20.4157,10/19/2020 14:56:33.283170
17.095,0.638828,6.166,20.4153,10/19/2020 14:56:34.477975
17.100,0.638825,6.161,20.4155,10/19/2020 14:56:35.576037
17.094,0.638809,6.166,20.4164,10/19/2020 14:56:36.859605
17.091,0.638813,6.169,20.4161,10/19/2020 14:56:38.026485
17.091,0.638805,6.169,20.4165,10/19/2020 14:56:39.209321
17.093,0.638807,6.167,20.4164,10/19/2020 14:56:40.308382
17.091,0.638800,6.169,20.4167,10/19/2020 14:56:41.585966
17.096,0.638797,6.164,20.4169,10/19/2020 14:56:42.783761
17.093,0.638794,6.167,20.4171,10/19/2020 14:56:43.857888
17.095,0.638795,6.165,20.4171,10/19/2020 14:56:45.030753
17.092,0.638788,6.168,20.4174,10/19/2020 14:56:46.333270
17.092,0.638793,6.168,20.4171,10/19/2020 14:56:47.531067
17.095,0.638793,6.165,20.4171,10/19/2020 14:56:48.729861
17.095,0.638779,6.165,20.4178,10/19/2020 14:56:49.918682
17.092,0.638771,6.168,20.4182,10/19/2020 14:56:51.092542
17.092,0.638772,6.168,20.4181,10/19/2020 14:56:52.262413
17.096,0.638780,6.165,20.4178,10/19/2020 14:56:53.348509
17.094,0.638772,6.166,20.4182,10/19/2020 14:56:54.524365
17.093,0.638763,6.167,20.4186,10/19/2020 14:56:55.832864
17.097,0.638760,6.163,20.4187,10/19/2020 14:56:57.015702
17.092,0.638762,6.168,20.4186,10/19/2020 14:56:58.085840
17.092,0.638752,6.167,20.4191,10/19/2020 14:56:59.279647
17.095,0.638749,6.165,20.4193,10/19/2020 14:57:00.479438
17.096,0.638749,6.164,20.4193,10/19/2020 14:57:01.665265
17.095,0.638740,6.165,20.4197,10/19/2020 14:57:02.957811
17.091,0.638738,6.168,20.4198,10/19/2020 14:57:04.137654
17.089,0.638728,6.170,20.4203,10/19/2020 14:57:05.326476
17.094,0.638734,6.166,20.4200,10/19/2020 14:57:06.521282
17.093,0.638724,6.167,20.4205,10/19/2020 14:57:07.590421
17.092,0.638723,6.167,20.4205,10/19/2020 14:57:08.873989
17.094,0.638721,6.166,20.4207,10/19/2020 14:57:10.059818
17.094,0.638722,6.165,20.4206,10/19/2020 14:57:11.253624
17.094,0.638708,6.166,20.4213,10/19/2020 14:57:12.461399
17.093,0.638701,6.166,20.4216,10/19/2020 14:57:13.629272
17.091,0.638704,6.168,20.4215,10/19/2020 14:57:14.827069
17.089,0.638697,6.170,20.4218,10/19/2020 14:57:16.016887
17.090,0.638696,6.168,20.4218,10/19/2020 14:57:17.201718
17.094,0.638698,6.165,20.4218,10/19/2020 14:57:18.385551
17.093,0.638684,6.166,20.4225,10/19/2020 14:57:19.565396
17.093,0.638683,6.166,20.4226,10/19/2020 14:57:20.758206
17.096,0.638680,6.163,20.4227,10/19/2020 14:57:21.929076
17.094,0.638674,6.165,20.4230,10/19/2020 14:57:23.120888
17.100,0.638672,6.160,20.4231,10/19/2020 14:57:24.310705
17.092,0.638663,6.167,20.4235,10/19/2020 14:57:25.495539
17.094,0.638661,6.165,20.4236,10/19/2020 14:57:26.674386
17.090,0.638657,6.169,20.4238,10/19/2020 14:57:27.884151
17.097,0.638658,6.162,20.4238,10/19/2020 14:57:29.061002
17.090,0.638654,6.168,20.4240,10/19/2020 14:57:30.232867
17.092,0.638649,6.166,20.4242,10/19/2020 14:57:31.437648
17.091,0.638639,6.167,20.4247,10/19/2020 14:57:32.606520
17.092,0.638641,6.166,20.4247,10/19/2020 14:57:33.797335
17.093,0.638638,6.165,20.4247,10/19/2020 14:57:34.900385
17.093,0.638632,6.166,20.4251,10/19/2020 14:57:36.170988
17.093,0.638625,6.165,20.4254,10/19/2020 14:57:37.352828
17.095,0.638617,6.164,20.4258,10/19/2020 14:57:38.548629
17.095,0.638620,6.164,20.4257,10/19/2020 14:57:39.752409
17.094,0.638616,6.164,20.4259,10/19/2020 14:57:40.925273
17.096,0.638609,6.163,20.4262,10/19/2020 14:57:42.105117
17.088,0.638614,6.169,20.4260,10/19/2020 14:57:43.289949
17.091,0.638599,6.167,20.4267,10/19/2020 14:57:44.374050
17.089,0.638593,6.168,20.4270,10/19/2020 14:57:45.658615
17.096,0.638589,6.162,20.4272,10/19/2020 14:57:46.867382
17.093,0.638584,6.165,20.4274,10/19/2020 14:57:48.045232
17.096,0.638576,6.162,20.4279,10/19/2020 14:57:49.225077
17.093,0.638575,6.165,20.4279,10/19/2020 14:57:50.307183
17.091,0.638574,6.166,20.4279,10/19/2020 14:57:51.613689
17.089,0.638564,6.168,20.4284,10/19/2020 14:57:52.777577
17.096,0.638560,6.162,20.4286,10/19/2020 14:57:53.862675
17.094,0.638550,6.164,20.4291,10/19/2020 14:57:55.162202
17.090,0.638549,6.167,20.4292,10/19/2020 14:57:56.362987
17.091,0.638542,6.166,20.4295,10/19/2020 14:57:57.437115
17.091,0.638538,6.166,20.4297,10/19/2020 14:57:58.712704
17.095,0.638544,6.163,20.4294,10/19/2020 14:57:59.800794
17.091,0.638531,6.166,20.4301,10/19/2020 14:58:01.020532
17.092,0.638539,6.165,20.4296,10/19/2020 14:58:02.195390
17.088,0.638528,6.169,20.4302,10/19/2020 14:58:03.476962
17.093,0.638518,6.164,20.4307,10/19/2020 14:58:04.572034
17.091,0.638515,6.166,20.4308,10/19/2020 14:58:05.853606
17.091,0.638515,6.166,20.4308,10/19/2020 14:58:07.038439
17.093,0.638513,6.164,20.4309,10/19/2020 14:58:08.116555
17.093,0.638510,6.164,20.4311,10/19/2020 14:58:09.399125
17.091,0.638499,6.166,20.4316,10/19/2020 14:58:10.579967
17.093,0.638500,6.164,20.4316,10/19/2020 14:58:11.772777
17.095,0.638495,6.162,20.4318,10/19/2020 14:58:12.964590
17.092,0.638498,6.165,20.4317,10/19/2020 14:58:14.047693
17.088,0.638487,6.168,20.4322,10/19/2020 14:58:15.725206
17.095,0.638489,6.162,20.4321,10/19/2020 14:58:16.556982
17.095,0.638481,6.162,20.4325,10/19/2020 14:58:17.727850
17.092,0.638472,6.164,20.4330,10/19/2020 14:58:18.809957
17.093,0.638464,6.164,20.4334,10/19/2020 14:58:20.000773
17.096,0.638461,6.161,20.4335,10/19/2020 14:58:21.179620
17.094,0.638461,6.163,20.4335,10/19/2020 14:58:22.487122
17.094,0.638452,6.163,20.4339,10/19/2020 14:58:23.682927
17.095,0.638442,6.161,20.4344,10/19/2020 14:58:24.857784
17.093,0.638451,6.163,20.4340,10/19/2020 14:58:26.034635
17.092,0.638443,6.164,20.4344,10/19/2020 14:58:27.225451
17.094,0.638432,6.162,20.4349,10/19/2020 14:58:28.291600
17.093,0.638428,6.163,20.4351,10/19/2020 14:58:29.582149
17.093,0.638424,6.163,20.4353,10/19/2020 14:58:30.776951
17.094,0.638416,6.162,20.4357,10/19/2020 14:58:31.973753
17.094,0.638411,6.162,20.4360,10/19/2020 14:58:33.161575
17.092,0.638414,6.164,20.4359,10/19/2020 14:58:34.345410
17.093,0.638402,6.163,20.4364,10/19/2020 14:58:35.535228
17.094,0.638391,6.162,20.4369,10/19/2020 14:58:36.614342
17.093,0.638396,6.163,20.4367,10/19/2020 14:58:37.793190
17.093,0.638383,6.162,20.4374,10/19/2020 14:58:39.085733
17.089,0.638376,6.167,20.4377,10/19/2020 14:58:40.268569
17.096,0.638373,6.160,20.4379,10/19/2020 14:58:41.476340
17.092,0.638368,6.164,20.4380,10/19/2020 14:58:42.642222
17.092,0.638358,6.164,20.4385,10/19/2020 14:58:43.842012
17.091,0.638363,6.164,20.4383,10/19/2020 14:58:45.017869
17.094,0.638351,6.162,20.4389,10/19/2020 14:58:46.108950
17.090,0.638349,6.165,20.4391,10/19/2020 14:58:47.398501
17.093,0.638346,6.162,20.4392,10/19/2020 14:58:48.577350
17.094,0.638343,6.162,20.4394,10/19/2020 14:58:49.777141
17.090,0.638332,6.165,20.4398,10/19/2020 14:58:50.828329
17.088,0.638320,6.167,20.4405,10/19/2020 14:58:52.055050
17.094,0.638316,6.161,20.4406,10/19/2020 14:58:53.212952
17.093,0.638315,6.163,20.4407,10/19/2020 14:58:54.400776
17.092,0.638299,6.163,20.4415,10/19/2020 14:58:55.690327
17.093,0.638289,6.162,20.4420,10/19/2020 14:58:56.770438
17.092,0.638286,6.163,20.4421,10/19/2020 14:58:58.076944
17.094,0.638295,6.161,20.4417,10/19/2020 14:58:59.265768
17.091,0.638289,6.163,20.4420,10/19/2020 14:59:00.444612
17.094,0.638276,6.161,20.4426,10/19/2020 14:59:01.644404
17.089,0.638277,6.165,20.4426,10/19/2020 14:59:02.842201
17.093,0.638272,6.162,20.4429,10/19/2020 14:59:03.913336
17.088,0.638266,6.166,20.4431,10/19/2020 14:59:05.180945
17.091,0.638259,6.163,20.4435,10/19/2020 14:59:06.393702
17.089,0.638253,6.165,20.4438,10/19/2020 14:59:07.568560
17.091,0.638248,6.163,20.4441,10/19/2020 14:59:08.764363
17.091,0.638241,6.163,20.4443,10/19/2020 14:59:09.826522
17.092,0.638240,6.162,20.4444,10/19/2020 14:59:11.014347
17.094,0.638228,6.161,20.4450,10/19/2020 14:59:12.204163
17.092,0.638221,6.162,20.4453,10/19/2020 14:59:13.506680
17.090,0.638228,6.164,20.4450,10/19/2020 14:59:14.677550
17.092,0.638217,6.162,20.4456,10/19/2020 14:59:15.865373
17.089,0.638211,6.164,20.4458,10/19/2020 14:59:17.068156
17.091,0.638213,6.163,20.4457,10/19/2020 14:59:18.258971
17.097,0.638199,6.157,20.4465,10/19/2020 14:59:19.441808
17.094,0.638205,6.160,20.4461,10/19/2020 14:59:20.621652
17.093,0.638191,6.161,20.4468,10/19/2020 14:59:21.840394
17.094,0.638186,6.160,20.4471,10/19/2020 14:59:23.001288
17.094,0.638178,6.160,20.4475,10/19/2020 14:59:24.209058
17.094,0.638169,6.160,20.4479,10/19/2020 14:59:25.265233
17.089,0.638168,6.164,20.4480,10/19/2020 14:59:26.459042
17.091,0.638155,6.163,20.4486,10/19/2020 14:59:27.765547
17.091,0.638158,6.162,20.4485,10/19/2020 14:59:28.943397
17.092,0.638148,6.161,20.4489,10/19/2020 14:59:30.108281
17.091,0.638138,6.162,20.4494,10/19/2020 14:59:31.308074
17.092,0.638134,6.161,20.4496,10/19/2020 14:59:32.505870
17.088,0.638131,6.164,20.4498,10/19/2020 14:59:34.007853
17.089,0.638122,6.163,20.4502,10/19/2020 14:59:34.867553
17.089,0.638119,6.163,20.4504,10/19/2020 14:59:35.928714
17.095,0.638112,6.158,20.4507,10/19/2020 14:59:37.152443
17.089,0.638106,6.163,20.4510,10/19/2020 14:59:38.324310
17.095,0.638107,6.158,20.4510,10/19/2020 14:59:39.614857
17.090,0.638100,6.163,20.4513,10/19/2020 14:59:40.804677
17.090,0.638095,6.163,20.4516,10/19/2020 14:59:41.897754
17.088,0.638086,6.164,20.4520,10/19/2020 14:59:43.166360
17.087,0.638086,6.165,20.4520,10/19/2020 14:59:44.358174
17.090,0.638082,6.163,20.4522,10/19/2020 14:59:45.536023
17.088,0.638075,6.164,20.4526,10/19/2020 14:59:46.741799
17.086,0.638066,6.166,20.4530,10/19/2020 14:59:47.811938
17.089,0.638054,6.163,20.4536,10/19/2020 14:59:49.101488
17.091,0.638055,6.162,20.4535,10/19/2020 14:59:50.294298
17.090,0.638044,6.162,20.4541,10/19/2020 14:59:51.479129
17.093,0.638042,6.160,20.4542,10/19/2020 14:59:52.673935
17.086,0.638041,6.165,20.4543,10/19/2020 14:59:53.862755
17.090,0.638035,6.162,20.4545,10/19/2020 14:59:55.034620
17.090,0.638027,6.162,20.4549,10/19/2020 14:59:56.219453
17.090,0.638018,6.162,20.4554,10/19/2020 14:59:57.409270
17.091,0.638020,6.161,20.4553,10/19/2020 14:59:58.605073
17.094,0.638007,6.158,20.4559,10/19/2020 14:59:59.783920
17.089,0.638009,6.163,20.4558,10/19/2020 15:00:00.848074
17.091,0.637995,6.161,20.4565,10/19/2020 15:00:02.050857
17.086,0.637989,6.165,20.4568,10/19/2020 15:00:03.231699
17.087,0.637980,6.164,20.4573,10/19/2020 15:00:04.533219
17.092,0.637969,6.159,20.4578,10/19/2020 15:00:05.593383
17.091,0.637969,6.160,20.4578,10/19/2020 15:00:06.912856
17.088,0.637961,6.163,20.4582,10/19/2020 15:00:08.094694
17.088,0.637958,6.162,20.4583,10/19/2020 15:00:09.290495
17.091,0.637948,6.160,20.4588,10/19/2020 15:00:10.448399
17.088,0.637936,6.162,20.4594,10/19/2020 15:00:11.660159
17.087,0.637935,6.163,20.4595,10/19/2020 15:00:12.845988
17.091,0.637924,6.160,20.4600,10/19/2020 15:00:14.035806
17.095,0.637920,6.157,20.4602,10/19/2020 15:00:15.644504
17.089,0.637920,6.162,20.4602,10/19/2020 15:00:16.360588
17.086,0.637897,6.164,20.4613,10/19/2020 15:00:17.563371
17.090,0.637897,6.161,20.4613,10/19/2020 15:00:18.675398
17.093,0.637894,6.158,20.4615,10/19/2020 15:00:19.920068
17.089,0.637882,6.161,20.4621,10/19/2020 15:00:21.007161
17.087,0.637886,6.163,20.4619,10/19/2020 15:00:22.311671
17.093,0.637879,6.158,20.4623,10/19/2020 15:00:23.480547
17.087,0.637866,6.162,20.4629,10/19/2020 15:00:24.680338
17.087,0.637867,6.163,20.4628,10/19/2020 15:00:25.884119
17.091,0.637861,6.160,20.4631,10/19/2020 15:00:27.047008
17.090,0.637852,6.160,20.4636,10/19/2020 15:00:28.233835
17.090,0.637844,6.160,20.4640,10/19/2020 15:00:29.346857
17.087,0.637841,6.162,20.4642,10/19/2020 15:00:30.605494
17.090,0.637840,6.160,20.4642,10/19/2020 15:00:31.803289
17.085,0.637826,6.164,20.4649,10/19/2020 15:00:32.983133
17.092,0.637820,6.158,20.4651,10/19/2020 15:00:34.083192
17.088,0.637820,6.161,20.4652,10/19/2020 15:00:35.352796
17.092,0.637819,6.158,20.4652,10/19/2020 15:00:36.528653
17.087,0.637804,6.162,20.4659,10/19/2020 15:00:37.724455
17.091,0.637796,6.159,20.4664,10/19/2020 15:00:38.930234
17.092,0.637791,6.158,20.4666,10/19/2020 15:00:40.101098
17.090,0.637787,6.159,20.4668,10/19/2020 15:00:41.271968
17.089,0.637779,6.160,20.4672,10/19/2020 15:00:42.389978
17.090,0.637772,6.160,20.4675,10/19/2020 15:00:43.564835
17.087,0.637770,6.161,20.4676,10/19/2020 15:00:44.777593
17.089,0.637765,6.160,20.4679,10/19/2020 15:00:46.028247
17.092,0.637750,6.157,20.4686,10/19/2020 15:00:47.233024
17.087,0.637745,6.161,20.4689,10/19/2020 15:00:48.404892
17.092,0.637746,6.157,20.4688,10/19/2020 15:00:49.620640
17.088,0.637734,6.160,20.4694,10/19/2020 15:00:50.779541
17.087,0.637729,6.161,20.4697,10/19/2020 15:00:51.980329
17.091,0.637713,6.158,20.4704,10/19/2020 15:00:53.159178
17.091,0.637703,6.158,20.4709,10/19/2020 15:00:54.327054
17.088,0.637700,6.160,20.4711,10/19/2020 15:00:55.519866
17.093,0.637701,6.156,20.4711,10/19/2020 15:00:56.700708
17.094,0.637693,6.155,20.4714,10/19/2020 15:00:57.808742
17.087,0.637687,6.161,20.4717,10/19/2020 15:00:59.094305
17.086,0.637677,6.161,20.4723,10/19/2020 15:01:00.154469
17.083,0.637670,6.164,20.4726,10/19/2020 15:01:01.348276
17.090,0.637668,6.159,20.4727,10/19/2020 15:01:02.646803
17.090,0.637662,6.158,20.4730,10/19/2020 15:01:03.834628
17.087,0.637657,6.161,20.4732,10/19/2020 15:01:05.019459
17.086,0.637645,6.162,20.4738,10/19/2020 15:01:06.184344
17.086,0.637643,6.161,20.4739,10/19/2020 15:01:07.408071
17.085,0.637636,6.162,20.4743,10/19/2020 15:01:08.578938
17.089,0.637629,6.158,20.4746,10/19/2020 15:01:09.767760
17.091,0.637625,6.157,20.4749,10/19/2020 15:01:10.954585
17.092,0.637613,6.156,20.4754,10/19/2020 15:01:12.047662
17.089,0.637613,6.159,20.4754,10/19/2020 15:01:13.328238
17.092,0.637608,6.156,20.4756,10/19/2020 15:01:14.511074
17.088,0.637601,6.159,20.4760,10/19/2020 15:01:15.696905
17.091,0.637592,6.156,20.4764,10/19/2020 15:01:17.185922
17.091,0.637584,6.156,20.4768,10/19/2020 15:01:18.069559
17.087,0.637583,6.160,20.4769,10/19/2020 15:01:19.280322
17.092,0.637569,6.156,20.4776,10/19/2020 15:01:20.450193
17.088,0.637564,6.159,20.4778,10/19/2020 15:01:21.526314
17.090,0.637553,6.157,20.4783,10/19/2020 15:01:22.814870
17.087,0.637548,6.159,20.4786,10/19/2020 15:01:23.992718
17.088,0.637535,6.158,20.4792,10/19/2020 15:01:25.080807
17.090,0.637535,6.157,20.4792,10/19/2020 15:01:26.378338
17.088,0.637527,6.158,20.4796,10/19/2020 15:01:27.573145
17.093,0.637530,6.154,20.4795,10/19/2020 15:01:28.747002
17.082,0.637510,6.164,20.4805,10/19/2020 15:01:29.923854
17.088,0.637505,6.158,20.4807,10/19/2020 15:01:31.114672
17.093,0.637508,6.154,20.4806,10/19/2020 15:01:32.311471
17.087,0.637488,6.159,20.4816,10/19/2020 15:01:33.506275
17.088,0.637479,6.158,20.4821,10/19/2020 15:01:34.674151
17.088,0.637477,6.158,20.4821,10/19/2020 15:01:35.886910
17.088,0.637471,6.158,20.4824,10/19/2020 15:01:37.066754
17.088,0.637462,6.158,20.4829,10/19/2020 15:01:38.246597
17.094,0.637447,6.153,20.4836,10/19/2020 15:01:39.427440
17.087,0.637447,6.159,20.4836,10/19/2020 15:01:40.623241
17.092,0.637445,6.154,20.4837,10/19/2020 15:01:41.833007
17.085,0.637433,6.160,20.4843,10/19/2020 15:01:42.979940
17.092,0.637431,6.154,20.4844,10/19/2020 15:01:44.073018
17.089,0.637428,6.157,20.4845,10/19/2020 15:01:45.265828
17.087,0.637419,6.158,20.4850,10/19/2020 15:01:46.471602
17.094,0.637412,6.152,20.4854,10/19/2020 15:01:47.747191
17.091,0.637406,6.155,20.4856,10/19/2020 15:01:48.921050
17.087,0.637398,6.158,20.4861,10/19/2020 15:01:50.122838
17.094,0.637389,6.152,20.4865,10/19/2020 15:01:51.308666
17.087,0.637390,6.158,20.4865,10/19/2020 15:01:52.393765
17.089,0.637382,6.156,20.4868,10/19/2020 15:01:53.684313
17.083,0.637368,6.161,20.4875,10/19/2020 15:01:54.761433
17.091,0.637366,6.154,20.4876,10/19/2020 15:01:56.046994
17.085,0.637362,6.159,20.4878,10/19/2020 15:01:57.234818
17.090,0.637343,6.155,20.4887,10/19/2020 15:01:58.314929
17.090,0.637342,6.155,20.4888,10/19/2020 15:01:59.606475
17.089,0.637332,6.156,20.4893,10/19/2020 15:02:00.788314
17.086,0.637325,6.158,20.4896,10/19/2020 15:02:01.966164
17.089,0.637319,6.155,20.4899,10/19/2020 15:02:03.171940
17.089,0.637310,6.155,20.4904,10/19/2020 15:02:04.364749
17.085,0.637301,6.158,20.4908,10/19/2020 15:02:05.543598
17.087,0.637302,6.157,20.4908,10/19/2020 15:02:06.735410
17.084,0.637293,6.160,20.4912,10/19/2020 15:02:07.935202
17.087,0.637288,6.157,20.4915,10/19/2020 15:02:09.125021
17.087,0.637279,6.157,20.4919,10/19/2020 15:02:10.292895
17.085,0.637271,6.158,20.4923,10/19/2020 15:02:11.383977
17.090,0.637267,6.154,20.4925,10/19/2020 15:02:12.665550
17.085,0.637261,6.158,20.4928,10/19/2020 15:02:13.746659
17.088,0.637255,6.155,20.4931,10/19/2020 15:02:15.477032
17.087,0.637248,6.157,20.4934,10/19/2020 15:02:16.221043
17.088,0.637242,6.155,20.4938,10/19/2020 15:02:17.317111
17.086,0.637234,6.157,20.4941,10/19/2020 15:02:18.627606
17.086,0.637224,6.157,20.4946,10/19/2020 15:02:19.792491
17.086,0.637220,6.157,20.4948,10/19/2020 15:02:20.870608
17.087,0.637208,6.156,20.4954,10/19/2020 15:02:22.146197
17.087,0.637203,6.156,20.4957,10/19/2020 15:02:23.343994
17.084,0.637207,6.159,20.4955,10/19/2020 15:02:24.533812
17.087,0.637192,6.156,20.4962,10/19/2020 15:02:25.722631
17.087,0.637176,6.156,20.4970,10/19/2020 15:02:26.922424
17.086,0.637173,6.156,20.4972,10/19/2020 15:02:28.085315
17.090,0.637166,6.153,20.4975,10/19/2020 15:02:29.265159
17.086,0.637153,6.156,20.4981,10/19/2020 15:02:30.453978
17.089,0.637153,6.153,20.4982,10/19/2020 15:02:31.633824
17.083,0.637142,6.159,20.4987,10/19/2020 15:02:32.837604
17.088,0.637135,6.154,20.4991,10/19/2020 15:02:33.921705
17.084,0.637131,6.157,20.4992,10/19/2020 15:02:35.194302
17.089,0.637128,6.153,20.4994,10/19/2020 15:02:36.373149
17.089,0.637122,6.153,20.4997,10/19/2020 15:02:37.482184
17.084,0.637116,6.158,20.5000,10/19/2020 15:02:38.761761
17.087,0.637108,6.155,20.5004,10/19/2020 15:02:39.958560
17.089,0.637096,6.153,20.5009,10/19/2020 15:02:41.141397
17.086,0.637090,6.156,20.5013,10/19/2020 15:02:42.333209
17.090,0.637079,6.152,20.5018,10/19/2020 15:02:43.512055
17.089,0.637080,6.153,20.5018,10/19/2020 15:02:44.602142
17.079,0.637071,6.161,20.5022,10/19/2020 15:02:45.874738
17.081,0.637059,6.160,20.5028,10/19/2020 15:02:46.958840
17.090,0.637056,6.152,20.5029,10/19/2020 15:02:48.257367
17.086,0.637050,6.155,20.5032,10/19/2020 15:02:49.450176
17.085,0.637038,6.156,20.5039,10/19/2020 15:02:50.645979
17.084,0.637029,6.157,20.5042,10/19/2020 15:02:51.810864
17.083,0.637024,6.157,20.5045,10/19/2020 15:02:53.010654
17.086,0.637016,6.155,20.5049,10/19/2020 15:02:54.197481
17.085,0.637006,6.155,20.5054,10/19/2020 15:02:55.369347
