timestamp,status,latitude,latitude_direction,longitude,longitude_direction,speed_over_ground,true_course,date,magnetic_variation,magnetic_variation_direction,mode_indicator,datetime
171340.00,A,42.526286666666664,N,-70.86887666666667,W,0.4,200.4,221020,14.9,W,D,10/22/2020 17:13:40.951186
171341.00,A,42.526285,N,-70.86887833333333,W,0.3,199.8,221020,14.9,W,D,10/22/2020 17:13:43.105425
171342.00,A,42.526285,N,-70.86888,W,0.2,199.6,221020,14.9,W,D,10/22/2020 17:13:43.755686
171343.00,A,42.526285,N,-70.86888,W,0.1,199.4,221020,14.9,W,D,10/22/2020 17:13:44.181547
171344.00,A,42.52628333333333,N,-70.86888166666667,W,0.1,199.6,221020,14.9,W,D,10/22/2020 17:13:44.952487
171345.00,A,42.52628333333333,N,-70.86888166666667,W,0.1,200.1,221020,14.9,W,D,10/22/2020 17:13:45.952811
171346.00,A,42.52628333333333,N,-70.86888333333333,W,0.0,207.0,221020,14.9,W,D,10/22/2020 17:13:46.951142
171347.00,A,42.52628333333333,N,-70.86888333333333,W,0.0,225.8,221020,14.9,W,D,10/22/2020 17:13:47.950471
171348.00,A,42.52628166666667,N,-70.86888333333333,W,0.0,226.6,221020,14.9,W,D,10/22/2020 17:13:48.950796
171349.00,A,42.52628166666667,N,-70.86888333333333,W,0.0,300.0,221020,14.9,W,D,10/22/2020 17:13:49.951119
171350.00,A,42.52628166666667,N,-70.86888333333333,W,0.0,208.7,221020,14.9,W,D,10/22/2020 17:13:50.950450
171351.00,A,42.52628166666667,N,-70.86888333333333,W,0.1,203.1,221020,14.9,W,D,10/22/2020 17:13:51.950777
171352.00,A,42.52628166666667,N,-70.86888333333333,W,0.2,201.2,221020,14.9,W,D,10/22/2020 17:13:52.951098
171353.00,A,42.52628166666667,N,-70.86888333333333,W,0.2,199.6,221020,14.9,W,D,10/22/2020 17:13:53.951424
171354.00,A,42.52628166666667,N,-70.86888333333333,W,0.2,201.0,221020,14.9,W,D,10/22/2020 17:13:54.950751
171355.00,A,42.52628166666667,N,-70.86888166666667,W,0.3,200.1,221020,14.9,W,D,10/22/2020 17:13:55.954069
171356.00,A,42.52628166666667,N,-70.86888166666667,W,0.4,197.5,221020,14.9,W,D,10/22/2020 17:13:56.951401
171357.00,A,42.52628166666667,N,-70.86888166666667,W,0.4,197.0,221020,14.9,W,D,10/22/2020 17:13:57.950730
171358.00,A,42.52628,N,-70.86888166666667,W,0.5,194.8,221020,14.9,W,D,10/22/2020 17:13:58.950057
171359.00,A,42.52628,N,-70.86888166666667,W,0.6,197.4,221020,14.9,W,D,10/22/2020 17:13:59.951381
171400.00,A,42.52628,N,-70.86888333333333,W,0.8,201.2,221020,14.9,W,D,10/22/2020 17:14:00.951704
171401.00,A,42.52627833333333,N,-70.86888166666667,W,0.9,207.5,221020,14.9,W,D,10/22/2020 17:14:01.954025
171402.00,A,42.52627833333333,N,-70.86888166666667,W,1.1,213.1,221020,14.9,W,D,10/22/2020 17:14:02.951358
171403.00,A,42.52627833333333,N,-70.86888166666667,W,1.1,216.2,221020,14.9,W,D,10/22/2020 17:14:03.951683
171404.00,A,42.526273333333336,N,-70.868885,W,1.1,214.8,221020,14.9,W,D,10/22/2020 17:14:04.954003
171405.00,A,42.526266666666665,N,-70.86888833333333,W,1.1,212.6,221020,14.9,W,D,10/22/2020 17:14:05.951336
171406.00,A,42.52625833333333,N,-70.868895,W,1.3,215.6,221020,14.9,W,D,10/22/2020 17:14:06.986569
171407.00,A,42.526246666666665,N,-70.868905,W,1.6,217.3,221020,14.9,W,D,10/22/2020 17:14:07.949991
171408.00,A,42.52623166666667,N,-70.86892,W,2.0,218.7,221020,14.9,W,D,10/22/2020 17:14:08.951314
171409.00,A,42.526215,N,-70.86893333333333,W,2.3,217.8,221020,14.9,W,D,10/22/2020 17:14:09.951639
171410.00,A,42.5262,N,-70.868945,W,2.6,218.1,221020,14.9,W,D,10/22/2020 17:14:10.952961
171411.00,A,42.526185,N,-70.86896,W,2.8,218.8,221020,14.9,W,D,10/22/2020 17:14:11.951294
171413.00,A,42.526155,N,-70.86898833333333,W,2.7,216.5,221020,14.9,W,D,10/22/2020 17:14:13.950944
171414.00,A,42.52614,N,-70.86900166666666,W,2.6,215.7,221020,14.9,W,D,10/22/2020 17:14:14.951270
171415.00,A,42.52612833333333,N,-70.86901,W,2.6,214.8,221020,14.9,W,D,10/22/2020 17:14:15.951595
171416.00,A,42.526115,N,-70.86902,W,2.5,214.6,221020,14.9,W,D,10/22/2020 17:14:16.951920
171417.00,A,42.526105,N,-70.86902833333333,W,2.4,213.7,221020,14.9,W,D,10/22/2020 17:14:17.952246
171418.00,A,42.52609666666667,N,-70.86903333333333,W,2.2,213.5,221020,14.9,W,D,10/22/2020 17:14:18.951573
171419.00,A,42.526088333333334,N,-70.86903833333334,W,1.9,213.4,221020,14.9,W,D,10/22/2020 17:14:19.951898
171420.00,A,42.526085,N,-70.86904333333334,W,1.6,213.9,221020,14.9,W,D,10/22/2020 17:14:20.951227
171421.00,A,42.52608166666667,N,-70.86904833333334,W,1.3,213.8,221020,14.9,W,D,10/22/2020 17:14:22.016379
171422.00,A,42.52607833333333,N,-70.869055,W,1.3,214.9,221020,14.9,W,D,10/22/2020 17:14:22.954869
171423.00,A,42.52607166666667,N,-70.86905833333333,W,1.3,215.3,221020,14.9,W,D,10/22/2020 17:14:23.952201
171424.00,A,42.526066666666665,N,-70.86906,W,1.5,215.5,221020,14.9,W,D,10/22/2020 17:14:24.951531
171425.00,A,42.52605666666667,N,-70.86907333333333,W,1.7,214.9,221020,14.9,W,D,10/22/2020 17:14:25.951856
171426.00,A,42.526046666666666,N,-70.86908,W,1.8,214.1,221020,14.9,W,D,10/22/2020 17:14:26.952179
171427.00,A,42.526041666666664,N,-70.86908333333334,W,1.9,213.6,221020,14.9,W,D,10/22/2020 17:14:27.952505
171428.00,A,42.52603333333333,N,-70.86908833333334,W,2.0,213.2,221020,14.9,W,D,10/22/2020 17:14:28.953828
171429.00,A,42.526028333333336,N,-70.86909666666666,W,2.0,212.9,221020,14.9,W,D,10/22/2020 17:14:29.952157
171430.00,A,42.52601833333333,N,-70.869105,W,1.8,212.6,221020,14.9,W,D,10/22/2020 17:14:30.951489
171431.00,A,42.52601833333333,N,-70.86911166666667,W,1.5,212.2,221020,14.9,W,D,10/22/2020 17:14:31.951810
171432.00,A,42.526015,N,-70.86911333333333,W,1.1,209.0,221020,14.9,W,D,10/22/2020 17:14:32.954130
171433.00,A,42.526015,N,-70.86911333333333,W,0.8,211.3,221020,14.9,W,D,10/22/2020 17:14:33.952461
171434.00,A,42.526015,N,-70.86911166666667,W,0.9,215.1,221020,14.9,W,D,10/22/2020 17:14:34.952786
171435.00,A,42.52601166666667,N,-70.86911666666667,W,0.9,218.1,221020,14.9,W,D,10/22/2020 17:14:35.953111
171436.00,A,42.52600833333333,N,-70.86912166666667,W,1.1,219.9,221020,14.9,W,D,10/22/2020 17:14:36.954433
171437.00,A,42.526003333333335,N,-70.86912833333334,W,1.5,222.2,221020,14.9,W,D,10/22/2020 17:14:37.950770
171438.00,A,42.52599166666667,N,-70.86913833333334,W,2.0,220.4,221020,14.9,W,D,10/22/2020 17:14:38.952092
171439.00,A,42.52597333333333,N,-70.86915166666667,W,2.5,217.4,221020,14.9,W,D,10/22/2020 17:14:39.952417
171440.00,A,42.52596166666667,N,-70.86916666666667,W,2.8,217.3,221020,14.9,W,D,10/22/2020 17:14:40.952742
171441.00,A,42.52595,N,-70.86917666666666,W,2.9,214.8,221020,14.9,W,D,10/22/2020 17:14:41.952071
171442.00,A,42.52594,N,-70.86918666666666,W,2.8,212.6,221020,14.9,W,D,10/22/2020 17:14:42.952395
171443.00,A,42.52592833333333,N,-70.869195,W,2.8,210.5,221020,14.9,W,D,10/22/2020 17:14:43.952721
171444.00,A,42.525911666666666,N,-70.86920333333333,W,2.9,208.0,221020,14.9,W,D,10/22/2020 17:14:44.952049
171445.00,A,42.52590166666667,N,-70.86920833333333,W,2.9,207.6,221020,14.9,W,D,10/22/2020 17:14:45.952373
171446.00,A,42.52589,N,-70.869215,W,2.8,207.6,221020,14.9,W,D,10/22/2020 17:14:46.952698
171447.00,A,42.52587833333333,N,-70.86922,W,2.8,206.2,221020,14.9,W,D,10/22/2020 17:14:47.952027
171448.00,A,42.525865,N,-70.86922833333334,W,2.8,206.9,221020,14.9,W,D,10/22/2020 17:14:48.952351
171449.00,A,42.52585333333333,N,-70.86923333333333,W,2.8,207.5,221020,14.9,W,D,10/22/2020 17:14:49.952677
171450.00,A,42.52584,N,-70.86924,W,2.8,207.6,221020,14.9,W,D,10/22/2020 17:14:50.953002
171451.00,A,42.525823333333335,N,-70.86925,W,3.0,207.5,221020,14.9,W,D,10/22/2020 17:14:51.952329
171452.00,A,42.52580666666667,N,-70.86926166666667,W,2.9,207.1,221020,14.9,W,D,10/22/2020 17:14:52.952654
171453.00,A,42.5258,N,-70.86926666666666,W,2.7,207.3,221020,14.9,W,D,10/22/2020 17:14:53.952979
171454.00,A,42.52579166666666,N,-70.86927333333334,W,2.3,207.4,221020,14.9,W,D,10/22/2020 17:14:54.952307
171455.00,A,42.52578666666667,N,-70.86927833333333,W,1.9,207.4,221020,14.9,W,D,10/22/2020 17:14:55.952634
171456.00,A,42.525785,N,-70.86928,W,1.5,207.0,221020,14.9,W,D,10/22/2020 17:14:56.952959
171457.00,A,42.52578333333334,N,-70.86928166666667,W,1.3,205.2,221020,14.9,W,D,10/22/2020 17:14:58.203615
171458.00,A,42.525778333333335,N,-70.86928166666667,W,1.2,203.8,221020,14.9,W,D,10/22/2020 17:14:58.952612
171459.00,A,42.52577333333333,N,-70.86928333333333,W,1.1,203.7,221020,14.9,W,D,10/22/2020 17:14:59.952937
171500.00,A,42.52576666666667,N,-70.86928666666667,W,1.2,200.7,221020,14.9,W,D,10/22/2020 17:15:00.953283
171501.00,A,42.52576,N,-70.86929166666667,W,1.3,202.7,221020,14.9,W,D,10/22/2020 17:15:01.952589
171502.00,A,42.525753333333334,N,-70.869295,W,1.3,202.0,221020,14.9,W,D,10/22/2020 17:15:02.952914
171503.00,A,42.52574833333333,N,-70.86930166666667,W,1.5,204.5,221020,14.9,W,D,10/22/2020 17:15:03.953239
171504.00,A,42.525745,N,-70.86930666666666,W,1.3,204.8,221020,14.9,W,D,10/22/2020 17:15:04.952568
171505.00,A,42.52574333333333,N,-70.86931166666666,W,1.3,204.8,221020,14.9,W,D,10/22/2020 17:15:05.953892
171506.00,A,42.52574333333333,N,-70.869315,W,1.0,205.5,221020,14.9,W,D,10/22/2020 17:15:06.955212
171507.00,A,42.52574166666667,N,-70.86931833333334,W,0.6,206.7,221020,14.9,W,D,10/22/2020 17:15:07.952548
171508.00,A,42.52574,N,-70.86932166666666,W,0.6,206.8,221020,14.9,W,D,10/22/2020 17:15:08.952870
171509.00,A,42.52574,N,-70.86932333333333,W,0.6,211.6,221020,14.9,W,D,10/22/2020 17:15:09.953197
171510.00,A,42.52573833333334,N,-70.86932833333333,W,0.8,211.0,221020,14.9,W,D,10/22/2020 17:15:10.953520
171511.00,A,42.525735,N,-70.86933,W,0.9,208.7,221020,14.9,W,D,10/22/2020 17:15:11.952849
171512.00,A,42.52572833333333,N,-70.86933333333333,W,1.0,207.3,221020,14.9,W,D,10/22/2020 17:15:12.953174
171513.00,A,42.52572333333333,N,-70.86933666666667,W,0.9,205.4,221020,14.9,W,D,10/22/2020 17:15:13.953500
171514.00,A,42.52571666666667,N,-70.86934166666667,W,0.6,204.3,221020,14.9,W,D,10/22/2020 17:15:14.953824
171515.00,A,42.52571,N,-70.86934333333333,W,0.5,200.5,221020,14.9,W,D,10/22/2020 17:15:15.953152
171516.00,A,42.52571,N,-70.86934333333333,W,0.4,205.0,221020,14.9,W,D,10/22/2020 17:15:16.953477
171517.00,A,42.52570333333333,N,-70.86934166666667,W,0.3,207.5,221020,14.9,W,D,10/22/2020 17:15:17.953801
171518.00,A,42.52570166666667,N,-70.86933666666667,W,0.2,206.7,221020,14.9,W,D,10/22/2020 17:15:18.953129
171519.00,A,42.52570166666667,N,-70.86933666666667,W,0.3,213.3,221020,14.9,W,D,10/22/2020 17:15:19.953461
171520.00,A,42.52570166666667,N,-70.86933833333333,W,0.2,207.9,221020,14.9,W,D,10/22/2020 17:15:20.953783
171521.00,A,42.52569833333333,N,-70.86934,W,0.2,208.3,221020,14.9,W,D,10/22/2020 17:15:21.953107
171522.00,A,42.52569666666667,N,-70.86934166666667,W,0.1,212.6,221020,14.9,W,D,10/22/2020 17:15:22.956425
171523.00,A,42.52569333333334,N,-70.86934333333333,W,0.1,211.3,221020,14.9,W,D,10/22/2020 17:15:24.023573
171524.00,A,42.52569166666667,N,-70.86934166666667,W,0.1,210.7,221020,14.9,W,D,10/22/2020 17:15:24.954083
171525.00,A,42.52569,N,-70.86934,W,0.1,219.0,221020,14.9,W,D,10/22/2020 17:15:25.953410
171526.00,A,42.52569,N,-70.86933666666667,W,0.0,214.0,221020,14.9,W,D,10/22/2020 17:15:26.953737
171527.00,A,42.52569,N,-70.869335,W,0.0,185.7,221020,14.9,W,D,10/22/2020 17:15:27.954065
171528.00,A,42.52569166666667,N,-70.869335,W,0.0,202.1,221020,14.9,W,D,10/22/2020 17:15:28.953389
171529.00,A,42.52569166666667,N,-70.869335,W,0.0,217.9,221020,14.9,W,D,10/22/2020 17:15:29.953714
171530.00,A,42.52569166666667,N,-70.86933333333333,W,0.0,233.1,221020,14.9,W,D,10/22/2020 17:15:30.955040
171531.00,A,42.52569166666667,N,-70.86933333333333,W,0.0,248.0,221020,14.9,W,D,10/22/2020 17:15:31.953367
171532.00,A,42.52569166666667,N,-70.86933333333333,W,0.0,100.7,221020,14.9,W,D,10/22/2020 17:15:32.953692
171533.00,A,42.52569333333334,N,-70.86933333333333,W,0.0,104.4,221020,14.9,W,D,10/22/2020 17:15:33.954017
171534.00,A,42.525695,N,-70.86933166666667,W,0.0,29.4,221020,14.9,W,D,10/22/2020 17:15:34.953345
171535.00,A,42.525695,N,-70.86933166666667,W,0.0,11.4,221020,14.9,W,D,10/22/2020 17:15:35.953671
171536.00,A,42.525695,N,-70.86933166666667,W,0.0,326.5,221020,14.9,W,D,10/22/2020 17:15:36.953995
171537.00,A,42.525695,N,-70.86933166666667,W,0.0,352.8,221020,14.9,W,D,10/22/2020 17:15:37.954320
171538.00,A,42.525695,N,-70.86933,W,0.0,332.5,221020,14.9,W,D,10/22/2020 17:15:38.955643
171539.00,A,42.525695,N,-70.86933,W,0.0,9.8,221020,14.9,W,D,10/22/2020 17:15:39.953974
171540.00,A,42.52569666666667,N,-70.86932833333333,W,0.0,327.2,221020,14.9,W,D,10/22/2020 17:15:40.954298
171541.00,A,42.52569666666667,N,-70.86932833333333,W,0.0,2.9,221020,14.9,W,D,10/22/2020 17:15:41.953626
171542.00,A,42.52569833333333,N,-70.86932666666667,W,0.0,328.3,221020,14.9,W,D,10/22/2020 17:15:42.954947
171543.00,A,42.52569833333333,N,-70.86932666666667,W,0.0,330.8,221020,14.9,W,D,10/22/2020 17:15:43.954276
171544.00,A,42.52569666666667,N,-70.86932666666667,W,0.0,331.3,221020,14.9,W,D,10/22/2020 17:15:44.954601
171545.00,A,42.52569666666667,N,-70.869325,W,0.0,331.5,221020,14.9,W,D,10/22/2020 17:15:45.953930
171546.00,A,42.52569666666667,N,-70.869325,W,0.0,355.0,221020,14.9,W,D,10/22/2020 17:15:46.954255
171547.00,A,42.525695,N,-70.869325,W,0.0,337.6,221020,14.9,W,D,10/22/2020 17:15:47.954580
171548.00,A,42.525695,N,-70.86932666666667,W,0.0,336.8,221020,14.9,W,D,10/22/2020 17:15:48.953908
171549.00,A,42.525695,N,-70.86932833333333,W,0.0,336.2,221020,14.9,W,D,10/22/2020 17:15:49.972185
171550.00,A,42.52569666666667,N,-70.86933,W,0.0,348.7,221020,14.9,W,D,10/22/2020 17:15:50.954558
171551.00,A,42.52569666666667,N,-70.86933,W,0.0,326.7,221020,14.9,W,D,10/22/2020 17:15:51.954883
171552.00,A,42.52569833333333,N,-70.86933333333333,W,0.0,346.9,221020,14.9,W,D,10/22/2020 17:15:52.954212
171553.00,A,42.52569833333333,N,-70.869335,W,0.0,337.2,221020,14.9,W,D,10/22/2020 17:15:53.954538
171554.00,A,42.5257,N,-70.86933666666667,W,0.0,352.2,221020,14.9,W,D,10/22/2020 17:15:54.954862
171555.00,A,42.5257,N,-70.86933666666667,W,0.0,342.8,221020,14.9,W,D,10/22/2020 17:15:55.954190
171556.00,A,42.5257,N,-70.86934,W,0.0,338.5,221020,14.9,W,D,10/22/2020 17:15:56.954515
171557.00,A,42.52570166666667,N,-70.86934166666667,W,0.0,353.2,221020,14.9,W,D,10/22/2020 17:15:57.956834
171558.00,A,42.52570166666667,N,-70.86934333333333,W,0.0,9.1,221020,14.9,W,D,10/22/2020 17:15:58.954171
171559.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,358.2,221020,14.9,W,D,10/22/2020 17:15:59.954492
171600.00,A,42.52570333333333,N,-70.869345,W,0.0,358.3,221020,14.9,W,D,10/22/2020 17:16:00.954818
171602.00,A,42.52570333333333,N,-70.869345,W,0.0,12.1,221020,14.9,W,D,10/22/2020 17:16:02.954476
171603.00,A,42.52570333333333,N,-70.869345,W,0.0,6.2,221020,14.9,W,D,10/22/2020 17:16:03.954797
171604.00,A,42.52570333333333,N,-70.86934666666667,W,0.0,332.3,221020,14.9,W,D,10/22/2020 17:16:05.011970
171605.00,A,42.52570333333333,N,-70.86934666666667,W,0.0,308.1,221020,14.9,W,D,10/22/2020 17:16:05.955446
171606.00,A,42.52570166666667,N,-70.86934833333333,W,0.0,317.1,221020,14.9,W,D,10/22/2020 17:16:06.956768
171607.00,A,42.52570166666667,N,-70.86934666666667,W,0.0,329.3,221020,14.9,W,D,10/22/2020 17:16:07.955098
171608.00,A,42.52570166666667,N,-70.86934666666667,W,0.1,320.1,221020,14.9,W,D,10/22/2020 17:16:08.954426
171609.00,A,42.52570166666667,N,-70.86934833333333,W,0.0,323.4,221020,14.9,W,D,10/22/2020 17:16:09.954752
171610.00,A,42.52570166666667,N,-70.86934666666667,W,0.0,321.2,221020,14.9,W,D,10/22/2020 17:16:10.955076
171611.00,A,42.52570166666667,N,-70.86934666666667,W,0.0,330.8,221020,14.9,W,D,10/22/2020 17:16:11.954407
171612.00,A,42.52570166666667,N,-70.86934666666667,W,0.0,337.2,221020,14.9,W,D,10/22/2020 17:16:12.954730
171613.00,A,42.52570166666667,N,-70.86934666666667,W,0.0,323.6,221020,14.9,W,D,10/22/2020 17:16:13.955055
171615.00,A,42.52570333333333,N,-70.869345,W,0.0,337.9,221020,14.9,W,D,10/22/2020 17:16:16.000589
171616.00,A,42.52570333333333,N,-70.869345,W,0.0,334.8,221020,14.9,W,D,10/22/2020 17:16:16.955033
171617.00,A,42.52570333333333,N,-70.869345,W,0.0,343.1,221020,14.9,W,D,10/22/2020 17:16:17.955358
171618.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,347.8,221020,14.9,W,D,10/22/2020 17:16:18.955684
171619.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,342.2,221020,14.9,W,D,10/22/2020 17:16:19.955011
171620.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,357.7,221020,14.9,W,D,10/22/2020 17:16:20.956333
171621.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,326.1,221020,14.9,W,D,10/22/2020 17:16:21.956658
171622.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,357.7,221020,14.9,W,D,10/22/2020 17:16:22.953992
171623.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,352.5,221020,14.9,W,D,10/22/2020 17:16:23.955314
171624.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,347.6,221020,14.9,W,D,10/22/2020 17:16:24.955639
171625.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,355.9,221020,14.9,W,D,10/22/2020 17:16:25.955965
171626.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,342.9,221020,14.9,W,D,10/22/2020 17:16:26.955309
171627.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,358.0,221020,14.9,W,D,10/22/2020 17:16:27.955618
171628.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,4.0,221020,14.9,W,D,10/22/2020 17:16:28.954945
171629.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,352.5,221020,14.9,W,D,10/22/2020 17:16:29.955271
171630.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,336.5,221020,14.9,W,D,10/22/2020 17:16:30.955595
171631.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,335.8,221020,14.9,W,D,10/22/2020 17:16:31.955921
171632.00,A,42.52570333333333,N,-70.86934166666667,W,0.0,335.4,221020,14.9,W,D,10/22/2020 17:16:32.955247
171633.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,302.8,221020,14.9,W,D,10/22/2020 17:16:33.955579
171634.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,329.2,221020,14.9,W,D,10/22/2020 17:16:34.955899
171635.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,323.3,221020,14.9,W,D,10/22/2020 17:16:35.955227
171636.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,334.4,221020,14.9,W,D,10/22/2020 17:16:36.955553
171637.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,332.5,221020,14.9,W,D,10/22/2020 17:16:37.953884
171638.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,337.0,221020,14.9,W,D,10/22/2020 17:16:38.955204
171639.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,336.0,221020,14.9,W,D,10/22/2020 17:16:39.955531
171640.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,326.4,221020,14.9,W,D,10/22/2020 17:16:40.955855
171641.00,A,42.52570333333333,N,-70.869345,W,0.0,341.1,221020,14.9,W,D,10/22/2020 17:16:41.956179
171642.00,A,42.52570166666667,N,-70.869345,W,0.0,340.5,221020,14.9,W,D,10/22/2020 17:16:42.955507
171643.00,A,42.52570166666667,N,-70.869345,W,0.0,340.0,221020,14.9,W,D,10/22/2020 17:16:43.955833
171644.00,A,42.52570166666667,N,-70.869345,W,0.0,322.5,221020,14.9,W,D,10/22/2020 17:16:44.956158
171645.00,A,42.52570166666667,N,-70.869345,W,0.0,334.1,221020,14.9,W,D,10/22/2020 17:16:45.955487
171647.00,A,42.52570166666667,N,-70.869345,W,0.0,342.7,221020,14.9,W,D,10/22/2020 17:16:47.957133
171648.00,A,42.52570166666667,N,-70.869345,W,0.0,337.8,221020,14.9,W,D,10/22/2020 17:16:48.956460
171649.00,A,42.52570166666667,N,-70.869345,W,0.0,329.3,221020,14.9,W,D,10/22/2020 17:16:49.955790
171650.00,A,42.52570166666667,N,-70.869345,W,0.0,335.7,221020,14.9,W,D,10/22/2020 17:16:50.968080
171651.00,A,42.52570333333333,N,-70.869345,W,0.0,340.5,221020,14.9,W,D,10/22/2020 17:16:51.955440
171652.00,A,42.52570333333333,N,-70.869345,W,0.0,333.6,221020,14.9,W,D,10/22/2020 17:16:52.955766
171653.00,A,42.52570333333333,N,-70.86934666666667,W,0.0,327.3,221020,14.9,W,D,10/22/2020 17:16:53.956090
171654.00,A,42.52570333333333,N,-70.86934666666667,W,0.0,334.0,221020,14.9,W,D,10/22/2020 17:16:54.956418
171655.00,A,42.52570333333333,N,-70.869345,W,0.0,332.8,221020,14.9,W,D,10/22/2020 17:16:55.955747
171656.00,A,42.52570333333333,N,-70.869345,W,0.0,328.6,221020,14.9,W,D,10/22/2020 17:16:56.956071
171657.00,A,42.525705,N,-70.869345,W,0.0,335.1,221020,14.9,W,D,10/22/2020 17:16:57.956396
171658.00,A,42.525705,N,-70.869345,W,0.0,329.5,221020,14.9,W,D,10/22/2020 17:16:58.956722
171700.00,A,42.525705,N,-70.869345,W,0.0,332.8,221020,14.9,W,D,10/22/2020 17:17:00.956374
171701.00,A,42.52570333333333,N,-70.869345,W,0.0,326.8,221020,14.9,W,D,10/22/2020 17:17:01.958693
171702.00,A,42.52570333333333,N,-70.869345,W,0.0,14.0,221020,14.9,W,D,10/22/2020 17:17:02.958021
171703.00,A,42.52570333333333,N,-70.869345,W,0.0,309.4,221020,14.9,W,D,10/22/2020 17:17:03.958347
171704.00,A,42.52570333333333,N,-70.869345,W,0.0,313.4,221020,14.9,W,D,10/22/2020 17:17:04.954683
171705.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,327.2,221020,14.9,W,D,10/22/2020 17:17:05.957002
171706.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,291.3,221020,14.9,W,D,10/22/2020 17:17:06.956330
171707.00,A,42.52570333333333,N,-70.86934333333333,W,0.0,236.6,221020,14.9,W,D,10/22/2020 17:17:07.954661
171708.00,A,42.52570333333333,N,-70.86934333333333,W,0.1,226.9,221020,14.9,W,D,10/22/2020 17:17:08.937033
171709.00,A,42.52570333333333,N,-70.86934333333333,W,0.2,222.2,221020,14.9,W,D,10/22/2020 17:17:09.956307
171710.00,A,42.52570333333333,N,-70.86934333333333,W,0.4,214.5,221020,14.9,W,D,10/22/2020 17:17:10.958627
171711.00,A,42.52570333333333,N,-70.86934333333333,W,0.6,211.5,221020,14.9,W,D,10/22/2020 17:17:11.958952
171712.00,A,42.52570333333333,N,-70.86934333333333,W,0.6,208.8,221020,14.9,W,D,10/22/2020 17:17:12.958280
171713.00,A,42.52570333333333,N,-70.86934333333333,W,0.8,206.1,221020,14.9,W,D,10/22/2020 17:17:13.937664
171714.00,A,42.52570333333333,N,-70.86934333333333,W,0.9,206.8,221020,14.9,W,D,10/22/2020 17:17:14.956936
171715.00,A,42.52570333333333,N,-70.86934333333333,W,0.9,215.2,221020,14.9,W,D,10/22/2020 17:17:15.956265
171716.00,A,42.52570166666667,N,-70.86934333333333,W,1.0,214.2,221020,14.9,W,D,10/22/2020 17:17:16.934648
171717.00,A,42.52570166666667,N,-70.86934333333333,W,1.0,212.2,221020,14.9,W,D,10/22/2020 17:17:17.938964
171718.00,A,42.52570166666667,N,-70.86934333333333,W,1.0,210.0,221020,14.9,W,D,10/22/2020 17:17:18.957246
171719.00,A,42.52570166666667,N,-70.869345,W,1.0,210.1,221020,14.9,W,D,10/22/2020 17:17:19.956567
171720.00,A,42.52570166666667,N,-70.869345,W,1.0,209.5,221020,14.9,W,D,10/22/2020 17:17:20.999781
171721.00,A,42.5257,N,-70.869345,W,0.9,209.6,221020,14.9,W,D,10/22/2020 17:17:21.937271
171722.00,A,42.5257,N,-70.869345,W,0.9,213.2,221020,14.9,W,D,10/22/2020 17:17:22.954550
171723.00,A,42.5257,N,-70.869345,W,0.8,213.9,221020,14.9,W,D,10/22/2020 17:17:23.956871
171724.00,A,42.5257,N,-70.869345,W,0.6,214.0,221020,14.9,W,D,10/22/2020 17:17:24.957196
171725.00,A,42.52569833333333,N,-70.869345,W,0.4,215.3,221020,14.9,W,D,10/22/2020 17:17:25.956525
171726.00,A,42.52569833333333,N,-70.86934666666667,W,0.3,218.9,221020,14.9,W,D,10/22/2020 17:17:26.957846
171727.00,A,42.52569833333333,N,-70.86934666666667,W,0.2,225.3,221020,14.9,W,D,10/22/2020 17:17:27.958172
171728.00,A,42.52569666666667,N,-70.86934666666667,W,0.2,226.6,221020,14.9,W,D,10/22/2020 17:17:28.937551
171729.00,A,42.52569666666667,N,-70.86934833333333,W,0.2,228.2,221020,14.9,W,D,10/22/2020 17:17:29.936881
171730.00,A,42.52569666666667,N,-70.86934833333333,W,0.1,231.7,221020,14.9,W,D,10/22/2020 17:17:30.939199
