date,time,wavelength1,bb_470_raw,wavelength2,bb_532_raw,wavelength3,bb_650_raw,wavelength4,datetime
10/22/20,10:29:20,470,117,532,133,650,166,533,10/22/2020 17:31:04.198551
10/22/20,10:29:21,470,121,532,137,650,165,533,10/22/2020 17:31:05.320552
10/22/20,10:29:22,470,120,532,140,650,162,533,10/22/2020 17:31:06.460501
10/22/20,10:29:24,470,114,532,135,650,166,533,10/22/2020 17:31:07.588485
10/22/20,10:29:25,470,126,532,139,650,163,533,10/22/2020 17:31:08.746388
10/22/20,10:29:26,470,120,532,133,650,167,533,10/22/2020 17:31:09.847446
10/22/20,10:29:27,470,114,532,136,650,162,533,10/22/2020 17:31:10.984407
10/22/20,10:29:28,470,113,532,142,650,187,533,10/22/2020 17:31:12.126354
10/22/20,10:29:29,470,119,532,137,650,171,533,10/22/2020 17:31:13.262314
10/22/20,10:29:30,470,128,532,146,650,168,533,10/22/2020 17:31:14.470085
10/22/20,10:29:32,470,121,532,141,650,165,533,10/22/2020 17:31:15.510303
10/22/20,10:29:33,470,120,532,153,650,167,533,10/22/2020 17:31:16.636293
10/22/20,10:29:34,470,120,532,145,650,181,533,10/22/2020 17:31:17.797188
10/22/20,10:29:35,470,117,532,143,650,164,533,10/22/2020 17:31:18.899243
10/22/20,10:29:36,470,116,532,141,650,165,533,10/22/2020 17:31:20.027226
10/22/20,10:29:37,470,119,532,133,650,165,533,10/22/2020 17:31:21.159198
10/22/20,10:29:38,470,118,532,146,650,163,533,10/22/2020 17:31:22.311119
10/22/20,10:29:39,470,123,532,136,650,168,533,10/22/2020 17:31:23.439104
10/22/20,10:29:41,470,115,532,147,650,173,533,10/22/2020 17:31:24.550130
10/22/20,10:29:42,470,123,532,123,650,173,533,10/22/2020 17:31:25.682105
10/22/20,10:29:43,470,129,532,141,650,179,533,10/22/2020 17:31:26.912814
10/22/20,10:29:44,470,117,532,148,650,176,533,10/22/2020 17:31:27.949042
10/22/20,10:29:45,470,118,532,133,650,164,533,10/22/2020 17:31:29.072040
10/22/20,10:29:46,470,119,532,142,650,164,533,10/22/2020 17:31:30.212988
10/22/20,10:29:47,470,125,532,148,650,168,533,10/22/2020 17:31:31.336983
10/22/20,10:29:48,470,123,532,140,650,172,533,10/22/2020 17:31:32.467960
10/22/20,10:29:50,470,131,532,148,650,176,533,10/22/2020 17:31:33.604918
10/22/20,10:29:51,470,123,532,135,650,168,533,10/22/2020 17:31:34.723927
10/22/20,10:29:52,470,125,532,137,650,175,533,10/22/2020 17:31:35.861884
10/22/20,10:29:53,470,127,532,149,650,172,533,10/22/2020 17:31:36.997846
10/22/20,10:29:54,470,121,532,139,650,169,533,10/22/2020 17:31:38.136800
10/22/20,10:29:55,470,126,532,145,650,169,533,10/22/2020 17:31:39.269771
10/22/20,10:29:56,470,122,532,140,650,165,533,10/22/2020 17:31:40.389775
10/22/20,10:29:58,470,117,532,143,650,167,533,10/22/2020 17:31:41.525738
10/22/20,10:29:59,470,123,532,143,650,180,533,10/22/2020 17:31:42.653722
10/22/20,10:30:00,470,122,532,144,650,169,533,10/22/2020 17:31:43.778715
10/22/20,10:30:01,470,129,532,151,650,173,533,10/22/2020 17:31:44.928638
10/22/20,10:30:02,470,115,532,142,650,177,533,10/22/2020 17:31:46.134414
10/22/20,10:30:03,470,123,532,141,650,171,533,10/22/2020 17:31:47.177628
10/22/20,10:30:04,470,125,532,147,650,186,533,10/22/2020 17:31:48.303614
10/22/20,10:30:05,470,121,532,151,650,174,533,10/22/2020 17:31:49.441571
10/22/20,10:30:07,470,124,532,149,650,175,533,10/22/2020 17:31:50.662308
10/22/20,10:30:08,470,121,532,140,650,168,533,10/22/2020 17:31:51.706518
10/22/20,10:30:09,470,126,532,147,650,177,533,10/22/2020 17:31:52.833502
10/22/20,10:30:10,470,126,532,145,650,172,533,10/22/2020 17:31:53.969465
10/22/20,10:30:11,470,125,532,145,650,174,533,10/22/2020 17:31:55.100442
10/22/20,10:30:12,470,128,532,141,650,170,533,10/22/2020 17:31:56.234408
10/22/20,10:30:13,470,127,532,142,650,175,533,10/22/2020 17:31:57.355412
10/22/20,10:30:14,470,124,532,148,650,174,533,10/22/2020 17:31:58.494364
10/22/20,10:30:16,470,124,532,157,650,170,533,10/22/2020 17:31:59.615368
10/22/20,10:30:17,470,124,532,134,650,176,533,10/22/2020 17:32:00.754323
10/22/20,10:30:18,470,124,532,143,650,173,533,10/22/2020 17:32:01.878319
10/22/20,10:30:19,470,127,532,150,650,173,533,10/22/2020 17:32:03.013281
10/22/20,10:30:20,470,125,532,143,650,174,533,10/22/2020 17:32:04.144256
10/22/20,10:30:21,470,129,532,146,650,172,533,10/22/2020 17:32:05.547506
10/22/20,10:30:22,470,127,532,151,650,177,533,10/22/2020 17:32:06.537855
10/22/20,10:30:24,470,129,532,148,650,170,533,10/22/2020 17:32:07.542171
10/22/20,10:30:25,470,129,532,134,650,175,533,10/22/2020 17:32:08.662177
10/22/20,10:30:26,470,133,532,152,650,169,533,10/22/2020 17:32:09.794149
10/22/20,10:30:27,470,121,532,138,650,173,533,10/22/2020 17:32:10.928117
10/22/20,10:30:28,470,124,532,151,650,173,533,10/22/2020 17:32:12.055105
10/22/20,10:30:29,470,124,532,144,650,172,533,10/22/2020 17:32:13.191065
10/22/20,10:30:30,470,139,532,138,650,168,533,10/22/2020 17:32:14.330019
10/22/20,10:30:31,470,130,532,147,650,184,533,10/22/2020 17:32:15.447033
10/22/20,10:30:33,470,125,532,146,650,176,533,10/22/2020 17:32:16.676744
10/22/20,10:30:34,470,126,532,150,650,187,533,10/22/2020 17:32:17.814702
10/22/20,10:30:35,470,118,532,142,650,172,533,10/22/2020 17:32:18.850932
10/22/20,10:30:36,470,123,532,149,650,176,533,10/22/2020 17:32:19.983902
10/22/20,10:30:37,470,128,532,150,650,174,533,10/22/2020 17:32:21.101911
10/22/20,10:30:38,470,127,532,144,650,176,533,10/22/2020 17:32:22.227900
10/22/20,10:30:39,470,120,532,144,650,169,533,10/22/2020 17:32:23.473570
10/22/20,10:30:40,470,126,532,145,650,174,534,10/22/2020 17:32:24.494839
10/22/20,10:30:42,470,124,532,143,650,174,533,10/22/2020 17:32:25.721559
10/22/20,10:30:43,470,129,532,142,650,173,534,10/22/2020 17:32:26.857523
10/22/20,10:30:44,470,121,532,147,650,175,533,10/22/2020 17:32:27.892753
10/22/20,10:30:45,470,123,532,134,650,175,533,10/22/2020 17:32:29.026728
10/22/20,10:30:46,470,124,532,153,650,170,533,10/22/2020 17:32:30.152710
10/22/20,10:30:47,470,144,532,143,650,174,533,10/22/2020 17:32:31.379429
10/22/20,10:30:48,470,125,532,157,650,171,533,10/22/2020 17:32:32.421644
10/22/20,10:30:50,470,127,532,138,650,170,533,10/22/2020 17:32:33.648363
10/22/20,10:30:51,470,126,532,147,650,176,534,10/22/2020 17:32:34.695563
10/22/20,10:30:52,470,127,532,152,650,174,534,10/22/2020 17:32:35.819558
10/22/20,10:30:53,470,124,532,141,650,180,533,10/22/2020 17:32:36.935572
10/22/20,10:30:54,470,127,532,153,650,175,533,10/22/2020 17:32:38.072536
10/22/20,10:30:55,470,125,532,136,650,177,534,10/22/2020 17:32:39.197527
10/22/20,10:30:56,470,126,532,154,650,176,534,10/22/2020 17:32:40.335483
10/22/20,10:30:57,470,131,532,147,650,267,533,10/22/2020 17:32:41.453492
10/22/20,10:30:59,470,126,532,156,650,189,534,10/22/2020 17:32:42.588457
10/22/20,10:31:00,470,134,532,147,650,181,534,10/22/2020 17:32:44.045562
10/22/20,10:31:01,470,137,532,156,650,180,534,10/22/2020 17:32:45.517624
10/22/20,10:31:02,470,131,532,151,650,180,534,10/22/2020 17:32:45.988366
10/22/20,10:31:03,470,129,532,150,650,183,534,10/22/2020 17:32:47.119342
10/22/20,10:31:04,470,126,532,151,650,180,534,10/22/2020 17:32:48.329107
10/22/20,10:31:05,470,126,532,148,650,179,534,10/22/2020 17:32:49.387280
10/22/20,10:31:07,470,133,532,150,650,264,534,10/22/2020 17:32:50.510273
10/22/20,10:31:08,470,128,532,148,650,183,534,10/22/2020 17:32:51.642248
10/22/20,10:31:09,470,127,532,153,650,181,534,10/22/2020 17:32:52.768237
10/22/20,10:31:10,470,126,532,148,650,181,534,10/22/2020 17:32:53.901206
10/22/20,10:31:11,470,129,532,149,650,183,534,10/22/2020 17:32:55.036172
10/22/20,10:31:12,470,127,532,153,650,185,534,10/22/2020 17:32:56.164156
10/22/20,10:31:13,470,127,532,154,650,182,533,10/22/2020 17:32:57.299121
10/22/20,10:31:14,470,131,532,154,650,180,534,10/22/2020 17:32:58.510882
10/22/20,10:31:16,470,127,532,152,650,181,534,10/22/2020 17:32:59.644849
10/22/20,10:31:17,470,131,532,152,650,180,534,10/22/2020 17:33:00.686065
10/22/20,10:31:18,470,129,532,152,650,182,534,10/22/2020 17:33:01.921761
10/22/20,10:31:19,470,129,532,149,650,194,534,10/22/2020 17:33:02.955994
10/22/20,10:31:20,470,132,532,150,650,182,534,10/22/2020 17:33:04.175732
10/22/20,10:31:21,470,128,532,157,650,184,534,10/22/2020 17:33:05.221938
10/22/20,10:31:22,470,132,532,154,650,187,534,10/22/2020 17:33:06.335957
10/22/20,10:31:23,470,130,532,152,650,189,534,10/22/2020 17:33:07.473914
10/22/20,10:31:25,470,131,532,165,650,184,534,10/22/2020 17:33:08.710608
10/22/20,10:31:26,470,130,532,141,650,186,534,10/22/2020 17:33:09.732871
10/22/20,10:31:27,470,128,532,147,650,186,534,10/22/2020 17:33:10.862852
10/22/20,10:31:28,470,132,532,155,650,187,534,10/22/2020 17:33:12.097550
10/22/20,10:31:29,470,128,532,147,650,184,534,10/22/2020 17:33:13.115826
10/22/20,10:31:30,470,127,532,149,650,179,534,10/22/2020 17:33:14.261763
10/22/20,10:31:31,470,132,532,160,650,183,534,10/22/2020 17:33:15.386757
10/22/20,10:31:33,470,136,532,154,650,191,534,10/22/2020 17:33:16.513743
10/22/20,10:31:34,470,163,532,212,650,256,534,10/22/2020 17:33:17.741458
10/22/20,10:31:35,470,224,532,224,650,341,534,10/22/2020 17:33:18.868443
10/22/20,10:31:36,470,243,532,300,650,420,534,10/22/2020 17:33:19.908662
10/22/20,10:31:37,470,1591,532,1382,650,2108,534,10/22/2020 17:33:21.035651
10/22/20,10:31:38,470,1287,532,1041,650,1315,534,10/22/2020 17:33:22.271347
10/22/20,10:31:39,470,345,532,290,650,426,534,10/22/2020 17:33:23.330513
10/22/20,10:31:40,470,233,532,337,650,355,534,10/22/2020 17:33:24.549255
10/22/20,10:31:42,470,290,532,183,650,239,534,10/22/2020 17:33:25.583490
10/22/20,10:31:43,470,153,532,159,650,232,534,10/22/2020 17:33:26.792259
10/22/20,10:31:44,470,128,532,165,650,185,534,10/22/2020 17:33:27.842448
10/22/20,10:31:45,470,126,532,147,650,184,534,10/22/2020 17:33:29.079145
10/22/20,10:31:46,470,150,532,150,650,184,534,10/22/2020 17:33:30.190172
10/22/20,10:31:47,470,141,532,154,650,184,534,10/22/2020 17:33:31.236372
10/22/20,10:31:48,470,135,532,150,650,182,534,10/22/2020 17:33:32.386300
10/22/20,10:31:49,470,126,532,148,650,180,534,10/22/2020 17:33:33.480373
10/22/20,10:31:51,470,129,532,151,650,182,534,10/22/2020 17:33:34.626311
10/22/20,10:31:52,470,157,532,156,650,277,534,10/22/2020 17:33:35.755289
10/22/20,10:31:53,470,131,532,135,650,181,534,10/22/2020 17:33:36.884271
10/22/20,10:31:54,470,130,532,153,650,181,534,10/22/2020 17:33:38.017242
10/22/20,10:31:55,470,129,532,170,650,185,534,10/22/2020 17:33:39.172152
10/22/20,10:31:56,470,139,532,144,650,178,534,10/22/2020 17:33:40.382916
10/22/20,10:31:57,470,129,532,162,650,184,534,10/22/2020 17:33:41.506910
10/22/20,10:31:59,470,148,532,147,650,187,534,10/22/2020 17:33:42.553113
10/22/20,10:32:00,470,130,532,180,650,246,534,10/22/2020 17:33:43.688079
10/22/20,10:32:01,470,130,532,149,650,225,534,10/22/2020 17:33:44.797112
10/22/20,10:32:02,470,129,532,154,650,206,534,10/22/2020 17:33:46.024831
10/22/20,10:32:03,470,136,532,162,650,188,534,10/22/2020 17:33:47.073028
10/22/20,10:32:04,470,137,532,164,650,184,534,10/22/2020 17:33:48.280797
10/22/20,10:32:05,470,130,532,148,650,187,534,10/22/2020 17:33:49.327001
10/22/20,10:32:06,470,138,532,177,650,278,534,10/22/2020 17:33:50.461963
10/22/20,10:32:08,470,169,532,177,650,189,534,10/22/2020 17:33:51.579976
10/22/20,10:32:09,470,263,532,234,650,494,534,10/22/2020 17:33:52.714941
10/22/20,10:32:10,470,210,532,221,650,369,534,10/22/2020 17:33:53.942657
10/22/20,10:32:11,470,198,532,256,650,319,534,10/22/2020 17:33:54.985867
10/22/20,10:32:12,470,225,532,312,650,444,534,10/22/2020 17:33:56.200619
10/22/20,10:32:13,470,207,532,241,650,308,534,10/22/2020 17:33:57.245823
10/22/20,10:32:14,470,210,532,273,650,342,534,10/22/2020 17:33:58.479526
10/22/20,10:32:16,470,191,532,251,650,298,534,10/22/2020 17:33:59.504783
10/22/20,10:32:17,470,197,532,235,650,321,534,10/22/2020 17:34:00.727513
10/22/20,10:32:18,470,199,532,234,650,322,534,10/22/2020 17:34:01.767732
10/22/20,10:32:19,470,192,532,238,650,312,534,10/22/2020 17:34:02.988468
10/22/20,10:32:20,470,214,532,250,650,334,534,10/22/2020 17:34:04.031679
10/22/20,10:32:21,470,205,532,344,650,329,534,10/22/2020 17:34:05.158666
10/22/20,10:32:22,470,188,532,216,650,371,534,10/22/2020 17:34:06.295624
10/22/20,10:32:23,470,190,532,245,650,291,534,10/22/2020 17:34:07.414635
10/22/20,10:32:25,470,195,532,227,650,304,534,10/22/2020 17:34:08.643348
10/22/20,10:32:26,470,190,532,233,650,289,534,10/22/2020 17:34:09.694536
10/22/20,10:32:27,470,185,532,220,650,309,534,10/22/2020 17:34:10.903304
10/22/20,10:32:28,470,194,532,237,650,301,534,10/22/2020 17:34:11.954495
10/22/20,10:32:29,470,198,532,229,650,303,534,10/22/2020 17:34:13.087464
10/22/20,10:32:30,470,197,532,234,650,305,534,10/22/2020 17:34:14.209463
10/22/20,10:32:31,470,199,532,240,650,298,534,10/22/2020 17:34:15.439176
10/22/20,10:32:32,470,208,532,233,650,305,534,10/22/2020 17:34:16.477400
10/22/20,10:32:34,470,202,532,240,650,305,534,10/22/2020 17:34:17.621340
10/22/20,10:32:35,470,202,532,238,650,304,534,10/22/2020 17:34:18.828115
10/22/20,10:32:36,470,207,532,235,650,308,534,10/22/2020 17:34:19.865340
10/22/20,10:32:37,470,205,532,230,650,302,534,10/22/2020 17:34:21.020252
10/22/20,10:32:38,470,195,532,232,650,304,534,10/22/2020 17:34:22.120312
10/22/20,10:32:39,470,185,532,234,650,306,534,10/22/2020 17:34:23.275222
10/22/20,10:32:40,470,199,532,235,650,304,535,10/22/2020 17:34:24.400212
10/22/20,10:32:42,470,191,532,236,650,298,534,10/22/2020 17:34:25.609979
10/22/20,10:32:43,470,192,532,237,650,293,534,10/22/2020 17:34:26.671141
10/22/20,10:32:44,470,196,532,234,650,315,535,10/22/2020 17:34:27.787159
10/22/20,10:32:45,470,199,532,228,650,302,534,10/22/2020 17:34:28.923120
10/22/20,10:32:46,470,188,532,235,650,289,534,10/22/2020 17:34:30.043125
10/22/20,10:32:47,470,188,532,226,650,294,534,10/22/2020 17:34:31.182079
10/22/20,10:32:48,470,190,532,236,650,301,534,10/22/2020 17:34:32.315049
10/22/20,10:32:49,470,191,532,221,650,297,534,10/22/2020 17:34:33.442036
10/22/20,10:32:51,470,191,532,231,650,300,535,10/22/2020 17:34:34.582984
10/22/20,10:32:52,470,192,532,233,650,292,534,10/22/2020 17:34:35.710968
10/22/20,10:32:53,470,189,532,221,650,301,534,10/22/2020 17:34:36.842943
10/22/20,10:32:54,470,189,532,239,650,281,534,10/22/2020 17:34:38.301043
10/22/20,10:32:55,470,190,532,246,650,292,535,10/22/2020 17:34:39.190664
10/22/20,10:32:56,470,182,532,206,650,289,534,10/22/2020 17:34:40.233875
10/22/20,10:32:57,470,184,532,221,650,280,535,10/22/2020 17:34:41.351886
10/22/20,10:32:58,470,184,532,246,650,282,534,10/22/2020 17:34:42.503805
10/22/20,10:33:00,470,178,532,205,650,283,534,10/22/2020 17:34:43.618824
10/22/20,10:33:01,470,182,532,214,650,288,534,10/22/2020 17:34:44.841554
10/22/20,10:33:02,470,180,532,229,650,276,534,10/22/2020 17:34:45.878780
10/22/20,10:33:03,470,183,532,223,650,292,534,10/22/2020 17:34:47.023718
10/22/20,10:33:04,470,190,532,218,650,291,534,10/22/2020 17:34:48.229493
10/22/20,10:33:05,470,187,532,218,650,277,535,10/22/2020 17:34:49.279686
10/22/20,10:33:06,470,180,532,218,650,286,534,10/22/2020 17:34:50.515382
10/22/20,10:33:08,470,196,532,225,650,287,535,10/22/2020 17:34:51.541638
10/22/20,10:33:09,470,201,532,225,650,287,534,10/22/2020 17:34:52.668624
10/22/20,10:33:10,470,185,532,221,650,293,534,10/22/2020 17:34:53.900332
10/22/20,10:33:11,470,205,532,218,650,301,535,10/22/2020 17:34:54.953515
10/22/20,10:33:12,470,179,532,224,650,295,535,10/22/2020 17:34:56.070528
10/22/20,10:33:13,470,185,532,221,650,291,534,10/22/2020 17:34:57.199508
10/22/20,10:33:14,470,189,532,221,650,309,535,10/22/2020 17:34:58.331481
10/22/20,10:33:15,470,191,532,225,650,299,535,10/22/2020 17:34:59.553215
10/22/20,10:33:17,470,188,532,219,650,297,535,10/22/2020 17:35:00.672222
10/22/20,10:33:18,470,189,532,223,650,295,535,10/22/2020 17:35:01.716433
10/22/20,10:33:19,470,184,532,222,650,292,535,10/22/2020 17:35:02.957114
10/22/20,10:33:20,470,191,532,223,650,306,534,10/22/2020 17:35:03.981373
10/22/20,10:33:21,470,190,532,232,650,296,535,10/22/2020 17:35:05.130303
10/22/20,10:33:22,470,192,532,225,650,304,535,10/22/2020 17:35:06.365997
10/22/20,10:33:23,470,196,532,227,650,287,535,10/22/2020 17:35:07.368317
10/22/20,10:33:25,470,187,532,212,650,284,534,10/22/2020 17:35:08.507270
10/22/20,10:33:26,470,190,532,241,650,290,534,10/22/2020 17:35:09.649217
10/22/20,10:33:27,470,198,532,241,650,297,535,10/22/2020 17:35:10.789167
10/22/20,10:33:28,470,188,532,195,650,299,534,10/22/2020 17:35:11.887231
10/22/20,10:33:29,470,189,532,195,650,304,535,10/22/2020 17:35:13.112954
10/22/20,10:33:30,470,188,532,212,650,295,535,10/22/2020 17:35:14.156164
10/22/20,10:33:31,470,186,532,230,650,286,535,10/22/2020 17:35:15.275171
10/22/20,10:33:32,470,201,532,248,650,310,534,10/22/2020 17:35:16.449036
10/22/20,10:33:34,470,203,532,241,650,296,535,10/22/2020 17:35:17.579014
10/22/20,10:33:35,470,200,532,244,650,333,535,10/22/2020 17:35:18.714975
10/22/20,10:33:36,470,194,532,242,650,343,535,10/22/2020 17:35:19.819023
10/22/20,10:33:37,470,189,532,246,650,313,535,10/22/2020 17:35:20.952994
10/22/20,10:33:38,470,186,532,248,650,304,535,10/22/2020 17:35:22.106907
10/22/20,10:33:39,470,206,532,241,650,313,535,10/22/2020 17:35:23.217937
10/22/20,10:33:40,470,215,532,242,650,325,535,10/22/2020 17:35:24.439667
10/22/20,10:33:41,470,189,532,247,650,316,535,10/22/2020 17:35:25.614527
10/22/20,10:39:54,470,180,532,218,650,269,536,10/22/2020 17:41:38.429621
10/22/20,10:39:55,470,184,532,207,650,299,536,10/22/2020 17:41:40.637720
10/22/20,10:39:56,470,178,532,219,650,269,536,10/22/2020 17:41:40.862118
10/22/20,10:39:57,470,186,532,215,650,271,536,10/22/2020 17:41:41.180266
10/22/20,10:39:58,470,174,532,199,650,262,536,10/22/2020 17:41:42.196554
10/22/20,10:39:59,470,172,532,214,650,270,536,10/22/2020 17:41:43.334506
10/22/20,10:40:00,470,179,532,222,650,273,536,10/22/2020 17:41:44.559231
10/22/20,10:40:02,470,185,532,232,650,285,536,10/22/2020 17:41:45.626381
10/22/20,10:40:03,470,172,532,186,650,285,536,10/22/2020 17:41:46.746385
10/22/20,10:40:04,470,175,532,203,650,272,536,10/22/2020 17:41:48.022970
10/22/20,10:40:05,470,182,532,216,650,260,536,10/22/2020 17:41:48.999358
10/22/20,10:40:06,470,176,532,217,650,271,536,10/22/2020 17:41:50.146292
10/22/20,10:40:07,470,168,532,206,650,269,536,10/22/2020 17:41:51.274274
10/22/20,10:40:08,470,179,532,218,650,264,536,10/22/2020 17:41:52.417220
10/22/20,10:40:09,470,185,532,206,650,265,536,10/22/2020 17:41:53.620002
10/22/20,10:40:11,470,182,532,222,650,296,536,10/22/2020 17:41:54.659225
10/22/20,10:40:12,470,174,532,204,650,262,536,10/22/2020 17:41:55.897913
10/22/20,10:40:13,470,172,532,224,650,239,536,10/22/2020 17:41:57.013928
10/22/20,10:40:14,470,167,532,223,650,258,536,10/22/2020 17:41:58.154877
10/22/20,10:40:15,470,179,532,206,650,254,536,10/22/2020 17:41:59.280869
10/22/20,10:40:16,470,195,532,218,650,271,536,10/22/2020 17:42:00.327070
10/22/20,10:40:17,470,189,532,227,650,282,536,10/22/2020 17:42:01.562764
10/22/20,10:40:19,470,173,532,218,650,270,536,10/22/2020 17:42:02.571068
10/22/20,10:40:20,470,185,532,214,650,290,536,10/22/2020 17:42:03.714013
10/22/20,10:40:21,470,177,532,201,650,264,536,10/22/2020 17:42:04.861942
10/22/20,10:40:22,470,167,532,220,650,268,536,10/22/2020 17:42:05.983944
10/22/20,10:40:23,470,193,532,215,650,283,536,10/22/2020 17:42:07.194705
10/22/20,10:40:24,470,186,532,211,650,272,536,10/22/2020 17:42:08.245894
10/22/20,10:40:25,470,178,532,230,650,272,536,10/22/2020 17:42:09.363905
10/22/20,10:40:26,470,186,532,208,650,267,536,10/22/2020 17:42:10.488896
10/22/20,10:40:28,470,182,532,223,650,286,536,10/22/2020 17:42:11.613887
10/22/20,10:40:29,470,176,532,223,650,277,536,10/22/2020 17:42:12.753839
10/22/20,10:40:30,470,173,532,234,650,292,536,10/22/2020 17:42:13.913741
10/22/20,10:40:31,470,173,532,215,650,258,536,10/22/2020 17:42:15.041722
10/22/20,10:40:32,470,173,532,220,650,286,536,10/22/2020 17:42:16.184666
10/22/20,10:40:33,470,178,532,231,650,291,536,10/22/2020 17:42:17.280736
10/22/20,10:40:34,470,176,532,209,650,269,536,10/22/2020 17:42:18.484528
10/22/20,10:40:35,470,174,532,229,650,280,536,10/22/2020 17:42:19.553660
10/22/20,10:40:37,470,175,532,219,650,279,536,10/22/2020 17:42:20.776388
10/22/20,10:40:38,470,169,532,206,650,268,536,10/22/2020 17:42:21.912351
10/22/20,10:40:39,470,175,532,214,650,298,536,10/22/2020 17:42:22.967528
10/22/20,10:40:40,470,180,532,220,650,271,536,10/22/2020 17:42:24.159344
10/22/20,10:40:41,470,182,532,212,650,265,536,10/22/2020 17:42:25.194574
10/22/20,10:40:42,470,176,532,212,650,282,535,10/22/2020 17:42:26.312583
10/22/20,10:40:43,470,181,532,230,650,278,536,10/22/2020 17:42:27.473481
10/22/20,10:40:45,470,192,532,218,650,281,536,10/22/2020 17:42:28.600466
10/22/20,10:40:46,470,169,532,216,650,285,536,10/22/2020 17:42:29.732438
10/22/20,10:40:47,470,185,532,207,650,278,536,10/22/2020 17:42:30.881368
10/22/20,10:40:48,470,175,532,215,650,297,536,10/22/2020 17:42:31.964470
10/22/20,10:40:49,470,175,532,211,650,281,536,10/22/2020 17:42:33.119384
10/22/20,10:40:50,470,191,532,225,650,284,536,10/22/2020 17:42:34.242380
10/22/20,10:40:51,470,190,532,213,650,279,536,10/22/2020 17:42:35.385323
10/22/20,10:40:52,470,181,532,226,650,288,536,10/22/2020 17:42:36.519290
10/22/20,10:40:54,470,174,532,219,650,298,536,10/22/2020 17:42:37.746012
10/22/20,10:40:55,470,175,532,213,650,286,536,10/22/2020 17:42:38.773264
10/22/20,10:40:56,470,183,532,211,650,288,536,10/22/2020 17:42:39.908229
10/22/20,10:40:57,470,174,532,236,650,275,536,10/22/2020 17:42:41.047183
10/22/20,10:40:58,470,186,532,216,650,259,536,10/22/2020 17:42:42.181151
10/22/20,10:40:59,470,176,532,217,650,262,536,10/22/2020 17:42:43.312127
10/22/20,10:41:00,470,190,532,212,650,293,536,10/22/2020 17:42:44.585723
10/22/20,10:41:02,470,189,532,218,650,280,536,10/22/2020 17:42:45.598016
10/22/20,10:41:03,470,169,532,214,650,249,536,10/22/2020 17:42:47.009244
10/22/20,10:41:04,470,185,532,238,650,283,536,10/22/2020 17:42:47.905844
10/22/20,10:41:05,470,176,532,201,650,301,536,10/22/2020 17:42:48.961024
10/22/20,10:41:06,470,178,532,227,650,292,536,10/22/2020 17:42:50.099976
10/22/20,10:41:07,470,177,532,210,650,273,536,10/22/2020 17:42:51.223971
10/22/20,10:41:08,470,175,532,219,650,282,536,10/22/2020 17:42:52.334002
10/22/20,10:41:09,470,178,532,207,650,277,536,10/22/2020 17:42:53.486920
10/22/20,10:41:11,470,177,532,210,650,285,536,10/22/2020 17:42:54.604931
10/22/20,10:41:12,470,181,532,216,650,290,536,10/22/2020 17:42:55.738898
10/22/20,10:41:13,470,174,532,207,650,266,536,10/22/2020 17:42:56.879850
10/22/20,10:41:14,470,171,532,197,650,281,536,10/22/2020 17:42:58.026780
10/22/20,10:41:15,470,201,532,216,650,279,536,10/22/2020 17:42:59.233554
10/22/20,10:41:16,470,183,532,209,650,264,536,10/22/2020 17:43:00.368519
10/22/20,10:41:17,470,170,532,202,650,259,536,10/22/2020 17:43:01.399760
10/22/20,10:41:18,470,191,532,237,650,277,536,10/22/2020 17:43:02.506800
10/22/20,10:41:20,470,185,532,220,650,281,536,10/22/2020 17:43:03.672684
10/22/20,10:41:21,470,178,532,212,650,283,536,10/22/2020 17:43:04.808645
10/22/20,10:41:22,470,184,532,220,650,287,536,10/22/2020 17:43:06.027389
10/22/20,10:41:23,470,170,532,211,650,271,536,10/22/2020 17:43:07.155371
10/22/20,10:41:24,470,173,532,202,650,256,536,10/22/2020 17:43:08.302304
10/22/20,10:41:25,470,188,532,220,650,299,536,10/22/2020 17:43:09.313600
10/22/20,10:41:26,470,178,532,201,650,274,536,10/22/2020 17:43:10.440585
10/22/20,10:41:28,470,184,532,230,650,294,536,10/22/2020 17:43:11.578543
10/22/20,10:41:29,470,191,532,214,650,280,536,10/22/2020 17:43:12.731460
10/22/20,10:41:30,470,188,532,228,650,278,536,10/22/2020 17:43:13.829524
10/22/20,10:41:31,470,185,532,220,650,280,536,10/22/2020 17:43:14.960500
10/22/20,10:41:32,470,195,532,230,650,288,536,10/22/2020 17:43:16.107434
10/22/20,10:41:33,470,180,532,234,650,288,536,10/22/2020 17:43:17.313212
10/22/20,10:41:34,470,192,532,247,650,304,536,10/22/2020 17:43:18.444186
10/22/20,10:41:35,470,190,532,237,650,276,536,10/22/2020 17:43:19.507343
10/22/20,10:41:37,470,188,532,228,650,278,536,10/22/2020 17:43:20.650286
10/22/20,10:41:38,470,182,532,215,650,287,536,10/22/2020 17:43:21.777273
10/22/20,10:41:39,470,187,532,211,650,279,536,10/22/2020 17:43:22.883312
10/22/20,10:41:40,470,197,532,230,650,287,536,10/22/2020 17:43:24.128982
10/22/20,10:41:41,470,183,532,230,650,289,536,10/22/2020 17:43:25.143270
10/22/20,10:41:42,470,177,532,218,650,281,536,10/22/2020 17:43:26.285217
10/22/20,10:41:43,470,187,532,218,650,297,536,10/22/2020 17:43:27.428162
10/22/20,10:41:44,470,206,532,227,650,314,536,10/22/2020 17:43:28.552159
