date,time,wavelength1,bb_470_raw,wavelength2,bb_532_raw,wavelength3,bb_650_raw,wavelength4,datetime
10/22/20,10:12:24,470,49,532,50,650,45,519,10/22/2020 17:14:07.820338
10/22/20,10:12:25,470,46,532,53,650,50,519,10/22/2020 17:14:08.928376
10/22/20,10:12:26,470,43,532,54,650,50,519,10/22/2020 17:14:10.073316
10/22/20,10:12:27,470,35,532,50,650,48,519,10/22/2020 17:14:11.215260
10/22/20,10:12:28,470,42,532,49,650,49,519,10/22/2020 17:14:12.320309
10/22/20,10:12:29,470,44,532,48,650,50,519,10/22/2020 17:14:13.460261
10/22/20,10:12:31,470,37,532,52,650,47,519,10/22/2020 17:14:14.577270
10/22/20,10:12:32,470,39,532,48,650,51,519,10/22/2020 17:14:15.709244
10/22/20,10:12:33,470,41,532,52,650,53,519,10/22/2020 17:14:16.836233
10/22/20,10:12:34,470,43,532,55,650,64,519,10/22/2020 17:14:17.979173
10/22/20,10:12:35,470,40,532,50,650,55,519,10/22/2020 17:14:19.090204
10/22/20,10:12:36,470,43,532,61,650,50,519,10/22/2020 17:14:20.227163
10/22/20,10:12:37,470,39,532,44,650,43,519,10/22/2020 17:14:21.361130
10/22/20,10:12:38,470,41,532,52,650,52,519,10/22/2020 17:14:22.590845
10/22/20,10:12:40,470,43,532,53,650,50,519,10/22/2020 17:14:23.620089
10/22/20,10:12:41,470,41,532,56,650,48,519,10/22/2020 17:14:24.735110
10/22/20,10:12:42,470,44,532,40,650,58,519,10/22/2020 17:14:25.876057
10/22/20,10:12:43,470,42,532,60,650,53,519,10/22/2020 17:14:26.996064
10/22/20,10:12:44,470,43,532,32,650,46,519,10/22/2020 17:14:28.132026
10/22/20,10:12:45,470,43,532,31,650,55,519,10/22/2020 17:14:29.254025
10/22/20,10:12:46,470,43,532,80,650,52,519,10/22/2020 17:14:30.385997
10/22/20,10:12:48,470,43,532,59,650,48,519,10/22/2020 17:14:31.526949
10/22/20,10:12:49,470,40,532,46,650,52,519,10/22/2020 17:14:32.641965
10/22/20,10:12:50,470,42,532,50,650,50,519,10/22/2020 17:14:33.777927
10/22/20,10:12:51,470,42,532,39,650,51,519,10/22/2020 17:14:34.923865
10/22/20,10:12:52,470,44,532,84,650,47,519,10/22/2020 17:14:36.040877
10/22/20,10:12:53,470,37,532,16,650,55,519,10/22/2020 17:14:37.260616
10/22/20,10:12:54,470,44,532,87,650,39,519,10/22/2020 17:14:38.289862
10/22/20,10:12:55,470,39,532,28,650,49,519,10/22/2020 17:14:39.409869
10/22/20,10:12:57,470,41,532,34,650,51,519,10/22/2020 17:14:40.641577
10/22/20,10:12:58,470,44,532,41,650,51,519,10/22/2020 17:14:41.680795
10/22/20,10:12:59,470,41,532,27,650,55,519,10/22/2020 17:14:42.805789
10/22/20,10:13:00,470,41,532,99,650,53,519,10/22/2020 17:14:43.959702
10/22/20,10:13:01,470,38,532,18,650,41,519,10/22/2020 17:14:45.060757
10/22/20,10:13:02,470,39,532,96,650,47,519,10/22/2020 17:14:46.290471
10/22/20,10:13:03,470,43,532,113,650,51,519,10/22/2020 17:14:47.317722
10/22/20,10:13:04,470,34,532,9,650,54,519,10/22/2020 17:14:48.459669
10/22/20,10:13:06,470,50,532,68,650,49,519,10/22/2020 17:14:49.571696
10/22/20,10:13:07,470,29,532,8,650,51,519,10/22/2020 17:14:50.705664
10/22/20,10:13:08,470,48,532,65,650,52,519,10/22/2020 17:14:51.824672
10/22/20,10:13:09,470,39,532,10,650,51,519,10/22/2020 17:14:52.962629
10/22/20,10:13:10,470,33,532,18,650,53,519,10/22/2020 17:14:54.085627
10/22/20,10:13:11,470,41,532,64,650,50,519,10/22/2020 17:14:55.214606
10/22/20,10:13:12,470,39,532,70,650,50,519,10/22/2020 17:14:56.357550
10/22/20,10:13:13,470,39,532,74,650,51,519,10/22/2020 17:14:57.580281
10/22/20,10:13:15,470,45,532,74,650,58,519,10/22/2020 17:14:58.605540
10/22/20,10:13:16,470,32,532,58,650,50,519,10/22/2020 17:14:59.822288
10/22/20,10:13:17,470,38,532,68,650,50,519,10/22/2020 17:15:00.970217
10/22/20,10:13:18,470,55,532,64,650,51,519,10/22/2020 17:15:01.986501
10/22/20,10:13:19,470,40,532,56,650,48,519,10/22/2020 17:15:03.214216
10/22/20,10:13:20,470,69,532,51,650,58,519,10/22/2020 17:15:04.241472
10/22/20,10:13:21,470,37,532,50,650,56,519,10/22/2020 17:15:05.375437
10/22/20,10:13:22,470,57,532,52,650,45,519,10/22/2020 17:15:06.495442
10/22/20,10:13:24,470,74,532,51,650,68,519,10/22/2020 17:15:07.647369
10/22/20,10:13:25,470,-9,532,51,650,-22,519,10/22/2020 17:15:08.767367
10/22/20,10:13:26,470,6,532,51,650,2,519,10/22/2020 17:15:09.891363
10/22/20,10:13:27,470,-3,532,42,650,-46,519,10/22/2020 17:15:11.026327
10/22/20,10:13:28,470,88,532,43,650,231,519,10/22/2020 17:15:12.146331
10/22/20,10:13:29,470,87,532,55,650,-13,519,10/22/2020 17:15:13.384023
10/22/20,10:13:30,470,113,532,56,650,83,519,10/22/2020 17:15:14.497046
10/22/20,10:13:32,470,118,532,67,650,161,519,10/22/2020 17:15:15.540257
10/22/20,10:13:33,470,92,532,46,650,87,519,10/22/2020 17:15:16.672228
10/22/20,10:13:34,470,101,532,61,650,71,519,10/22/2020 17:15:17.791237
10/22/20,10:13:35,470,100,532,64,650,79,519,10/22/2020 17:15:18.930191
10/22/20,10:13:36,470,1,532,60,650,-78,519,10/22/2020 17:15:20.052191
10/22/20,10:13:37,470,48,532,58,650,85,519,10/22/2020 17:15:21.180175
10/22/20,10:13:38,470,66,532,53,650,206,519,10/22/2020 17:15:22.305168
10/22/20,10:13:39,470,22,532,43,650,42,519,10/22/2020 17:15:23.440133
10/22/20,10:13:41,470,17,532,41,650,43,519,10/22/2020 17:15:24.578089
10/22/20,10:13:42,470,39,532,57,650,58,519,10/22/2020 17:15:25.700090
10/22/20,10:13:43,470,20,532,40,650,95,519,10/22/2020 17:15:26.830067
10/22/20,10:13:44,470,10,532,25,650,84,519,10/22/2020 17:15:27.959050
10/22/20,10:13:45,470,20,532,52,650,139,519,10/22/2020 17:15:29.089027
10/22/20,10:13:46,470,62,532,37,650,41,519,10/22/2020 17:15:30.212025
10/22/20,10:13:47,470,73,532,50,650,-52,519,10/22/2020 17:15:31.341006
10/22/20,10:13:48,470,23,532,48,650,109,519,10/22/2020 17:15:32.475974
10/22/20,10:13:50,470,26,532,50,650,28,519,10/22/2020 17:15:33.600962
10/22/20,10:13:51,470,39,532,74,650,-67,519,10/22/2020 17:15:34.735927
10/22/20,10:13:52,470,67,532,50,650,115,519,10/22/2020 17:15:36.161115
10/22/20,10:13:53,470,23,532,69,650,61,519,10/22/2020 17:15:36.985912
10/22/20,10:13:54,470,50,532,49,650,-8,519,10/22/2020 17:15:38.104919
10/22/20,10:13:55,470,39,532,66,650,174,519,10/22/2020 17:15:39.248863
10/22/20,10:13:56,470,38,532,62,650,130,519,10/22/2020 17:15:40.386819
10/22/20,10:13:58,470,30,532,54,650,105,519,10/22/2020 17:15:41.493857
10/22/20,10:13:59,470,36,532,55,650,72,519,10/22/2020 17:15:42.629820
10/22/20,10:14:00,470,49,532,27,650,15,519,10/22/2020 17:15:43.759799
10/22/20,10:14:01,470,70,532,89,650,12,519,10/22/2020 17:15:44.891773
10/22/20,10:14:02,470,55,532,60,650,57,519,10/22/2020 17:15:46.015765
10/22/20,10:14:03,470,45,532,35,650,-58,519,10/22/2020 17:15:47.140758
10/22/20,10:14:04,470,25,532,83,650,149,519,10/22/2020 17:15:48.272733
10/22/20,10:14:05,470,42,532,47,650,26,519,10/22/2020 17:15:49.400714
10/22/20,10:14:07,470,40,532,58,650,40,519,10/22/2020 17:15:50.625440
10/22/20,10:14:08,470,37,532,23,650,182,519,10/22/2020 17:15:51.661668
10/22/20,10:14:09,470,37,532,45,650,193,519,10/22/2020 17:15:52.790649
10/22/20,10:14:10,470,54,532,37,650,122,519,10/22/2020 17:15:53.911651
10/22/20,10:14:11,470,24,532,55,650,163,519,10/22/2020 17:15:55.154328
10/22/20,10:14:12,470,30,532,51,650,-1,519,10/22/2020 17:15:56.272338
10/22/20,10:14:13,470,41,532,25,650,40,519,10/22/2020 17:15:57.305577
10/22/20,10:14:14,470,19,532,57,650,83,519,10/22/2020 17:15:58.448519
10/22/20,10:14:16,470,44,532,56,650,58,519,10/22/2020 17:15:59.561544
10/22/20,10:14:17,470,32,532,29,650,44,519,10/22/2020 17:16:00.703491
10/22/20,10:14:18,470,39,532,53,650,15,519,10/22/2020 17:16:01.812525
10/22/20,10:14:19,470,43,532,61,650,83,519,10/22/2020 17:16:02.950481
10/22/20,10:14:20,470,56,532,53,650,107,519,10/22/2020 17:16:04.075473
10/22/20,10:14:21,470,39,532,38,650,94,519,10/22/2020 17:16:05.210440
10/22/20,10:14:22,470,46,532,57,650,86,519,10/22/2020 17:16:06.341415
10/22/20,10:14:23,470,40,532,51,650,61,519,10/22/2020 17:16:07.465409
10/22/20,10:14:25,470,37,532,70,650,-63,519,10/22/2020 17:16:08.605361
10/22/20,10:14:26,470,37,532,88,650,274,519,10/22/2020 17:16:09.723371
10/22/20,10:14:27,470,42,532,46,650,109,519,10/22/2020 17:16:10.856341
10/22/20,10:14:28,470,46,532,64,650,193,519,10/22/2020 17:16:11.995295
10/22/20,10:14:29,470,49,532,18,650,140,519,10/22/2020 17:16:13.111311
10/22/20,10:14:30,470,42,532,55,650,74,519,10/22/2020 17:16:14.251264
10/22/20,10:14:31,470,40,532,73,650,131,519,10/22/2020 17:16:15.471005
10/22/20,10:14:33,470,44,532,34,650,69,519,10/22/2020 17:16:16.506234
10/22/20,10:14:34,470,36,532,38,650,48,519,10/22/2020 17:16:17.629232
10/22/20,10:14:35,470,58,532,49,650,186,519,10/22/2020 17:16:18.760207
10/22/20,10:14:36,470,37,532,19,650,202,519,10/22/2020 17:16:19.899163
10/22/20,10:14:37,470,41,532,45,650,37,519,10/22/2020 17:16:21.010190
10/22/20,10:14:38,470,44,532,45,650,51,519,10/22/2020 17:16:22.146154
10/22/20,10:14:39,470,56,532,83,650,73,519,10/22/2020 17:16:23.277128
10/22/20,10:14:40,470,28,532,38,650,-41,519,10/22/2020 17:16:24.413092
10/22/20,10:14:42,470,38,532,50,650,47,519,10/22/2020 17:16:25.527112
10/22/20,10:14:43,470,45,532,29,650,61,519,10/22/2020 17:16:26.661080
10/22/20,10:14:44,470,41,532,100,650,50,519,10/22/2020 17:16:27.880817
10/22/20,10:14:45,470,42,532,85,650,23,519,10/22/2020 17:16:28.915052
10/22/20,10:14:46,470,49,532,94,650,31,519,10/22/2020 17:16:30.145761
10/22/20,10:14:47,470,36,532,53,650,24,519,10/22/2020 17:16:31.180993
10/22/20,10:14:48,470,65,532,34,650,51,519,10/22/2020 17:16:32.321944
10/22/20,10:14:49,470,47,532,13,650,63,519,10/22/2020 17:16:33.532705
10/22/20,10:14:51,470,39,532,45,650,50,519,10/22/2020 17:16:34.573922
10/22/20,10:14:52,470,37,532,50,650,2,519,10/22/2020 17:16:35.786683
10/22/20,10:14:53,470,25,532,51,650,82,519,10/22/2020 17:16:36.825898
10/22/20,10:14:54,470,55,532,98,650,-3,519,10/22/2020 17:16:37.939920
10/22/20,10:14:55,470,53,532,45,650,46,519,10/22/2020 17:16:39.080868
10/22/20,10:14:56,470,54,532,84,650,19,519,10/22/2020 17:16:40.214837
10/22/20,10:14:57,470,48,532,41,650,120,519,10/22/2020 17:16:41.335839
10/22/20,10:14:58,470,36,532,35,650,45,519,10/22/2020 17:16:42.476791
10/22/20,10:15:00,470,52,532,96,650,27,519,10/22/2020 17:16:43.598789
10/22/20,10:15:01,470,50,532,60,650,66,519,10/22/2020 17:16:44.725773
10/22/20,10:15:02,470,34,532,34,650,37,519,10/22/2020 17:16:45.850770
10/22/20,10:15:03,470,52,532,73,650,81,519,10/22/2020 17:16:46.989723
10/22/20,10:15:04,470,49,532,83,650,135,519,10/22/2020 17:16:48.111720
10/22/20,10:15:05,470,41,532,51,650,89,519,10/22/2020 17:16:49.244693
10/22/20,10:15:06,470,26,532,35,650,182,519,10/22/2020 17:16:50.373671
10/22/20,10:15:07,470,54,532,69,650,193,519,10/22/2020 17:16:51.492679
10/22/20,10:15:09,470,31,532,67,650,-23,519,10/22/2020 17:16:52.627652
10/22/20,10:15:10,470,36,532,40,650,-26,519,10/22/2020 17:16:53.742661
10/22/20,10:15:11,470,49,532,54,650,58,519,10/22/2020 17:16:54.888599
10/22/20,10:15:12,470,38,532,49,650,62,519,10/22/2020 17:16:56.019577
10/22/20,10:15:13,470,30,532,53,650,6,519,10/22/2020 17:16:57.145564
10/22/20,10:15:14,470,36,532,47,650,189,519,10/22/2020 17:16:58.354332
10/22/20,10:15:15,470,41,532,51,650,42,519,10/22/2020 17:16:59.401533
10/22/20,10:15:17,470,32,532,68,650,-2,519,10/22/2020 17:17:00.535500
10/22/20,10:15:18,470,57,532,52,650,62,519,10/22/2020 17:17:01.660493
10/22/20,10:15:19,470,62,532,58,650,35,519,10/22/2020 17:17:02.780503
10/22/20,10:15:20,470,20,532,65,650,25,519,10/22/2020 17:17:03.919449
10/22/20,10:15:21,470,44,532,51,650,87,519,10/22/2020 17:17:05.051423
10/22/20,10:15:22,470,29,532,57,650,-21,519,10/22/2020 17:17:06.183397
10/22/20,10:15:23,470,67,532,58,650,33,519,10/22/2020 17:17:07.299412
10/22/20,10:15:24,470,42,532,47,650,36,519,10/22/2020 17:17:08.424404
10/22/20,10:15:26,470,71,532,73,650,64,519,10/22/2020 17:17:09.573332
10/22/20,10:15:27,470,3,532,47,650,45,519,10/22/2020 17:17:10.751183
10/22/20,10:15:28,470,40,532,42,650,1,519,10/22/2020 17:17:11.829304
10/22/20,10:15:29,470,48,532,45,650,79,519,10/22/2020 17:17:12.949304
10/22/20,10:15:30,470,32,532,53,650,77,519,10/22/2020 17:17:14.067316
10/22/20,10:15:31,470,65,532,53,650,40,519,10/22/2020 17:17:15.199290
10/22/20,10:15:32,470,379,532,1104,650,994,519,10/22/2020 17:17:16.338243
10/22/20,10:15:33,470,150,532,163,650,208,519,10/22/2020 17:17:17.461243
10/22/20,10:15:35,470,150,532,449,650,310,519,10/22/2020 17:17:18.600196
10/22/20,10:15:36,470,109,532,166,650,209,519,10/22/2020 17:17:19.709229
10/22/20,10:15:37,470,370,532,170,650,283,519,10/22/2020 17:17:20.852173
10/22/20,10:15:38,470,131,532,158,650,192,519,10/22/2020 17:17:21.996115
10/22/20,10:15:39,470,133,532,158,650,196,519,10/22/2020 17:17:23.119110
10/22/20,10:15:40,470,134,532,152,650,190,519,10/22/2020 17:17:24.248094
10/22/20,10:15:41,470,134,532,154,650,195,519,10/22/2020 17:17:25.378071
10/22/20,10:15:43,470,130,532,156,650,176,519,10/22/2020 17:17:26.509047
10/22/20,10:15:44,470,142,532,173,650,197,519,10/22/2020 17:17:27.636033
10/22/20,10:15:45,470,132,532,160,650,206,519,10/22/2020 17:17:28.778978
10/22/20,10:15:46,470,134,532,158,650,205,519,10/22/2020 17:17:30.220126
10/22/20,10:15:47,470,131,532,149,650,191,519,10/22/2020 17:17:31.030957
10/22/20,10:15:48,470,137,532,141,650,191,519,10/22/2020 17:17:32.165923
10/22/20,10:15:49,470,136,532,178,650,194,519,10/22/2020 17:17:33.299887
10/22/20,10:15:50,470,137,532,137,650,220,519,10/22/2020 17:17:34.433855
10/22/20,10:15:52,470,131,532,149,650,191,519,10/22/2020 17:17:35.553862
10/22/20,10:15:53,470,144,532,186,650,195,519,10/22/2020 17:17:36.693812
10/22/20,10:15:54,470,131,532,143,650,192,519,10/22/2020 17:17:37.829775
10/22/20,10:15:55,470,134,532,162,650,198,519,10/22/2020 17:17:38.946788
10/22/20,10:15:56,470,132,532,159,650,198,519,10/22/2020 17:17:40.079758
10/22/20,10:15:57,470,123,532,154,650,183,519,10/22/2020 17:17:41.221707
10/22/20,10:15:58,470,138,532,153,650,190,519,10/22/2020 17:17:42.338719
10/22/20,10:15:59,470,125,532,153,650,189,519,10/22/2020 17:17:43.476677
10/22/20,10:16:01,470,128,532,157,650,190,519,10/22/2020 17:17:44.616628
10/22/20,10:16:02,470,128,532,152,650,188,519,10/22/2020 17:17:45.737630
10/22/20,10:16:03,470,138,532,152,650,189,519,10/22/2020 17:17:46.867608
10/22/20,10:16:04,470,127,532,152,650,186,519,10/22/2020 17:17:48.000581
10/22/20,10:16:05,470,123,532,149,650,183,519,10/22/2020 17:17:49.124572
10/22/20,10:16:06,470,132,532,151,650,186,519,10/22/2020 17:17:50.265524
10/22/20,10:16:07,470,136,532,156,650,181,519,10/22/2020 17:17:51.394502
10/22/20,10:16:09,470,127,532,150,650,190,519,10/22/2020 17:17:52.603273
10/22/20,10:16:10,470,129,532,157,650,186,519,10/22/2020 17:17:53.654460
10/22/20,10:16:11,470,128,532,162,650,190,519,10/22/2020 17:17:54.783440
10/22/20,10:16:12,470,137,532,158,650,193,519,10/22/2020 17:17:55.922395
10/22/20,10:16:13,470,133,532,161,650,190,519,10/22/2020 17:17:57.040406
10/22/20,10:16:14,470,132,532,166,650,190,519,10/22/2020 17:17:58.174373
10/22/20,10:16:15,470,131,532,153,650,191,519,10/22/2020 17:17:59.324300
10/22/20,10:16:16,470,132,532,159,650,187,519,10/22/2020 17:18:00.439319
10/22/20,10:16:18,470,137,532,159,650,199,519,10/22/2020 17:18:01.569296
10/22/20,10:16:19,470,145,532,162,650,186,519,10/22/2020 17:18:02.707252
10/22/20,10:16:20,470,140,532,170,650,197,519,10/22/2020 17:18:03.920010
10/22/20,10:16:21,470,138,532,157,650,188,519,10/22/2020 17:18:04.960229
10/22/20,10:16:22,470,152,532,159,650,193,519,10/22/2020 17:18:06.093199
10/22/20,10:16:23,470,168,532,211,650,227,519,10/22/2020 17:18:07.215199
10/22/20,10:16:24,470,221,532,226,650,331,519,10/22/2020 17:18:08.364128
10/22/20,10:16:25,470,175,532,182,650,195,519,10/22/2020 17:18:09.491111
10/22/20,10:16:27,470,165,532,167,650,232,519,10/22/2020 17:18:10.624083
10/22/20,10:16:28,470,146,532,168,650,205,519,10/22/2020 17:18:11.744089
10/22/20,10:16:29,470,137,532,168,650,208,519,10/22/2020 17:18:12.975797
10/22/20,10:16:30,470,132,532,158,650,201,519,10/22/2020 17:18:14.011026
10/22/20,10:16:31,470,125,532,159,650,183,519,10/22/2020 17:18:15.135021
10/22/20,10:16:32,470,126,532,162,650,190,519,10/22/2020 17:18:16.270984
10/22/20,10:16:33,470,155,532,174,650,214,519,10/22/2020 17:18:17.409937
10/22/20,10:16:35,470,145,532,179,650,216,519,10/22/2020 17:18:18.531940
10/22/20,10:16:36,470,158,532,187,650,234,519,10/22/2020 17:18:19.664907
10/22/20,10:16:37,470,168,532,190,650,221,519,10/22/2020 17:18:20.798876
10/22/20,10:16:38,470,142,532,172,650,212,519,10/22/2020 17:18:21.919877
10/22/20,10:16:39,470,130,532,155,650,187,519,10/22/2020 17:18:23.061825
10/22/20,10:16:40,470,131,532,163,650,188,519,10/22/2020 17:18:24.193798
10/22/20,10:16:41,470,130,532,156,650,191,519,10/22/2020 17:18:25.331756
10/22/20,10:16:42,470,132,532,161,650,183,519,10/22/2020 17:18:26.444779
10/22/20,10:16:44,470,130,532,152,650,190,519,10/22/2020 17:18:27.679477
10/22/20,10:16:45,470,127,532,159,650,196,519,10/22/2020 17:18:28.714713
10/22/20,10:16:46,470,129,532,155,650,191,519,10/22/2020 17:18:29.833716
10/22/20,10:16:47,470,131,532,153,650,195,519,10/22/2020 17:18:30.978657
10/22/20,10:16:48,470,128,532,165,650,189,519,10/22/2020 17:18:32.114618
10/22/20,10:16:49,470,127,532,150,650,189,519,10/22/2020 17:18:33.231631
10/22/20,10:16:50,470,123,532,154,650,186,519,10/22/2020 17:18:34.366596
10/22/20,10:16:52,470,124,532,148,650,173,519,10/22/2020 17:18:35.600296
10/22/20,10:16:53,470,119,532,139,650,174,519,10/22/2020 17:18:36.627551
10/22/20,10:16:54,470,124,532,155,650,176,519,10/22/2020 17:18:37.762515
10/22/20,10:16:55,470,126,532,151,650,177,519,10/22/2020 17:18:38.899474
10/22/20,10:16:56,470,121,532,143,650,172,519,10/22/2020 17:18:40.123204
10/22/20,10:16:57,470,126,532,150,650,176,519,10/22/2020 17:18:41.149458
10/22/20,10:16:58,470,121,532,147,650,176,519,10/22/2020 17:18:42.289411
10/22/20,10:16:59,470,123,532,154,650,173,519,10/22/2020 17:18:43.418391
10/22/20,10:17:01,470,122,532,149,650,175,519,10/22/2020 17:18:44.639126
10/22/20,10:17:02,470,113,532,144,650,171,519,10/22/2020 17:18:45.679346
10/22/20,10:17:03,470,121,532,142,650,170,520,10/22/2020 17:18:46.815307
10/22/20,10:17:04,470,127,532,136,650,170,519,10/22/2020 17:18:48.037041
10/22/20,10:17:05,470,118,532,141,650,175,519,10/22/2020 17:18:49.069281
10/22/20,10:17:06,470,119,532,142,650,171,520,10/22/2020 17:18:50.214219
10/22/20,10:17:07,470,124,532,136,650,168,519,10/22/2020 17:18:51.323254
10/22/20,10:17:08,470,119,532,141,650,184,519,10/22/2020 17:18:52.476171
10/22/20,10:17:10,470,121,532,140,650,176,519,10/22/2020 17:18:53.598172
10/22/20,10:17:11,470,121,532,141,650,166,520,10/22/2020 17:18:54.721167
10/22/20,10:17:12,470,121,532,140,650,174,519,10/22/2020 17:18:55.946890
10/22/20,10:17:13,470,122,532,135,650,168,520,10/22/2020 17:18:56.989103
10/22/20,10:17:14,470,118,532,138,650,171,520,10/22/2020 17:18:58.133047
10/22/20,10:17:15,470,120,532,150,650,169,520,10/22/2020 17:18:59.252053
10/22/20,10:17:16,470,119,532,138,650,166,520,10/22/2020 17:19:00.385023
10/22/20,10:17:18,470,116,532,145,650,177,520,10/22/2020 17:19:01.519987
10/22/20,10:17:19,470,118,532,145,650,166,520,10/22/2020 17:19:02.640990
10/22/20,10:17:20,470,122,532,158,650,161,520,10/22/2020 17:19:03.773960
10/22/20,10:17:21,470,118,532,136,650,171,520,10/22/2020 17:19:04.909923
10/22/20,10:17:22,470,119,532,146,650,174,520,10/22/2020 17:19:06.028930
10/22/20,10:17:23,470,123,532,137,650,172,520,10/22/2020 17:19:07.170878
10/22/20,10:17:24,470,121,532,133,650,181,520,10/22/2020 17:19:08.400590
10/22/20,10:17:25,470,120,532,144,650,189,520,10/22/2020 17:19:09.418865
10/22/20,10:17:27,470,128,532,157,650,173,520,10/22/2020 17:19:10.558819
10/22/20,10:17:28,470,131,532,144,650,175,520,10/22/2020 17:19:11.689795
10/22/20,10:17:29,470,124,532,145,650,170,520,10/22/2020 17:19:12.829747
10/22/20,10:17:30,470,116,532,138,650,176,520,10/22/2020 17:19:13.948754
10/22/20,10:17:31,470,125,532,139,650,172,520,10/22/2020 17:19:15.084717
10/22/20,10:17:32,470,120,532,151,650,187,520,10/22/2020 17:19:16.219684
10/22/20,10:17:33,470,117,532,143,650,181,520,10/22/2020 17:19:17.435431
10/22/20,10:17:34,470,119,532,146,650,173,520,10/22/2020 17:19:18.484627
10/22/20,10:17:36,470,122,532,139,650,174,520,10/22/2020 17:19:19.621585
10/22/20,10:17:37,470,125,532,150,650,175,520,10/22/2020 17:19:20.831350
10/22/20,10:17:38,470,124,532,143,650,172,520,10/22/2020 17:19:21.869573
10/22/20,10:17:39,470,123,532,141,650,171,520,10/22/2020 17:19:23.003541
10/22/20,10:17:40,470,122,532,147,650,170,520,10/22/2020 17:19:24.446682
10/22/20,10:17:41,470,120,532,147,650,170,520,10/22/2020 17:19:25.265493
10/22/20,10:17:42,470,129,532,143,650,178,520,10/22/2020 17:19:26.398464
10/22/20,10:17:44,470,122,532,148,650,177,520,10/22/2020 17:19:27.639144
10/22/20,10:17:45,470,123,532,143,650,169,520,10/22/2020 17:19:28.657423
10/22/20,10:17:46,470,124,532,156,650,194,520,10/22/2020 17:19:29.793385
10/22/20,10:17:47,470,123,532,148,650,203,520,10/22/2020 17:19:30.932340
10/22/20,10:17:48,470,124,532,161,650,192,520,10/22/2020 17:19:32.047359
10/22/20,10:17:49,470,128,532,140,650,170,520,10/22/2020 17:19:33.182326
10/22/20,10:17:50,470,122,532,145,650,176,520,10/22/2020 17:19:34.418020
10/22/20,10:17:51,470,128,532,152,650,174,520,10/22/2020 17:19:35.443278
10/22/20,10:17:53,470,115,532,135,650,165,521,10/22/2020 17:19:36.580236
10/22/20,10:17:54,470,116,532,148,650,180,521,10/22/2020 17:19:37.712212
10/22/20,10:17:55,470,123,532,149,650,172,521,10/22/2020 17:19:38.837201
10/22/20,10:17:56,470,126,532,150,650,166,521,10/22/2020 17:19:39.962195
10/22/20,10:17:57,470,118,532,142,650,175,520,10/22/2020 17:19:41.104141
10/22/20,10:17:58,470,123,532,147,650,170,521,10/22/2020 17:19:42.244094
10/22/20,10:17:59,470,121,532,140,650,169,521,10/22/2020 17:19:43.365094
10/22/20,10:18:00,470,127,532,139,650,187,521,10/22/2020 17:19:44.497068
10/22/20,10:18:02,470,120,532,140,650,165,521,10/22/2020 17:19:45.640013
10/22/20,10:18:03,470,115,532,136,650,183,521,10/22/2020 17:19:46.760016
10/22/20,10:18:04,470,128,532,143,650,171,521,10/22/2020 17:19:47.886005
10/22/20,10:18:05,470,118,532,143,650,166,521,10/22/2020 17:19:49.024959
10/22/20,10:18:06,470,116,532,142,650,165,521,10/22/2020 17:19:50.142970
10/22/20,10:18:07,470,121,532,142,650,179,521,10/22/2020 17:19:51.276938
10/22/20,10:18:08,470,119,532,143,650,172,521,10/22/2020 17:19:52.415894
10/22/20,10:18:10,470,123,532,143,650,169,521,10/22/2020 17:19:53.537892
